PLAYER_ID,FIRST_NAME_x,LAST_NAME_x,PLAYER_NAME_x,POSITION_x,HEIGHT_WO_SHOES,HEIGHT_WO_SHOES_FT_IN,WEIGHT,WINGSPAN,WINGSPAN_FT_IN,STANDING_REACH,STANDING_REACH_FT_IN,DRAFT_CLASS,DRAFT_ROUND,DRAFT_NUMBER
12065,Preston,Shumpert,Preston Shumpert,SF,78,6' 6'',197,80.5,6' 8.5'',103.5,8' 7.5'',2002,-1,-1
2447,Tamar,Slay,Tamar Slay,SF,78.75,6' 6.75'',203,83.5,6' 11.5'',104,8' 8'',2002,2,53
2443,Darius,Songaila,Darius Songaila,PF,80,6' 8'',240,85,7' 1'',108.5,9' 0.5'',2002,2,49
2405,Amar'e,Stoudemire,Amar'e Stoudemire,PF,80.5,6' 8.5'',233,85.75,7' 1.75'',108.5,9' 0.5'',2002,1,9
2445,Marcus,Taylor,Marcus Taylor,PG,73,6' 1'',181,76.5,6' 4.5'',98.5,8' 2.5'',2002,2,51
12297,Jobey,Thomas,Jobey Thomas,SG,74.75,6' 2.75'',183,77.75,6' 5.75'',99.5,8' 3.5'',2002,-1,-1
2402,Dajuan,Wagner,Dajuan Wagner,PG-SG,72.75,6' 0.75'',193,74,6' 2'',99,8' 3'',2002,1,6
2404,Chris,Wilcox,Chris Wilcox,PF-C,80.25,6' 8.25'',218,85,7' 1'',107.5,8' 11.5'',2002,1,8
2421,Frank,Williams,Frank Williams,PG,73.5,6' 1.5'',212,80,6' 8'',100.5,8' 4.5'',2002,1,25
2465,George,Williams,George Williams,PF-SF,77.75,6' 5.75'',214,84.5,7' 0.5'',103,8' 7'',2002,-1,-1
2398,Jay,Williams,Jay Williams,PG,72.25,6' 0.25'',197,75.5,6' 3.5'',97,8' 1'',2002,1,2
2417,Qyntel,Woods,Qyntel Woods,SF-SG,79,6' 7'',213,82,6' 10'',105,8' 9'',2002,1,21
2428,Vincent,Yarbrough,Vincent Yarbrough,SF,77.5,6' 5.5'',202,84.5,7' 0.5'',104.5,8' 8.5'',2002,2,32
200995,Aloysius,Anagonye,Aloysius Anagonye,PF,78.75,6' 6.75'',257,86.5,7' 2.5'',106,8' 10'',2003,-1,-1
12072,Rick,Anderson,Rick Anderson,SF-PF,80.25,6' 8.25'',216,83,6' 11'',106.5,8' 10.5'',2003,-1,-1
2546,Carmelo,Anthony,Carmelo Anthony,SF,78.25,6' 6.25'',233,84,7' 0'',105.5,8' 9.5'',2003,1,3
2602,Jerome,Beasley,Jerome Beasley,SF-PF,81,6' 9'',237,84.5,7' 0.5'',107,8' 11'',2003,2,33
2559,Troy,Bell,Troy Bell,PG,72.25,6' 0.25'',178,77,6' 5'',97.5,8' 1.5'',2003,1,16
12073,LaVell,Blanchard,LaVell Blanchard,SF,78,6' 6'',205,78,6' 6'',101.5,8' 5.5'',2003,-1,-1
2586,Keith,Bogans,Keith Bogans,SG,76.25,6' 4.25'',213,81.25,6' 9.25'',101,8' 5'',2003,2,43
2588,Matt,Bonner,Matt Bonner,PF-SF,80.5,6' 8.5'',242,80.75,6' 8.75'',105.5,8' 9.5'',2003,2,45
2547,Chris,Bosh,Chris Bosh,PF,82.25,6' 10.25'',225,87.5,7' 3.5'',109,9' 1'',2003,1,4
2651,Jermaine,Boyette,Jermaine Boyette,PG-SG,73,6' 1'',187,76,6' 4'',96,8' 0'',2003,-1,-1
12295,Souleymane,Camara,Souleymane Camara,PF-SF,81.75,6' 9.75'',211,86.25,7' 2.25'',109,9' 1'',2003,-1,-1
2679,Matt,Carroll,Matt Carroll,SG-SF,77,6' 5'',207,78.5,6' 6.5'',98.5,8' 2.5'',2003,-1,-1
2555,Nick,Collison,Nick Collison,PF,80.75,6' 8.75'',255,85.5,7' 1.5'',108,9' 0'',2003,1,12
2567,Brian,Cook,Brian Cook,PF-SF,81.5,6' 9.5'',234,86,7' 2'',109,9' 1'',2003,1,24
12074,Joel,Cornette,Joel Cornette,PF-SF,80.25,6' 8.25'',239,81.25,6' 9.25'',105.5,8' 9.5'',2003,-1,-1
2605,Marquis,Daniels,Marquis Daniels,SG-PG,77.25,6' 5.25'',198,82,6' 10'',103.5,8' 7.5'',2003,-1,-1
12075,Aleksander,Djuric,Aleksander Djuric,C-PF,82,6' 10'',253,84,7' 0'',108,9' 0'',2003,-1,-1
12076,Ruben,Douglas,Ruben Douglas,SG,75.5,6' 3.5'',193,79.25,6' 7.25'',100.5,8' 4.5'',2003,-1,-1
2648,Ronald,Dupree,Ronald Dupree,SF-SG,78,6' 6'',209,80.25,6' 8.25'',101,8' 5'',2003,-1,-1
2606,Carl,English,Carl English,SG-PG,76,6' 4'',201,77.25,6' 5.25'',98.5,8' 2.5'',2003,-1,-1
12077,Ebi,Ere,Ebi Ere,SG,75.5,6' 3.5'',210,82.5,6' 10.5'',102,8' 6'',2003,-1,-1
12078,Marquis,Estill,Marquis Estill,PF-C,80.5,6' 8.5'',257,88,7' 4'',108,9' 0'',2003,-1,-1
2551,T.J.,Ford,T.J. Ford,PG,71,5' 11'',162,71.5,5' 11.5'',93.5,7' 9.5'',2003,1,8
12079,Jason,Gardner,Jason Gardner,PG,69.75,5' 9.75'',194,73,6' 1'',92,7' 8'',2003,-1,-1
2584,Willie,Green,Willie Green,SG-PG,74.5,6' 2.5'',201,79.25,6' 7.25'',100,8' 4'',2003,2,41
12080,Justin,Hamilton,Justin Hamilton,PG-SG,75,6' 3'',217,83,6' 11'',103,8' 7'',2003,2,45
2580,Travis,Hansen,Travis Hansen,SG,76.5,6' 4.5'',200,78.5,6' 6.5'',100.5,8' 4.5'',2003,2,37
12081,Trevor,Harvey,Trevor Harvey,C-PF,81.5,6' 9.5'',245,85,7' 1'',109.5,9' 1.5'',2003,-1,-1
2618,Marcus,Hatten,Marcus Hatten,PG,72.75,6' 0.75'',163,78.25,6' 6.25'',98,8' 2'',2003,-1,-1
2550,Kirk,Hinrich,Kirk Hinrich,PG-SG,74.75,6' 2.75'',186,78,6' 6'',98.5,8' 2.5'',2003,1,7
12082,Jerry,Holman,Jerry Holman,PF,80.75,6' 8.75'',232,87.25,7' 3.25'',109.5,9' 1.5'',2003,-1,-1
12083,Sam,Hoskin,Sam Hoskin,PF,79.25,6' 7.25'',261,82.75,6' 10.75'',107.5,8' 11.5'',2003,-1,-1
2572,Josh,Howard,Josh Howard,SF-SG,77.25,6' 5.25'',202,86,7' 2'',105.5,8' 9.5'',2003,1,29
2599,Brandon,Hunter,Brandon Hunter,PF,78.5,6' 6.5'',266,86.75,7' 2.75'',105.5,8' 9.5'',2003,2,56
12084,Sani,Ibrahim,Sani Ibrahim,C-PF,80.5,6' 8.5'',229,85,7' 1'',109.5,9' 1.5'',2003,-1,-1
12085,Michael,Ignerski,Michael Ignerski,PF-SF,81.5,6' 9.5'',232,82.75,6' 10.75'',107,8' 11'',2003,-1,-1
12086,Robert,Jackson,Robert Jackson,PF-C,79.75,6' 7.75'',254,84,7' 0'',107.5,8' 11.5'',2003,-1,-1
2639,Britton,Johnsen,Britton Johnsen,SF-PF,82,6' 10'',212,82.75,6' 10.75'',107.5,8' 11.5'',2003,-1,-1
2592,James,Jones,James Jones,SF,79.25,6' 7.25'',218,86.5,7' 2.5'',107.5,8' 11.5'',2003,2,49
2563,Dahntay,Jones,Dahntay Jones,SG-SF,76.75,6' 4.75'',214,81,6' 9'',102.5,8' 6.5'',2003,1,20
2549,Chris,Kaman,Chris Kaman,C-PF,83.5,6' 11.5'',252,83.75,6' 11.75'',110.5,9' 2.5'',2003,1,6
2574,Jason,Kapono,Jason Kapono,SG-SF,78.5,6' 6.5'',215,78.5,6' 6.5'',102,8' 6'',2003,2,31
12087,Jason,Keep,Jason Keep,C-PF,81.75,6' 9.75'',270,84.5,7' 0.5'',106.5,8' 10.5'',2003,-1,-1
12088,Bernard,King,Bernard King,SG-PG,75.75,6' 3.75'',200,77.5,6' 5.5'',98.5,8' 2.5'',2003,-1,-1
2688,Brandin,Knight,Brandin Knight,PG,71.75,5' 11.75'',190,78,6' 6'',95.5,7' 11.5'',2003,-1,-1
2594,Kyle,Korver,Kyle Korver,SF,78.25,6' 6.25'',211,81.5,6' 9.5'',102.5,8' 6.5'',2003,2,51
2591,James,Lang,James Lang,C-PF,80.25,6' 8.25'',316,90.25,7' 6.25'',110,9' 2'',2003,2,48
12089,Donald,Little,Donald Little,PF-C,81.5,6' 9.5'',229,87,7' 3'',97,8' 1'',2003,-1,-1
2658,Chris,Marcus,Chris Marcus,C,84,7' 0'',334,92,7' 8'',114,9' 6'',2003,-1,-1
12090,Chris,Massie,Chris Massie,PF-C,78.5,6' 6.5'',259,85,7' 1'',106.5,8' 10.5'',2003,-1,-1
12091,Will,McDonald,Will McDonald,C-PF,81.5,6' 9.5'',258,87.5,7' 3.5'',109.5,9' 1.5'',2003,-1,-1
2545,Darko,Milicic,Darko Milicic,PF,83.5,6' 11.5'',250,89,7' 5'',111.5,9' 3.5'',2003,1,2
12092,Jeff,Newton,Jeff Newton,PF,80,6' 8'',199,85,7' 1'',106,8' 10'',2003,-1,-1
12093,Uche,Nsonwu-Amadi,Uche Nsonwu-Amadi,PF-C,79.75,6' 7.75'',246,87.75,7' 3.75'',106.5,8' 10.5'',2003,-1,-1
12094,Ugonna,Okyekwe,Ugonna Okyekwe,SF,79.25,6' 7.25'',228,87,7' 3'',109,9' 1'',2003,-1,-1
101248,Marlon,Parmer,Marlon Parmer,PG,72.75,6' 0.75'',184,75.5,6' 3.5'',97,8' 1'',2003,-1,-1
12095,Stephane,Pelle,Stephane Pelle,PF-SF,79,6' 7'',246,86,7' 2'',107,8' 11'',2003,-1,-1
2632,Kirk,Penney,Kirk Penney,SG-SF,77,6' 5'',218,77.25,6' 5.25'',97,8' 1'',2003,-1,-1
2750,Pavel,Podkolzin,Pavel Podkolzin,C,87.5,7' 3.5'',303,89.75,7' 5.75'',116,9' 8'',2003,1,21
2694,Josh,Powell,Josh Powell,PF-SF,80,6' 8'',227,85,7' 1'',107.5,8' 11.5'',2003,-1,-1
12096,Hollis,Price,Hollis Price,PG-SG,71.5,5' 11.5'',165,76.5,6' 4.5'',94.5,7' 10.5'',2003,-1,-1
2557,Luke,Ridnour,Luke Ridnour,PG,73,6' 1'',167,75,6' 3'',95.5,7' 11.5'',2003,1,14
12097,Joe,Shipp,Joe Shipp,SG,76,6' 4'',224,82,6' 10'',103,8' 7'',2003,-1,-1
12098,Ron,Slay,Ron Slay,SF-PF,78,6' 6'',236,82,6' 10'',103.5,8' 7.5'',2003,-1,-1
2604,Theron,Smith,Theron Smith,PF-SF,78.5,6' 6.5'',234,82.25,6' 10.25'',104.5,8' 8.5'',2003,-1,-1
2596,Tommy,Smith,Tommy Smith,PF-SF,81,6' 9'',200,86.5,7' 2.5'',107.5,8' 11.5'',2003,2,53
12099,Marvin,Stone,Marvin Stone,C-PF,81.5,6' 9.5'',261,87.5,7' 3.5'',109.5,9' 1.5'',2003,-1,-1
2552,Michael,Sweetney,Michael Sweetney,PF,79.25,6' 7.25'',262,85,7' 1'',107.5,8' 11.5'',2003,1,9
2756,Sasha,Vujacic,Sasha Vujacic,PG-SG,77.5,6' 5.5'',193,77.5,6' 5.5'',101,8' 5'',2003,1,27
2548,Dwyane,Wade,Dwyane Wade,SG-SF,75.75,6' 3.75'',212,82.75,6' 10.75'',102,8' 6'',2003,1,5
12101,Wayne,Wallace,Wayne Wallace,PF,79.25,6' 7.25'',187,86,7' 2'',108,9' 0'',2003,-1,-1
2575,Luke,Walton,Luke Walton,SF-PF,79.75,6' 7.75'',235,80.5,6' 8.5'',104,8' 8'',2003,2,32
2561,David,West,David West,PF-SF,80.25,6' 8.25'',226,88.25,7' 4.25'',108.25,9' 0.25'',2003,1,18
2590,Mo,Williams,Mo Williams,PG-SG,72.75,6' 0.75'',189,77.5,6' 5.5'',98.5,8' 2.5'',2003,2,47
12102,Wesley,Wilson,Wesley Wilson,C-PF,82.25,6' 10.25'',257,87,7' 3'',110.5,9' 2.5'',2003,-1,-1
12103,Doug,Wrenn,Doug Wrenn,SF-PF,77.75,6' 5.75'',220,91.5,7' 7.5'',100.5,8' 4.5'',2003,-1,-1
2583,Derrick,Zimmerman,Derrick Zimmerman,PG,73,6' 1'',190,81,6' 9'',96.25,8' .25'',2003,2,40
2754,Tony,Allen,Tony Allen,SG,75.5,6' 3.5'',214,81,6' 9'',102,8' 6'',2004,1,25
2772,Trevor,Ariza,Trevor Ariza,SG-SF,79,6' 7'',201,86,7' 2'',107.5,8' 11.5'',2004,2,43
2857,Andre,Barrett,Andre Barrett,PG,68.75,5' 8.75'',171,73,6' 1'',92,7' 8'',2004,-1,-1
101138,Brandon,Bass,Brandon Bass,PF,78.25,6' 6.25'',246,86.5,7' 2.5'',106.5,8' 10.5'',2004,2,33
2800,Tony,Bobbitt,Tony Bobbitt,SG,74.75,6' 2.75'',185,79,6' 7'',100,8' 4'',2004,-1,-1
12173,Brian,Boddicker,Brian Boddicker,SF-PF,79.5,6' 7.5'',230,82,6' 10'',105.5,8' 9.5'',2004,-1,-1
12174,Tim,Bowers,Tim Bowers,PG-SG,72.5,6' 0.5'',181,81,6' 9'',98,8' 2'',2004,-1,-1
2810,Andre,Brown,Andre Brown,PF-C,80,6' 8'',236,83,6' 11'',107,8' 11'',2004,-1,-1
2766,Antonio,Burks,Antonio Burks,PG,72,6' 0'',191,78.5,6' 6.5'',96.5,8' 0.5'',2004,2,36
2866,Jackie,Butler,Jackie Butler,C,80,6' 8'',263,85.5,7' 1.5'',109,9' 1'',2004,-1,-1
12175,Aleksandar,Capin,Aleksandar Capin,PG,72,6' 0'',176,73.5,6' 1.5'',94,7' 10'',2004,-1,-1
12176,Ales,Chan,Ales Chan,C,84,7' 0'',255,87,7' 3'',113,9' 5'',2004,-1,-1
2735,Josh,Childress,Josh Childress,SG-SF,77.75,6' 5.75'',196,83,6' 11'',105,8' 9'',2004,1,6
200555,TJ,Cummings,TJ Cummings,SF,79.5,6' 7.5'',215,81.5,6' 9.5'',106.5,8' 10.5'',2004,-1,-1
2845,Erik,Daniels,Erik Daniels,SF-PF,78.25,6' 6.25'',223,83,6' 11'',106,8' 10'',2004,-1,-1
2736,Luol,Deng,Luol Deng,SF,79,6' 7'',220,84.5,7' 0.5'',108.5,9' 0.5'',2004,1,7
12177,Marcus,Douthit,Marcus Douthit,C-PF,81.5,6' 9.5'',223,88,7' 4'',111.5,9' 3.5'',2004,2,56
2768,Chris,Duhon,Chris Duhon,PG,72,6' 0'',193,78.5,6' 6.5'',98,8' 2'',2004,2,38
2823,John,Edwards,John Edwards,C,83.25,6' 11.25'',264,88.5,7' 4.5'',113,9' 5'',2004,-1,-1
2824,Desmon,Farmer,Desmon Farmer,SG,76.5,6' 4.5'',214,80.5,6' 8.5'',103,8' 7'',2004,-1,-1
2784,Luis,Flores,Luis Flores,PG-SG,72.5,6' 0.5'',202,79.5,6' 7.5'',98.5,8' 2.5'',2004,2,55
2782,Matt,Freije,Matt Freije,SF-PF,80.25,6' 8.25'',234,85,7' 1'',108.5,9' 0.5'',2004,2,53
12178,Chris,Garnett,Chris Garnett,C-PF,80.25,6' 8.25'',260,85,7' 1'',108,9' 0'',2004,-1,-1
101155,Ryan,Gomes,Ryan Gomes,SF-PF,78.5,6' 6.5'',248,86,7' 2'',106.5,8' 10.5'',2004,2,50
2732,Ben,Gordon,Ben Gordon,PG-SG,73,6' 1'',192,80.5,6' 8.5'',99,8' 3'',2004,1,3
2734,Devin,Harris,Devin Harris,PG,73.75,6' 1.75'',170,79.5,6' 7.5'',98.5,8' 2.5'',2004,1,5
2730,Dwight,Howard,Dwight Howard,PF-C,81,6' 9'',240,88.5,7' 4.5'',111.5,9' 3.5'',2004,1,1
12179,Rolando,Howell,Rolando Howell,PF,79.5,6' 7.5'',229,84.5,7' 0.5'',107,8' 11'',2004,-1,-1
2743,Kris,Humphries,Kris Humphries,PF,80.25,6' 8.25'',238,84.5,7' 0.5'',106.5,8' 10.5'',2004,1,14
2738,Andre,Iguodala,Andre Iguodala,SG-SF,77.75,6' 5.75'',217,83,6' 11'',105.5,8' 9.5'',2004,1,9
12180,Martin,Iti,Martin Iti,C-PF,80.5,6' 8.5'',233,89,7' 5'',111.5,9' 3.5'',2004,-1,-1
2739,Luke,Jackson,Luke Jackson,SF-SG,78,6' 6'',212,80.5,6' 8.5'',103,8' 7'',2004,1,10
2744,Al,Jefferson,Al Jefferson,PF-SF,80.5,6' 8.5'',263,86.5,7' 2.5'',110,9' 2'',2004,1,15
2865,Arthur,Johnson,Arthur Johnson,PF-C,79,6' 7'',262,87,7' 3'',109,9' 1'',2004,-1,-1
12181,Ivan,Koljevic,Ivan Koljevic,PG,73,6' 1'',172,74.5,6' 2.5'',95,7' 11'',2004,-1,-1
2733,Shaun,Livingston,Shaun Livingston,PG-SG,78.25,6' 6.25'',186,83,6' 11'',105.5,8' 9.5'',2004,1,4
12184,Jaime,Lloreda,Jaime Lloreda,PF,78.75,6' 6.75'',247,81.5,6' 9.5'',107,8' 11'',2004,-1,-1
12000,Bryant,Matthews,Bryant Matthews,SF-SG,77.75,6' 5.75'',206,84.5,7' 0.5'',105.5,8' 9.5'',2004,-1,-1
12001,Marcus,Melvin,Marcus Melvin,SF-PF,78.75,6' 6.75'',241,84,7' 0'',105.5,8' 9.5'',2004,-1,-1
2822,Rich,Melzer,Rich Melzer,PF-SF,79.5,6' 7.5'',229,86,7' 2'',107,8' 11'',2004,-1,-1
2777,Ricky,Minard,Ricky Minard,PG-SG,75.25,6' 3.25'',198,79,6' 7'',101.5,8' 5.5'',2004,2,48
12002,James,Moore,James Moore,PF-SF,78.5,6' 6.5'',198,84.5,7' 0.5'',107,8' 11'',2004,-1,-1
12003,Marcus,Moore,Marcus Moore,PG-SG,76,6' 4'',202,81,6' 9'',101.5,8' 5.5'',2004,-1,-1
12004,Michel,Morandais,Michel Morandais,SG-SF,75.75,6' 3.75'',205,83.5,6' 11.5'',102,8' 6'',2004,-1,-1
2749,Jameer,Nelson,Jameer Nelson,PG,71,5' 11'',199,74.5,6' 2.5'',95,7' 11'',2004,1,20
12005,Misan,Nikagbatse,Misan Nikagbatse,SG-PG,75.5,6' 3.5'',223,82,6' 10'',102,8' 6'',2004,-1,-1
2731,Emeka,Okafor,Emeka Okafor,C-PF,80.75,6' 8.75'',257,88,7' 4'',110.5,9' 2.5'',2004,1,2
12006,Randall,Orr,Randall Orr,PF-SF,81,6' 9'',193,82.5,6' 10.5'',107.5,8' 11.5'',2004,-1,-1
12007,Dylan,Page,Dylan Page,SF,79.5,6' 7.5'',239,79,6' 7'',105,8' 9'',2004,-1,-1
12008,Rickey,Paulding,Rickey Paulding,SG,74.75,6' 2.75'',210,81.5,6' 9.5'',101.5,8' 5.5'',2004,2,54
12009,Kelvin,Pena,Kelvin Pena,SG-PG,74.25,6' 2.25'',182,78.5,6' 6.5'',99.5,8' 3.5'',2004,-1,-1
12010,Omar,Quintero,Omar Quintero,PG,69.75,5' 9.75'',170,71.5,5' 11.5'',92.5,7' 8.5'',2004,-1,-1
2762,Peter,Ramos,Peter Ramos,C,85.75,7' 1.75'',266,89.5,7' 5.5'',111.5,9' 3.5'',2004,-1,-1
2876,Jared,Reiner,Jared Reiner,C-PF,82,6' 10'',246,84.5,7' 0.5'',109,9' 1'',2004,-1,-1
101160,Lawrence,Roberts,Lawrence Roberts,PF,79.5,6' 7.5'',233,81.5,6' 9.5'',106.5,8' 10.5'',2004,2,55
2774,Bernard,Robinson,Bernard Robinson,SG-SF,77.25,6' 5.25'',208,82,6' 10'',102,8' 6'',2004,2,45
101126,Nate,Robinson,Nate Robinson,PG,67.75,5' 7.75'',181,73,6' 1'',91.5,7' 7.5'',2004,1,21
12011,Aerick,Sanders,Aerick Sanders,PF,78.5,6' 6.5'',205,83.5,6' 11.5'',106,8' 10'',2004,-1,-1
2781,Romain,Sato,Romain Sato,SG,74,6' 2'',204,83,6' 11'',102.5,8' 6.5'',2004,2,52
12012,Blagota,Sekulic,Blagota Sekulic,SF-PF,81.25,6' 9.25'',234,83,6' 11'',107,8' 11'',2004,-1,-1
2746,Josh,Smith,Josh Smith,SG-SF,79,6' 7'',221,84,7' 0'',106.5,8' 10.5'',2004,1,17
2747,J.R.,Smith,J.R. Smith,SG-SF,77.5,6' 5.5'',227,82,6' 10'',104,8' 8'',2004,-1,-1
2745,Kirk,Snyder,Kirk Snyder,SG-SF,78,6' 6'',228,81,6' 9'',104,8' 8'',2004,1,16
2776,Pape,Sow,Pape Sow,PF-C,80.5,6' 8.5'',233,86,7' 2'',108.5,9' 0.5'',2004,2,47
12014,Tiago,Splitter,Tiago Splitter,C-PF,82.25,6' 10.25'',233,86,7' 2'',109.5,9' 1.5'',2004,1,28
12016,Tom,Timmerrmans,Tom Timmerrmans,PF-C,82.5,6' 10.5'',272,83,6' 11'',107.5,8' 11.5'',2004,-1,-1
12296,Marko,Tomas,Marko Tomas,SG-PG,78.5,6' 6.5'',198,79,6' 7'',103.5,8' 7.5'',2004,-1,-1
2757,Beno,Udrih,Beno Udrih,PG,74.5,6' 2.5'',199,76.5,6' 4.5'',98,8' 2'',2004,1,28
2761,Jackson,Vroman,Jackson Vroman,PF-C,81.25,6' 9.25'',226,84,7' 0'',105.5,8' 9.5'',2004,2,31
2753,Delonte,West,Delonte West,PG-SG,73.5,6' 1.5'',183,78,6' 6'',99.5,8' 3.5'',2004,1,24
2863,Damien,Wilkins,Damien Wilkins,SG-SF,76.5,6' 4.5'',222,84,7' 0'',106,8' 10'',2004,-1,-1
12292,Mike,Williams,Mike Williams,SF,77.5,6' 5.5'',197,83.5,6' 11.5'',105.5,8' 9.5'',2004,-1,-1
12293,Nate,Williams,Nate Williams,PF-SF,80.5,6' 8.5'',240,85.5,7' 1.5'',109.5,9' 1.5'',2004,-1,-1
12294,Rashad,Wright,Rashad Wright,PG,72.5,6' 0.5'',190,82,6' 10'',98.5,8' 2.5'',2004,2,59
101165,Alex,Acker,Alex Acker,SG,75.75,6' 3.75'',183,84,7' 0'',102.5,8' 6.5'',2005,2,60
101224,Deji,Akindele,Deji Akindele,C-PF,81.5,6' 9.5'',236.4,87,7' 3'',108.5,9' 0.5'',2005,-1,-1
12104,Nemanja,Aleksandrov,Nemanja Aleksandrov,PF-SF,82,6' 10'',220.6,83,6' 11'',110,9' 2'',2005,-1,-1
101187,Alan,Anderson,Alan Anderson,SG-SF,76.5,6' 4.5'',223.2,81.5,6' 9.5'',104,8' 8'',2005,-1,-1
101149,Martynas,Andriuskevicius,Martynas Andriuskevicius,C-PF,85.25,7' 1.25'',227.8,83.25,6' 11.25'',112.5,9' 4.5'',2005,2,44
101252,Sean,Banks,Sean Banks,SF,77.75,6' 5.75'',206.4,85,7' 1'',108,9' 0'',2005,-1,-1
101188,Eddie,Basden,Eddie Basden,SG-SF,76.25,6' 4.25'',210,82.25,6' 10.25'',101,8' 5'',2005,-1,-1
12105,Mike,Bell,Mike Bell,SF-PF,80.75,6' 8.75'',206.2,85.5,7' 1.5'',104.5,8' 8.5'',2005,-1,-1
101106,Andrew,Bogut,Andrew Bogut,C-PF,83,6' 11'',250.6,87,7' 3'',110.5,9' 2.5'',2005,1,1
101198,Will,Bynum,Will Bynum,PG-SG,70.5,5' 10.5'',188.8,75.5,6' 3.5'',93,7' 9'',2005,-1,-1
12106,Marcus,Campbell,Marcus Campbell,C,82.25,6' 10.25'',280.4,90,7' 6'',114,9' 6'',2005,-1,-1
101215,Will,Conroy,Will Conroy,PG,73,6' 1'',188.6,75,6' 3'',96.5,8' 0.5'',2005,-1,-1
12107,Taylor,Coppenrath,Taylor Coppenrath,PF-SF,79.75,6' 7.75'',252.4,83.5,6' 11.5'',106.5,8' 10.5'',2005,-1,-1
101143,Travis,Diener,Travis Diener,PG-SG,71.75,5' 11.75'',165.2,71.75,5' 11.75'',93.5,7' 9.5'',2005,2,38
101113,Ike,Diogu,Ike Diogu,PF,78.5,6' 6.5'',255.4,87.5,7' 3.5'',109,9' 1'',2005,1,9
12108,Daryl,Dorsey,Daryl Dorsey,PG,71.25,5' 11.25'',160.8,71.5,5' 11.5'',94,7' 10'',2005,-1,-1
101145,Monta,Ellis,Monta Ellis,SG-PG,74.25,6' 2.25'',176.6,74.75,6' 2.75'',98,8' 2'',2005,2,40
101109,Raymond,Felton,Raymond Felton,PG,71.5,5' 11.5'',199.4,76.25,6' 4.25'',98,8' 2'',2005,1,5
201164,Rudy,Fernandez,Rudy Fernandez,SG,76.75,6' 4.75'',172,79.5,6' 7.5'',101.5,8' 5.5'',2005,1,24
12109,D'Or,Fischer,D'Or Fischer,C-PF,81.25,6' 9.25'',242.4,90,7' 6'',110.5,9' 2.5'',2005,-1,-1
12110,Eddy,Fobbs,Eddy Fobbs,C-PF,82.25,6' 10.25'',235.2,90.75,7' 6.75'',111.5,9' 3.5'',2005,-1,-1
101213,Sharrod,Ford,Sharrod Ford,PF,79.25,6' 7.25'',212.8,85.5,7' 1.5'',106,8' 10'',2005,-1,-1
101112,Channing,Frye,Channing Frye,PF-C,81.5,6' 9.5'',243.6,86.5,7' 2.5'',110.5,9' 2.5'',2005,1,8
101184,Deng,Gai,Deng Gai,PF-C,79.75,6' 7.75'',214,88.5,7' 4.5'',110.5,9' 2.5'',2005,-1,-1
101128,Francisco,Garcia,Francisco Garcia,SF-SG,77.75,6' 5.75'',189.6,82.75,6' 10.75'',103,8' 7'',2005,1,23
12111,John,Gilchrist,John Gilchrist,PG,73.25,6' 1.25'',195.2,81.25,6' 9.25'',96.5,8' 0.5'',2005,-1,-1
101162,Marcin,Gortat,Marcin Gortat,PF-C,83,6' 11'',225.2,87.5,7' 3.5'',110,9' 2'',2005,2,57
101121,Joey,Graham,Joey Graham,SF,77.25,6' 5.25'',216.6,80,6' 8'',104,8' 8'',2005,1,16
101122,Danny,Granger,Danny Granger,,79.5,6' 7.5'',225.4,85.5,7' 1.5'',103,8' 7'',2005,1,17
101123,Gerald,Green,Gerald Green,SF,78,6' 6'',192,81.75,6' 9.75'',104,8' 8'',2005,1,18
101236,Charles,Hayes,Charles Hayes,SF-PF,77.5,6' 5.5'',232.4,82,6' 10'',104.5,8' 8.5'',2005,-1,-1
101129,Luther,Head,Luther Head,PG-SG,74,6' 2'',178.8,77.25,6' 5.25'',98.5,8' 2.5'',2005,1,24
101125,Julius,Hodge,Julius Hodge,SG-SF,78,6' 6'',202.2,84.5,7' 0.5'',107.5,8' 11.5'',2005,1,20
12112,Jared,Homan,Jared Homan,C-PF,79.75,6' 7.75'',248.2,85.25,7' 1.25'',104.5,8' 8.5'',2005,-1,-1
101141,Ersan,Ilyasova,Ersan Ilyasova,SF,79.75,6' 7.75'',208.8,85.25,7' 1.25'',109.5,9' 1.5'',2005,2,36
101127,Jarrett,Jack,Jarrett Jack,PG,74.5,6' 2.5'',197.6,79.5,6' 7.5'',100,8' 4'',2005,1,22
101204,Dwayne,Jones,Dwayne Jones,C-PF,80.5,6' 8.5'',242.2,86.75,7' 2.75'',108.5,9' 0.5'',2005,-1,-1
12113,Mindaugas,Katelynas,Mindaugas Katelynas,SF-PF,79.5,6' 7.5'',217,83,6' 11'',105.5,8' 9.5'',2005,-1,-1
201318,Jason,Klotz,Jason Klotz,C-PF,80.5,6' 8.5'',249.4,82,6' 10'',107.5,8' 11.5'',2005,-1,-1
101247,Keith,Langford,Keith Langford,SG-SF,74.25,6' 2.25'',203.2,81,6' 9'',101,8' 5'',2005,-1,-1
101135,David,Lee,David Lee,PF,79.75,6' 7.75'',229.5,84,7' 0'',106.5,8' 10.5'',2005,1,30
12114,David,Lucas,David Lucas,PF,78.5,6' 6.5'',233.4,84,7' 0'',103.5,8' 7.5'',2005,-1,-1
