,PLAYER,GP,MIN,PIE,Year,overall,yearsAfter
10189,Damian Jones,24,17.1,7.2,2018,30.0,2
10190,Damian Lillard,80,35.5,15.5,2018,6.0,6
10192,Damyean Dotson,73,27.4,7.6,2018,44.0,1
10193,Daniel Hamilton,19,10.7,7.0,2018,56.0,2
10195,Danilo Gallinari,68,30.3,14.3,2018,6.0,10
10196,Danny Green,80,27.7,7.9,2018,46.0,9
10197,Dante Cunningham,64,14.5,6.7,2018,33.0,9
10198,Dante Exum,42,15.8,8.2,2018,5.0,4
10200,Dario Saric,81,25.0,8.8,2018,12.0,4
10201,Darius Miller,69,25.5,4.8,2018,46.0,6
10202,Darren Collison,76,28.2,11.4,2018,21.0,9
10205,Davis Bertans,76,21.5,8.2,2018,42.0,7
10206,Davon Reed,10,4.7,4.8,2018,32.0,1
10207,De'Aaron Fox,81,31.4,11.9,2018,5.0,1
10208,De'Anthony Melton,50,19.7,6.3,2018,46.0,0
10209,DeAndre Jordan,69,29.7,15.4,2018,35.0,10
10210,DeAndre' Bembry,82,23.6,8.1,2018,21.0,2
10211,DeMar DeRozan,77,34.9,13.5,2018,9.0,9
10212,DeMarcus Cousins,30,25.7,13.9,2018,5.0,8
10213,DeMarre Carroll,67,25.4,9.2,2018,27.0,9
10215,Deandre Ayton,71,30.7,13.9,2018,1.0,0
10216,Delon Wright,75,22.6,10.9,2018,20.0,3
10217,Demetrius Jackson,6,6.6,10.9,2018,45.0,2
10219,Dennis Schroder,79,29.3,9.3,2018,17.0,5
10220,Dennis Smith Jr.,53,28.5,8.4,2018,9.0,1
10222,Derrick Favors,76,23.2,14.2,2018,3.0,8
10224,Derrick Rose,51,27.3,12.8,2018,1.0,10
10225,Derrick White,67,25.8,9.6,2018,29.0,1
10226,Devin Booker,64,35.0,13.4,2018,13.0,3
10227,Devin Harris,68,15.7,6.5,2018,5.0,14
10229,Devonte' Graham,46,14.7,6.8,2018,34.0,0
10231,Deyonta Davis,9,13.2,10.8,2018,31.0,2
10232,Dillon Brooks,18,18.3,3.4,2018,45.0,1
10233,Dion Waiters,44,25.9,8.3,2018,4.0,6
10234,Dirk Nowitzki,51,15.6,7.3,2018,9.0,20
10235,Domantas Sabonis,74,24.8,16.2,2018,11.0,2
10236,Donatas Motiejunas,3,4.3,-12.0,2018,20.0,7
10237,Donovan Mitchell,77,33.7,11.7,2018,13.0,1
10238,Donte DiVincenzo,27,15.2,6.2,2018,17.0,0
10241,Doug McDermott,77,17.4,7.5,2018,11.0,4
10242,Dragan Bender,46,18.0,6.6,2018,4.0,2
10243,Draymond Green,66,31.3,9.8,2018,35.0,6
10247,Dwayne Bacon,43,17.6,6.9,2018,40.0,1
10248,Dwight Howard,9,25.5,11.1,2018,1.0,14
10249,Dwight Powell,77,21.6,12.3,2018,45.0,4
10250,Dwyane Wade,72,26.2,11.5,2018,5.0,15
10251,Dzanan Musa,9,4.4,5.3,2018,29.0,0
10252,E'Twaun Moore,53,27.6,6.7,2018,55.0,7
10253,Ed Davis,81,17.9,13.9,2018,13.0,8
10254,Edmond Sumner,23,9.1,2.8,2018,52.0,1
10255,Ekpe Udoh,51,6.3,12.5,2018,6.0,8
10256,Elfrid Payton,42,29.8,9.8,2018,10.0,4
10257,Elie Okobo,53,18.1,5.3,2018,31.0,0
10259,Emmanuel Mudiay,59,27.2,9.8,2018,7.0,3
10260,Enes Freedom,67,24.5,15.2,2018,3.0,7
10261,Eric Bledsoe,78,29.1,12.5,2018,18.0,8
10262,Eric Gordon,68,31.7,7.0,2018,7.0,10
10264,Ersan Ilyasova,67,18.4,7.1,2018,36.0,13
10265,Evan Fournier,81,31.5,7.7,2018,20.0,6
10266,Evan Turner,73,22.0,9.9,2018,2.0,8
10267,Frank Jackson,61,19.2,5.9,2018,31.0,1
10268,Frank Kaminsky,47,16.1,10.6,2018,9.0,3
10269,Frank Mason III,38,11.5,8.5,2018,34.0,1
10270,Frank Ntilikina,43,21.0,3.9,2018,8.0,1
10272,Furkan Korkmaz,48,14.2,7.9,2018,26.0,2
10275,Gary Harris,57,28.8,7.6,2018,19.0,4
10277,Gary Trent Jr.,15,7.4,2.3,2018,37.0,0
10278,George Hill,60,21.7,7.9,2018,26.0,10
10279,George King,1,5.9,3.2,2018,59.0,0
10280,Georges Niang,59,8.8,9.0,2018,50.0,2
10281,Gerald Green,73,20.2,6.6,2018,18.0,13
10282,Giannis Antetokounmpo,72,32.8,21.8,2018,15.0,5
10283,Glenn Robinson III,47,13.0,5.8,2018,40.0,4
10284,Goran Dragic,36,27.5,9.6,2018,45.0,10
10285,Gordon Hayward,72,25.9,11.4,2018,9.0,8
10286,Gorgui Dieng,76,13.6,11.8,2018,21.0,5
10287,Grayson Allen,38,11.0,3.7,2018,21.0,0
10288,Greg Monroe,43,11.2,10.6,2018,7.0,8
10289,Guerschon Yabusele,41,6.1,6.8,2018,16.0,2
10290,Hamidou Diallo,51,10.3,4.9,2018,45.0,0
10291,Harrison Barnes,77,32.9,8.8,2018,7.0,6
10292,Harry Giles III,58,14.1,9.0,2018,20.0,1
10293,Hassan Whiteside,72,23.3,16.2,2018,33.0,8
10295,Henry Ellenson,19,13.6,10.2,2018,18.0,2
10297,Ian Mahinmi,34,14.6,6.8,2018,28.0,13
10298,Ike Anigbogu,3,2.1,0.0,2018,47.0,1
10299,Iman Shumpert,62,23.9,5.7,2018,17.0,7
10300,Isaac Bonga,22,5.5,3.9,2018,39.0,0
10303,Isaiah Canaan,30,20.9,5.7,2018,34.0,5
10304,Isaiah Hartenstein,28,7.9,3.1,2018,43.0,1
10306,Isaiah Thomas,12,15.1,3.9,2018,60.0,7
10308,Ivan Rabb,49,14.7,10.6,2018,35.0,1
10309,Ivica Zubac,59,17.6,12.7,2018,32.0,2
10312,JJ Redick,76,31.3,9.9,2018,11.0,12
10313,JR Smith,11,20.2,5.1,2018,18.0,14
10316,JaVale McGee,75,22.3,12.7,2018,18.0,10
10317,Jabari Parker,64,26.9,11.1,2018,2.0,4
10318,Jacob Evans,30,6.8,2.1,2018,28.0,0
10319,Jae Crowder,80,27.1,8.6,2018,34.0,6
10320,Jahlil Okafor,59,15.8,11.5,2018,3.0,3
10321,Jake Layman,71,18.7,8.2,2018,47.0,2
10322,Jakob Poeltl,77,16.5,11.0,2018,9.0,2
10323,Jalen Brunson,73,21.8,8.8,2018,33.0,0
10325,Jamal Crawford,64,18.9,8.3,2018,8.0,18
10326,Jamal Murray,75,32.6,10.8,2018,7.0,2
10327,James Ennis III,58,21.2,5.6,2018,50.0,5
10328,James Harden,78,36.8,20.1,2018,3.0,9
10329,James Johnson,55,21.2,7.9,2018,16.0,9
10331,Jared Dudley,59,20.7,4.9,2018,22.0,11
10333,Jarell Martin,42,7.8,6.5,2018,25.0,3
10334,Jaren Jackson Jr.,58,26.1,10.0,2018,4.0,0
10335,Jaron Blossomgame,27,16.3,7.8,2018,59.0,1
10336,Jarred Vanderbilt,17,4.1,8.5,2018,41.0,0
10337,Jarrett Allen,80,26.2,12.1,2018,22.0,1
10338,Jason Smith,20,9.5,6.2,2018,20.0,11
10339,Jawun Evans,8,8.0,2.5,2018,39.0,1
10341,Jaylen Brown,74,25.9,8.4,2018,3.0,2
10343,Jayson Tatum,79,31.1,10.6,2018,3.0,1
10344,Jeff Green,77,27.2,8.8,2018,5.0,11
10345,Jeff Teague,42,30.1,10.3,2018,19.0,9
10347,Jerami Grant,80,32.7,8.4,2018,39.0,4
10348,Jeremy Lamb,79,28.5,11.8,2018,12.0,6
10350,Jerian Grant,60,15.6,7.6,2018,19.0,3
10351,Jerome Robinson,33,9.7,4.3,2018,13.0,0
10352,Jerryd Bayless,34,19.3,5.9,2018,11.0,10
10353,Jevon Carter,39,14.8,5.3,2018,32.0,0
10354,Jimmer Fredette,6,10.8,3.3,2018,10.0,7
10355,Jimmy Butler,65,33.6,12.6,2018,30.0,7
10356,Joakim Noah,42,16.5,14.2,2018,9.0,11
10357,Jodie Meeks,8,13.0,9.0,2018,41.0,9
10359,Joe Harris,76,30.2,8.9,2018,33.0,4
10361,Joel Embiid,64,33.7,19.6,2018,3.0,4
10362,John Collins,61,30.0,13.6,2018,19.0,1
10363,John Henson,14,13.5,12.7,2018,14.0,6
10365,John Jenkins,26,12.8,7.4,2018,23.0,6
10366,John Wall,32,34.5,12.3,2018,1.0,8
10369,Jon Leuer,41,9.8,9.1,2018,40.0,7
10370,Jonah Bolden,44,14.5,7.2,2018,36.0,1
10371,Jonas Jerebko,73,16.7,9.2,2018,39.0,9
10372,Jonas Valanciunas,49,22.3,16.9,2018,5.0,7
10373,Jonathan Isaac,75,26.6,8.2,2018,6.0,1
10375,Jordan Bell,68,11.6,8.3,2018,38.0,1
10376,Jordan Clarkson,81,27.3,10.5,2018,46.0,4
10378,Jordan McRae,27,12.3,8.9,2018,58.0,4
10381,Josh Hart,67,25.6,6.3,2018,30.0,1
10382,Josh Jackson,79,25.2,7.3,2018,4.0,1
10383,Josh Okogie,74,23.7,5.1,2018,20.0,0
10384,Josh Richardson,73,34.8,9.4,2018,40.0,3
10385,Jrue Holiday,67,35.8,12.7,2018,17.0,9
10386,Juancho Hernangomez,70,19.4,7.6,2018,15.0,2
10388,Julius Randle,73,30.6,13.7,2018,7.0,4
10389,Justin Anderson,48,9.7,6.7,2018,21.0,3
10391,Justin Jackson,81,19.9,7.6,2018,43.0,0
10392,Justin Patton,3,6.9,5.1,2018,16.0,1
10393,Justise Winslow,66,29.7,9.7,2018,10.0,3
10394,Jusuf Nurkic,72,27.4,14.6,2018,16.0,4
10395,Kadeem Allen,19,21.9,10.1,2018,53.0,1
10397,Karl-Anthony Towns,77,33.0,17.7,2018,1.0,3
10398,Kawhi Leonard,60,34.0,17.2,2018,15.0,7
10399,Keita Bates-Diop,30,16.8,6.5,2018,48.0,0
10400,Kelly Olynyk,79,22.9,10.2,2018,13.0,5
10401,Kelly Oubre Jr.,69,28.0,9.4,2018,15.0,3
10402,Kemba Walker,82,34.9,14.0,2018,9.0,7
10403,Kenneth Faried,37,19.7,12.4,2018,22.0,7
10406,Kentavious Caldwell-Pope,82,24.8,8.3,2018,8.0,5
10407,Kevin Durant,78,34.6,16.2,2018,2.0,11
10408,Kevin Huerter,75,27.3,6.5,2018,19.0,0
10409,Kevin Knox II,75,28.8,5.5,2018,9.0,0
10410,Kevin Love,22,27.2,14.8,2018,5.0,10
10411,Kevon Looney,80,18.5,9.2,2018,30.0,3
10413,Khris Middleton,77,31.1,11.8,2018,39.0,6
10414,Khyri Thomas,26,7.5,3.1,2018,38.0,0
10415,Klay Thompson,78,34.0,10.3,2018,11.0,7
10417,Kosta Koufos,42,11.9,8.8,2018,23.0,10
10418,Kostas Antetokounmpo,2,5.3,-3.3,2018,60.0,0
10419,Kris Dunn,46,30.2,8.4,2018,5.0,2
10420,Kyle Anderson,43,29.8,9.9,2018,30.0,4
10421,Kyle Korver,70,19.1,7.8,2018,51.0,15
10422,Kyle Kuzma,70,33.1,9.6,2018,27.0,1
10423,Kyle Lowry,65,34.1,11.5,2018,24.0,12
10424,Kyle O'Quinn,45,8.2,11.1,2018,49.0,6
10425,Kyrie Irving,67,33.0,15.7,2018,1.0,7
10426,LaMarcus Aldridge,81,33.2,14.3,2018,2.0,12
10427,Lance Stephenson,68,16.5,8.8,2018,40.0,8
10429,Landry Shamet,79,22.8,6.3,2018,26.0,0
10431,Larry Nance Jr.,67,26.8,12.3,2018,27.0,3
10432,Lauri Markkanen,52,32.3,12.5,2018,7.0,1
10433,LeBron James,55,35.2,18.8,2018,1.0,15
10434,Lonnie Walker IV,17,6.9,8.3,2018,18.0,0
10435,Lonzo Ball,47,30.3,8.7,2018,2.0,1
10436,Lorenzo Brown,26,8.2,5.4,2018,52.0,5
10437,Lou Williams,75,26.6,14.7,2018,45.0,13
10438,Luc Mbah a Moute,4,15.3,2.8,2018,37.0,10
10439,Luka Doncic,72,32.2,14.9,2018,3.0,0
10440,Luke Kennard,63,22.8,9.0,2018,12.0,1
10442,Luol Deng,22,17.8,9.3,2018,7.0,14
10443,Malachi Richardson,22,4.7,0.3,2018,22.0,2
10444,Malcolm Brogdon,64,28.6,12.0,2018,36.0,2
10446,Malik Beasley,81,23.2,8.9,2018,19.0,2
10447,Malik Monk,73,17.2,7.3,2018,11.0,1
10448,MarShon Brooks,29,13.3,8.4,2018,25.0,7
10449,Marc Gasol,79,30.8,13.1,2018,48.0,11
10450,Marcin Gortat,47,16.0,9.7,2018,57.0,13
10451,Marco Belinelli,79,23.0,7.5,2018,18.0,11
10453,Marcus Morris Sr.,75,27.9,9.9,2018,14.0,7
10454,Marcus Smart,80,27.5,7.9,2018,6.0,4
10455,Mario Hezonja,58,20.8,8.2,2018,5.0,3
10456,Markelle Fultz,19,22.5,6.9,2018,1.0,1
10457,Markieff Morris,58,21.9,7.5,2018,13.0,7
10458,Marquese Chriss,43,11.6,5.4,2018,8.0,2
10459,Marvin Bagley III,62,25.3,12.4,2018,2.0,0
10460,Marvin Williams,75,28.4,8.0,2018,2.0,13
10461,Mason Plumlee,82,21.1,11.5,2018,22.0,5
10463,Maurice Harkless,60,23.6,7.3,2018,15.0,6
10465,Melvin Frazier Jr.,10,4.4,-2.0,2018,35.0,0
10466,Meyers Leonard,61,14.4,10.8,2018,11.0,6
10467,Michael Beasley,26,10.7,10.5,2018,2.0,10
10468,Michael Carter-Williams,28,13.3,8.5,2018,11.0,5
10469,Michael Kidd-Gilchrist,64,18.4,7.5,2018,2.0,6
10470,Mikal Bridges,82,29.5,6.4,2018,10.0,0
10471,Mike Conley,70,33.5,15.1,2018,4.0,11
10472,Mike Muscala,64,20.4,7.0,2018,44.0,5
10473,Mike Scott,79,17.7,6.3,2018,43.0,6
10474,Miles Bridges,80,21.2,8.5,2018,12.0,0
10475,Miles Plumlee,18,9.6,12.2,2018,26.0,6
10478,Mitchell Robinson,66,20.6,11.5,2018,36.0,0
10479,Mo Bamba,47,16.3,10.3,2018,6.0,0
10480,Monte Morris,82,24.0,11.3,2018,51.0,1
10481,Montrezl Harrell,82,26.3,14.0,2018,32.0,3
10482,Moritz Wagner,43,10.4,6.9,2018,25.0,0
10483,Myles Turner,74,28.6,11.9,2018,11.0,3
10485,Nemanja Bjelica,77,23.2,9.6,2018,35.0,8
10486,Nene,42,13.0,6.9,2018,7.0,16
10487,Nerlens Noel,77,13.7,12.2,2018,6.0,5
10488,Nick Young,4,9.3,0.3,2018,16.0,11
10489,Nicolas Batum,75,31.4,8.4,2018,25.0,10
10490,Nik Stauskas,68,14.9,7.8,2018,8.0,4
10491,Nikola Jokic,80,31.3,18.8,2018,41.0,4
10492,Nikola Mirotic,46,27.1,11.6,2018,23.0,7
10493,Nikola Vucevic,80,31.4,18.5,2018,16.0,7
10494,Noah Vonleh,68,25.3,10.4,2018,9.0,4
10495,Norman Powell,60,18.8,9.2,2018,46.0,3
10496,OG Anunoby,67,20.2,5.7,2018,23.0,1
10498,Omari Spellman,46,17.5,7.9,2018,30.0,0
10499,Omri Casspi,36,14.5,11.8,2018,23.0,9
10500,Otto Porter Jr.,56,30.1,10.3,2018,3.0,5
10502,P.J. Tucker,82,34.2,5.6,2018,35.0,12
10503,Pascal Siakam,80,31.8,12.4,2018,27.0,2
10504,Pat Connaughton,61,20.7,9.4,2018,41.0,3
10505,Patrick Beverley,78,27.4,7.9,2018,42.0,9
10506,Patrick McCaw,29,13.7,4.9,2018,38.0,2
10507,Patrick Patterson,63,13.7,6.0,2018,14.0,8
10508,Patty Mills,82,23.3,8.1,2018,55.0,9
10509,Pau Gasol,30,12.0,13.0,2018,3.0,17
10510,Paul George,77,36.9,16.1,2018,10.0,8
10511,Paul Millsap,70,27.1,11.3,2018,47.0,12
10512,Quincy Acy,10,12.3,1.7,2018,37.0,6
10513,Quincy Pondexter,53,5.5,9.0,2018,26.0,8
10515,RJ Hunter,1,25.7,13.3,2018,28.0,3
10516,Rajon Rondo,46,29.8,9.9,2018,21.0,12
10517,Raul Neto,37,12.8,9.6,2018,47.0,5
10519,Ray Spalding,14,10.5,9.2,2018,56.0,0
10520,Raymond Felton,33,11.5,8.9,2018,5.0,13
10521,Reggie Bullock,63,29.8,6.9,2018,25.0,5
10522,Reggie Jackson,82,27.9,10.0,2018,24.0,7
10523,Richaun Holmes,70,16.9,12.5,2018,37.0,3
10524,Ricky Rubio,68,27.9,10.3,2018,5.0,9
10526,Robert Williams III,32,8.8,11.1,2018,27.0,0
10527,Robin Lopez,74,21.7,8.8,2018,15.0,10
10528,Rodions Kurucs,63,20.5,6.9,2018,40.0,0
10529,Rodney Hood,72,26.3,7.5,2018,23.0,4
10532,Rondae Hollis-Jefferson,59,20.9,8.8,2018,23.0,3
10534,Rudy Gay,69,26.7,12.8,2018,8.0,12
10535,Rudy Gobert,81,31.8,17.0,2018,27.0,5
10536,Russell Westbrook,73,36.0,16.4,2018,4.0,10
10537,Ryan Anderson,25,12.9,3.6,2018,21.0,10
10541,Sam Dekker,47,16.8,8.3,2018,18.0,3
10543,Semi Ojeleye,56,10.6,5.7,2018,37.0,1
10544,Serge Ibaka,74,27.2,12.3,2018,24.0,10
10546,Shabazz Napier,56,17.6,10.6,2018,24.0,4
10547,Shai Gilgeous-Alexander,82,26.5,8.3,2018,11.0,0
10548,Shake Milton,20,13.4,4.9,2018,54.0,0
10550,Shaun Livingston,64,15.1,7.3,2018,4.0,14
10551,Shelvin Mack,57,21.9,7.7,2018,34.0,7
10552,Sindarius Thornwell,64,4.9,3.2,2018,48.0,1
10553,Skal Labissiere,22,8.0,6.4,2018,28.0,2
10554,Solomon Hill,44,20.0,4.2,2018,23.0,5
10555,Spencer Dinwiddie,68,28.1,11.0,2018,38.0,4
10556,Stanley Johnson,66,18.3,7.9,2018,8.0,3
10557,Stephen Curry,69,33.8,15.2,2018,7.0,9
10558,Sterling Brown,58,17.8,7.8,2018,46.0,1
10559,Steven Adams,80,33.4,10.3,2018,12.0,5
10560,Svi Mykhailiuk,42,10.5,3.9,2018,47.0,0
10561,T.J. Leaf,58,9.0,11.1,2018,18.0,1
10563,T.J. Warren,43,31.6,9.9,2018,14.0,4
10565,Taj Gibson,70,24.1,10.8,2018,26.0,9
10566,Taurean Prince,55,28.2,7.5,2018,12.0,2
10567,Terrance Ferguson,74,26.1,2.7,2018,21.0,1
10568,Terrence Jones,2,2.6,0.0,2018,18.0,6
10569,Terrence Ross,81,26.5,11.0,2018,8.0,6
10570,Terry Rozier,79,22.7,10.3,2018,16.0,3
10571,Thabo Sefolosha,50,12.2,9.8,2018,13.0,12
10572,Thaddeus Young,81,30.7,10.4,2018,12.0,11
10574,Thomas Bryant,72,20.8,13.5,2018,42.0,1
10575,Thomas Welsh,11,3.3,10.6,2018,58.0,0
10576,Thon Maker,64,15.2,7.4,2018,10.0,2
10578,Tim Hardaway Jr.,65,31.6,8.5,2018,24.0,5
10579,Timothe Luwawu-Cabarrot,50,13.4,4.9,2018,24.0,2
10580,Tobias Harris,82,34.7,13.1,2018,19.0,7
10581,Tomas Satoransky,80,27.0,9.2,2018,32.0,6
10582,Tony Bradley,3,12.0,8.5,2018,28.0,1
10583,Tony Parker,56,17.9,10.9,2018,28.0,17
10584,Tony Snell,74,17.6,6.9,2018,20.0,5
10586,Trae Young,81,30.9,11.9,2018,5.0,0
10589,Trevor Ariza,69,34.0,8.5,2018,43.0,14
10590,Trey Burke,58,19.4,10.8,2018,9.0,5
10591,Trey Lyles,64,17.5,9.4,2018,12.0,3
10592,Tristan Thompson,43,27.9,12.1,2018,4.0,7
10593,Troy Brown Jr.,52,14.0,7.7,2018,15.0,0
10599,Tyler Dorsey,48,14.5,7.2,2018,41.0,1
10601,Tyler Lydon,25,3.7,5.7,2018,24.0,1
10602,Tyler Ulis,1,0.8,0.0,2018,34.0,2
10603,Tyler Zeller,6,15.5,8.1,2018,17.0,6
10604,Tyreke Evans,69,20.3,8.2,2018,4.0,9
10605,Tyrone Wallace,62,10.1,4.3,2018,60.0,2
10606,Tyson Chandler,55,15.9,8.5,2018,2.0,17
10607,Tyus Jones,68,22.9,9.5,2018,24.0,3
10609,Victor Oladipo,36,31.9,13.0,2018,2.0,5
10610,Vince Carter,76,17.5,7.9,2018,5.0,20
10611,Vincent Edwards,2,7.9,2.3,2018,52.0,0
10612,Wade Baldwin IV,16,5.9,2.1,2018,17.0,2
10614,Wayne Ellington,53,24.5,7.5,2018,28.0,9
10616,Wendell Carter Jr.,44,25.2,10.0,2018,7.0,0
10617,Wes Iwundu,68,18.1,5.6,2018,33.0,1
10618,Wesley Johnson,38,14.1,2.9,2018,4.0,8
10620,Will Barton,43,27.7,8.0,2018,40.0,6
10621,Willie Cauley-Stein,81,27.3,11.8,2018,6.0,3
10622,Willy Hernangomez,58,14.0,11.8,2018,35.0,3
10623,Wilson Chandler,51,23.1,5.6,2018,23.0,11
10627,Zach Collins,77,17.6,8.0,2018,10.0,1
10628,Zach LaVine,63,34.5,12.5,2018,13.0,4
10630,Zaza Pachulia,68,12.9,8.8,2018,42.0,15
10631,Zhaire Smith,6,18.4,5.4,2018,16.0,0
10632,Zhou Qi,1,1.0,33.3,2018,43.0,2
10633,Aaron Gordon,62,32.5,10.4,2019,4.0,5
10634,Aaron Holiday,66,24.5,7.8,2019,23.0,1
10635,Abdel Nader,55,15.8,7.2,2019,58.0,3
10637,Admiral Schofield,33,11.2,3.5,2019,42.0,0
10638,Al Horford,67,30.2,11.2,2019,3.0,12
10639,Al-Farouq Aminu,18,21.1,6.3,2019,8.0,9
10640,Alec Burks,66,26.6,11.9,2019,12.0,8
10641,Alen Smailagic,14,9.9,8.9,2019,39.0,0
10643,Alex Len,55,17.6,11.8,2019,5.0,6
10645,Alize Johnson,17,6.9,9.8,2019,50.0,1
10646,Allen Crabbe,37,17.6,4.3,2019,31.0,6
10650,Andre Drummond,57,33.0,15.3,2019,9.0,7
10651,Andre Iguodala,21,19.9,7.4,2019,9.0,15
10652,Andre Roberson,7,12.4,5.3,2019,26.0,6
10653,Andrew Wiggins,54,34.4,10.4,2019,1.0,5
10654,Anfernee Simons,70,20.7,5.5,2019,24.0,1
10655,Ante Zizic,22,10.0,10.1,2019,23.0,3
10656,Anthony Davis,62,34.4,17.9,2019,1.0,7
10659,Anzejs Pasecniks,27,16.2,5.7,2019,25.0,2
10661,Austin Rivers,68,23.4,6.3,2019,10.0,7
10662,Avery Bradley,49,24.2,5.5,2019,19.0,9
10664,Bam Adebayo,72,33.6,14.7,2019,14.0,2
10665,Ben McLemore,71,22.8,6.6,2019,7.0,6
10666,Ben Simmons,57,35.4,14.2,2019,1.0,3
10667,Bismack Biyombo,53,19.4,9.7,2019,7.0,8
10668,Blake Griffin,18,28.5,8.4,2019,1.0,10
10670,Bobby Portis,66,21.1,10.8,2019,22.0,4
10671,Bogdan Bogdanovic,61,28.9,10.2,2019,27.0,5
10672,Bojan Bogdanovic,63,33.1,10.5,2019,31.0,8
10673,Bol Bol,7,12.4,8.2,2019,44.0,0
10675,Bradley Beal,57,36.0,14.3,2019,3.0,7
10676,Brandon Clarke,58,22.4,13.9,2019,21.0,0
10678,Brandon Ingram,62,33.9,13.0,2019,2.0,3
10679,Brandon Knight,25,18.5,5.2,2019,8.0,8
10681,Brook Lopez,68,26.7,8.8,2019,10.0,11
10682,Bruce Brown,58,28.2,8.3,2019,42.0,1
10683,Bruno Caboclo,30,8.1,8.1,2019,20.0,5
10684,Bruno Fernando,56,12.7,7.9,2019,34.0,0
10686,Buddy Hield,72,30.8,10.4,2019,6.0,3
10687,CJ McCollum,70,36.5,10.3,2019,10.0,6
10688,CJ Miles,10,16.1,4.8,2019,34.0,14
10690,Caleb Swanigan,27,10.7,5.4,2019,26.0,2
10691,Cam Reddish,58,26.7,5.9,2019,10.0,0
10692,Cameron Johnson,57,22.0,8.2,2019,11.0,0
10693,Cameron Payne,8,22.9,10.9,2019,14.0,4
10694,Caris LeVert,45,29.6,11.1,2019,20.0,3
10695,Carmelo Anthony,58,32.8,7.8,2019,3.0,16
10696,Carsen Edwards,37,9.5,5.2,2019,33.0,0
10697,Cedi Osman,65,29.4,6.5,2019,31.0,4
10698,Chandler Hutchison,28,18.8,8.6,2019,22.0,1
10699,Chandler Parsons,5,10.8,3.8,2019,38.0,8
10702,Cheick Diallo,47,10.2,12.3,2019,33.0,3
10703,Chimezie Metu,18,5.8,15.7,2019,49.0,1
10707,Chris Paul,70,31.5,15.3,2019,4.0,14
10710,Clint Capela,39,32.8,14.3,2019,25.0,5
10711,Coby White,65,25.8,8.7,2019,7.0,0
10712,Cody Martin,48,18.8,7.6,2019,36.0,0
10713,Cody Zeller,58,23.1,11.4,2019,4.0,6
10714,Collin Sexton,65,33.0,9.5,2019,8.0,1
10715,Corey Brewer,5,6.5,3.3,2019,7.0,12
10716,Cory Joseph,72,24.4,7.0,2019,29.0,8
10717,Courtney Lee,24,14.4,5.2,2019,22.0,11
10719,D'Angelo Russell,45,32.3,12.5,2019,2.0,4
10720,D.J. Augustin,57,24.9,10.2,2019,9.0,11
10721,D.J. Wilson,37,9.8,7.6,2019,17.0,2
10723,Damian Jones,55,16.1,8.0,2019,30.0,3
10724,Damian Lillard,66,37.5,16.8,2019,6.0,7
10726,Damyean Dotson,48,17.4,7.9,2019,44.0,2
10727,Daniel Gafford,43,14.2,7.6,2019,38.0,0
10729,Danilo Gallinari,62,29.6,13.0,2019,6.0,11
10730,Danny Green,68,24.8,6.5,2019,46.0,10
10731,Dante Exum,35,13.9,7.5,2019,5.0,5
10733,Dario Saric,66,24.7,9.9,2019,12.0,5
10734,Darius Bazley,61,18.5,8.7,2019,23.0,0
10735,Darius Garland,59,30.9,5.7,2019,5.0,0
10738,Davis Bertans,54,29.3,9.4,2019,42.0,8
10739,De'Aaron Fox,51,32.0,12.4,2019,5.0,2
10740,De'Andre Hunter,63,32.0,5.8,2019,4.0,0
10741,De'Anthony Melton,60,19.5,9.3,2019,46.0,1
10742,DeAndre Jordan,56,22.0,16.8,2019,35.0,11
10743,DeAndre' Bembry,43,21.3,6.9,2019,21.0,3
10744,DeMar DeRozan,68,34.1,14.0,2019,9.0,10
10745,DeMarre Carroll,24,12.1,5.9,2019,27.0,10
10747,Deandre Ayton,38,32.5,13.7,2019,1.0,1
10748,Dejounte Murray,66,25.6,11.1,2019,29.0,3
10749,Delon Wright,73,21.5,10.6,2019,20.0,4
10750,Dennis Schroder,65,30.8,12.2,2019,17.0,6
10751,Dennis Smith Jr.,34,15.8,4.9,2019,9.0,2
10752,Denzel Valentine,36,13.6,9.4,2019,14.0,3
10754,Derrick Favors,51,24.4,12.9,2019,3.0,9
10756,Derrick Rose,50,26.0,14.0,2019,1.0,11
10758,Derrick White,68,24.7,10.2,2019,29.0,2
10759,Devin Booker,70,35.9,13.8,2019,13.0,4
10760,Devon Hall,11,7.3,1.5,2019,53.0,1
10762,Devonte' Graham,63,35.1,10.9,2019,34.0,1
10763,Dewan Hernandez,6,4.7,7.3,2019,59.0,0
10765,Dillon Brooks,73,28.9,6.2,2019,45.0,2
10766,Dion Waiters,10,20.7,7.9,2019,4.0,7
10767,Domantas Sabonis,62,34.8,15.6,2019,11.0,3
10768,Donovan Mitchell,69,34.3,12.5,2019,13.0,2
10770,Donte DiVincenzo,66,23.0,10.2,2019,17.0,1
10772,Doug McDermott,69,19.9,9.3,2019,11.0,5
10773,Dragan Bender,16,17.8,7.9,2019,4.0,3
10774,Draymond Green,43,28.4,10.0,2019,35.0,7
10778,Dwayne Bacon,39,17.6,4.9,2019,40.0,2
10779,Dwight Howard,69,18.9,11.4,2019,1.0,15
10780,Dwight Powell,40,26.5,9.4,2019,45.0,5
10781,Dzanan Musa,40,12.2,7.4,2019,29.0,1
10782,E'Twaun Moore,56,18.2,7.4,2019,55.0,8
