name,salary,season_start,season_end,salary_bin
Tim Hardaway Jr ,20025127,2019,2020,near max
Malcolm Brogdon ,20000000,2019,2020,near max
Terry Rozier ,19894737,2019,2020,near max
Aaron Gordon ,19863636,2019,2020,near max
Zach LaVine ,19500000,2019,2020,near max
Kent Bazemore ,19269663,2019,2020,near max
Goran Dragic ,19217900,2019,2020,near max
Jeff Teague ,19000000,2019,2020,near max
Evan Turner ,18606556,2019,2020,above average
Tristan Thompson ,18539130,2019,2020,above average
Draymond Green ,18539130,2019,2020,above average
Gary Harris ,18189286,2019,2020,above average
Myles Turner ,18000000,2019,2020,above average
Julius Randle ,18000000,2019,2020,above average
Derrick Favors ,17650000,2019,2020,above average
Andre Iguodala ,17185185,2019,2020,above average
Evan Fournier ,17150000,2019,2020,above average
Bismack Biyombo ,17000000,2019,2020,above average
Bojan Bogdanovic ,17000000,2019,2020,above average
Clint Capela ,16896552,2019,2020,above average
Gorgui Dieng ,16229213,2019,2020,above average
Ricky Rubio ,16200000,2019,2020,above average
Jonas Valanciunas ,16000000,2019,2020,above average
Brandon Knight ,15643750,2019,2020,above average
Eric Bledsoe ,15625000,2019,2020,above average
Kelly Oubre ,15625000,2019,2020,above average
Dennis Schroeder ,15500000,2019,2020,above average
Ian Mahinmi ,15450051,2019,2020,above average
James Johnson ,15349400,2019,2020,above average
Marcus Morris ,15000000,2019,2020,above average
Bobby Portis ,15000000,2019,2020,above average
Danny Green ,14634147,2019,2020,above average
Rudy Gay ,14500000,2019,2020,above average
Cody Zeller ,14471910,2019,2020,above average
Eric Gordon ,14057730,2019,2020,above average
Mason Plumlee ,14041096,2019,2020,above average
JJ Redick ,13486300,2019,2020,above average
Jordan Clarkson ,13437500,2019,2020,above average
Dewayne Dedmon ,13333334,2019,2020,above average
Solomon Hill ,13290395,2019,2020,above average
Justise Winslow ,13000000,2019,2020,above average
Thaddeus Young ,12900000,2019,2020,above average
Will Barton ,12776786,2019,2020,above average
Courtney Lee ,12759670,2019,2020,above average
Larry Nance Jr ,12727273,2019,2020,above average
Patrick Mills ,12678571,2019,2020,above average
Kelly Olynyk ,12667885,2019,2020,above average
Marcus Smart ,12553571,2019,2020,above average
Terrence Ross ,12500000,2019,2020,above average
Patrick Beverley ,12345680,2019,2020,above average
Trevor Ariza ,12200000,2019,2020,above average
Brook Lopez ,12093024,2019,2020,above average
Jusuf Nurkic ,12000000,2019,2020,above average
Cory Joseph ,12000000,2019,2020,above average
Joe Ingles ,11454546,2019,2020,above average
Tony Snell ,11392857,2019,2020,above average
Robert Covington ,11301219,2019,2020,above average
Meyers Leonard ,11286515,2019,2020,above average
TJ Warren ,11060000,2019,2020,above average
Moe Harkless ,11011234,2019,2020,above average
Andre Roberson ,10740740,2019,2020,average
Spencer Dinwiddie ,10605600,2019,2020,average
Jeremy Lamb ,10500000,2019,2020,average
Dwight Powell ,10259375,2019,2020,average
George Hill ,10133907,2019,2020,average
Josh Richardson ,10116576,2019,2020,average
Norman Powell ,10116576,2019,2020,average
Tyus Jones ,10116000,2019,2020,average
Tomas Satoransky ,10000000,2019,2020,average
DeAndre Jordan ,9881598,2019,2020,average
Zion Williamson ,9757440,2019,2020,average
Markelle Fultz ,9745200,2019,2020,average
John Henson ,9732396,2019,2020,average
Matthew Dellavedova ,9607500,2019,2020,average
Dante Exum ,9600000,2019,2020,average
Deandre Ayton ,9562920,2019,2020,average
Delon Wright ,9473684,2019,2020,average
Jerami Grant ,9346153,2019,2020,average
Fred VanVleet ,9346153,2019,2020,average
Al-Farouq Aminu ,9258000,2019,2020,average
Kyle Anderson ,9073050,2019,2020,average
Taj Gibson ,9000000,2019,2020,average
Ja Morant ,8730240,2019,2020,average
Lonzo Ball ,8719320,2019,2020,average
E'Twaun Moore ,8664928,2019,2020,average
Marvin Bagley ,8556120,2019,2020,average
Bogdan Bogdanovic ,8529386,2019,2020,average
PJ Tucker ,8349039,2019,2020,average
Cristiano Felicio ,8156500,2019,2020,average
Kentavious Caldwell-Pope ,8139282,2019,2020,average
Ben Simmons ,8113929,2019,2020,average
Maxi Kleber ,8000000,2019,2020,average
Louis Williams ,8000000,2019,2020,average
Elfrid Payton ,8000000,2019,2020,average
Wayne Ellington ,8000000,2019,2020,average
Thomas Bryant ,8000000,2019,2020,average
RJ Barrett ,7839960,2019,2020,average
Jayson Tatum ,7830000,2019,2020,average
Jae Crowder ,7815533,2019,2020,average
Luka Doncic ,7683360,2019,2020,average
Joe Harris ,7666667,2019,2020,average
Seth Curry ,7461380,2019,2020,average
DeMarre Carroll ,7339258,2019,2020,average
Langston Galloway ,7333333,2019,2020,average
Doug McDermott ,7333333,2019,2020,average
Derrick Rose ,7317074,2019,2020,average
Brandon Ingram ,7265485,2019,2020,average
Darius Miller ,7250000,2019,2020,average
DJ Augustin ,7250000,2019,2020,average
De'Andre Hunter ,7068360,2019,2020,average
Josh Jackson ,7059480,2019,2020,average
Ersan Ilyasova ,7000000,2019,2020,average
Davis Bertans ,7000000,2019,2020,average
Jaren Jackson Jr ,6927480,2019,2020,average
Nemanja Bjelica ,6825000,2019,2020,average
Jaylen Brown ,6534829,2019,2020,average
Jabari Parker ,6500000,2019,2020,average
Ivica Zubac ,6481482,2019,2020,average
Darius Garland ,6400920,2019,2020,average
De'Aaron Fox ,6392760,2019,2020,average
Trae Young ,6273000,2019,2020,average
Montrezl Harrell ,6000000,2019,2020,average
Ishmael Smith ,6000000,2019,2020,average
Marco Belinelli ,5846154,2019,2020,average
Jarrett Culver ,5813640,2019,2020,average
Jonathan Isaac ,5806440,2019,2020,average
Rodney Hood ,5718000,2019,2020,average
Mo Bamba ,5697600,2019,2020,average
Trey Lyles ,5500000,2019,2020,average
Aron Baynes ,5453280,2019,2020,average
Kris Dunn ,5348007,2019,2020,average
Coby White ,5307120,2019,2020,average
Lauri Markkanen ,5300400,2019,2020,average
Wendell Carter ,5201400,2019,2020,average
Daniel Theis ,5000000,2019,2020,average
Luol Deng ,5000000,2019,2020,average
Jaxson Hayes ,4862040,2019,2020,average
Buddy Hield ,4861207,2019,2020,average
Frank Ntilikina ,4855800,2019,2020,average
Rodney McGruder ,4807693,2019,2020,average
Enes Kanter ,4767000,2019,2020,average
Garrett Temple ,4767000,2019,2020,average
Justin Holiday ,4767000,2019,2020,average
JaMychal Green ,4767000,2019,2020,average
Avery Bradley ,4767000,2019,2020,average
Robin Lopez ,4767000,2019,2020,average
Mike Scott ,4767000,2019,2020,average
Frank Kaminsky ,4767000,2019,2020,average
Richaun Holmes ,4767000,2019,2020,average
Ed Davis ,4767000,2019,2020,average
Collin Sexton ,4764960,2019,2020,average
Rui Hachimura ,4469160,2019,2020,average
Kevon Looney ,4464286,2019,2020,average
Dennis Smith ,4463640,2019,2020,average
Jamal Murray ,4444746,2019,2020,average
Kevin Knox ,4380120,2019,2020,average
Cam Reddish ,4245720,2019,2020,average
Zach Collins ,4240200,2019,2020,average
Mikal Bridges ,4161000,2019,2020,average
Alex Len ,4160000,2019,2020,average
Nicolo Melli ,4102564,2019,2020,average
Cameron Johnson ,4033440,2019,2020,average
Malik Monk ,4028400,2019,2020,average
Dorian Finney-Smith ,4000000,2019,2020,average
JaVale McGee ,4000000,2019,2020,average
Reggie Bullock ,4000000,2019,2020,average
Patrick McCaw ,4000000,2019,2020,average
Shai Gilgeous-Alexander ,3952920,2019,2020,average
PJ Washington ,3831840,2019,2020,average
Luke Kennard ,3827160,2019,2020,average
Miles Bridges ,3755400,2019,2020,average
Jakob Poeltl ,3754885,2019,2020,average
Tyler Herro ,3640200,2019,2020,average
Donovan Mitchell ,3635760,2019,2020,average
Stanley Johnson ,3623000,2019,2020,average
Jake Layman ,3581986,2019,2020,average
Thon Maker ,3569643,2019,2020,average
Jerome Robinson ,3567720,2019,2020,average
Danuel House ,3540000,2019,2020,average
Domantas Sabonis ,3529554,2019,2020,average
Boban Marjanovic ,3500000,2019,2020,average
TJ McConnell ,3500000,2019,2020,average
DeMarcus Cousins ,3500000,2019,2020,average
Taurean Prince ,3481985,2019,2020,average
Dario Saric ,3481985,2019,2020,average
Romeo Langford ,3458400,2019,2020,average
Bam Adebayo ,3454080,2019,2020,average
Michael Porter ,3389400,2019,2020,average
Denzel Valentine ,3377568,2019,2020,average
Juan Hernangomez ,3321029,2019,2020,average
Sekou Doumbouya ,3285120,2019,2020,average
Justin Jackson ,3280920,2019,2020,average
Troy Brown ,3219480,2019,2020,average
Yogi Ferrell ,3150000,2019,2020,average
Zhaire Smith ,3058800,2019,2020,average
Ryan Arcidiacono ,3000000,2019,2020,average
Quinn Cook ,3000000,2019,2020,average
Khem Birch ,3000000,2019,2020,average
Nickeil Alexander-Walker ,2964840,2019,2020,average
DJ Wilson ,2961120,2019,2020,average
Cedi Osman ,2907143,2019,2020,average
Donte DiVincenzo ,2905800,2019,2020,average
Bryn Forbes ,2875000,2019,2020,average
Goga Bitadze ,2816760,2019,2020,average
TJ Leaf ,2813280,2019,2020,average
Lonnie Walker ,2764200,2019,2020,average
Alex Caruso ,2750000,2019,2020,average
Malik Beasley ,2731713,2019,2020,average
Luka Samanic ,2689920,2019,2020,average
John Collins ,2686560,2019,2020,average
Kevin Huerter ,2636280,2019,2020,average
Caris LeVert ,2625717,2019,2020,average
Marko Guduric ,2625000,2019,2020,average
DeAndre Bembry ,2603981,2019,2020,average
Matisse Thybulle ,2582160,2019,2020,below average
Harry Giles ,2578800,2019,2020,below average
Vince Carter ,2564753,2019,2020,below average
Wilson Chandler ,2564753,2019,2020,below average
Jose Juan Barea ,2564753,2019,2020,below average
Thabo Sefolosha ,2564753,2019,2020,below average
Tyson Chandler ,2564753,2019,2020,below average
Dwight Howard ,2564753,2019,2020,below average
Rajon Rondo ,2564753,2019,2020,below average
Jared Dudley ,2564753,2019,2020,below average
Udonis Haslem ,2564753,2019,2020,below average
Kyle Korver ,2564753,2019,2020,below average
Wesley Matthews ,2564753,2019,2020,below average
Josh Okogie ,2530680,2019,2020,below average
Vincent Poirier ,2505793,2019,2020,below average
Rondae Hollis-Jefferson ,2500000,2019,2020,below average
Brandon Clarke ,2478840,2019,2020,below average
Terrance Ferguson ,2475840,2019,2020,below average
Grayson Allen ,2429400,2019,2020,below average
Alfonzo McKinnie ,2391985,2019,2020,below average
Grant Williams ,2379840,2019,2020,below average
Jarrett Allen ,2376840,2019,2020,below average
Pascal Siakam ,2351838,2019,2020,below average
Skal Labissiere ,2338846,2019,2020,below average
Chandler Hutchison ,2332320,2019,2020,below average
Patrick Patterson ,2331593,2019,2020,below average
Dejounte Murray ,2321735,2019,2020,below average
Alec Burks ,2320044,2019,2020,below average
Damian Jones ,2305057,2019,2020,below average
Darius Bazley ,2284800,2019,2020,below average
Ante Zizic ,2281800,2019,2020,below average
OG Anunoby ,2281800,2019,2020,below average
Markieff Morris ,2259887,2019,2020,below average
Luke Kornet ,2250000,2019,2020,below average
Aaron Holiday ,2239200,2019,2020,below average
Ty Jerome ,2193480,2019,2020,below average
Willie Cauley-Stein ,2177483,2019,2020,below average
Kyle O'Quinn ,2174318,2019,2020,below average
Austin Rivers ,2174310,2019,2020,below average
Carmelo Anthony ,2159029,2019,2020,below average
Anfernee Simons ,2149560,2019,2020,below average
Nassir Little ,2105520,2019,2020,below average
Moritz Wagner ,2063520,2019,2020,below average
Dylan Windler ,2035800,2019,2020,below average
Caleb Swanigan ,2033160,2019,2020,below average
Ben McLemore ,2028594,2019,2020,below average
Mike Muscala ,2028594,2019,2020,below average
Michael Carter-Williams ,2028594,2019,2020,below average
Noah Vonleh ,2000000,2019,2020,below average
Torrey Craig ,2000000,2019,2020,below average
Edmond Sumner ,2000000,2019,2020,below average
Landry Shamet ,1995120,2019,2020,below average
Mfiondu Kabengele ,1977000,2019,2020,below average
Kyle Kuzma ,1974600,2019,2020,below average
Jordan Poole ,1964760,2019,2020,below average
Tony Bradley ,1962360,2019,2020,below average
Keldon Johnson ,1950600,2019,2020,below average
Derrick White ,1948080,2019,2020,below average
Robert Williams ,1937520,2019,2020,below average
Josh Hart ,1934160,2019,2020,below average
Jacob Evans ,1925880,2019,2020,below average
Dzanan Musa ,1911600,2019,2020,below average
Omari Spellman ,1897800,2019,2020,below average
Nerlens Noel ,1882867,2019,2020,below average
James Ennis ,1882867,2019,2020,below average
Glenn Robinson III ,1882867,2019,2020,below average
Bruno Caboclo ,1845301,2019,2020,below average
Shabazz Napier ,1845301,2019,2020,below average
JR Smith ,1746470,2019,2020,below average
JaKarr Sampson ,1737145,2019,2020,below average
Raul Neto ,1737145,2019,2020,below average
Mario Hezonja ,1737145,2019,2020,below average
Emmanuel Mudiay ,1737145,2019,2020,below average
Pat Connaughton ,1723050,2019,2020,below average
Jahlil Okafor ,1702486,2019,2020,below average
Rodions Kurucs ,1699236,2019,2020,below average
Cheick Diallo ,1678854,2019,2020,below average
Willy Hernangomez ,1676735,2019,2020,below average
Treveon Graham ,1645357,2019,2020,below average
Christian Wood ,1645357,2019,2020,below average
Derrick Jones ,1645357,2019,2020,below average
Georges Niang ,1645357,2019,2020,below average
Shaquille Harrison ,1620564,2019,2020,below average
Furkan Korkmaz ,1620564,2019,2020,below average
Semi Ojeleye ,1618520,2019,2020,below average
Dwayne Bacon ,1618520,2019,2020,below average
Dillon Brooks ,1618520,2019,2020,below average
Sterling Brown ,1618520,2019,2020,below average
Frank Jackson ,1618520,2019,2020,below average
Damyean Dotson ,1618520,2019,2020,below average
Abdel Nader ,1618520,2019,2020,below average
Wesley Iwundu ,1618520,2019,2020,below average
Royce O'Neale ,1618520,2019,2020,below average
Monte Morris ,1588231,2019,2020,below average
Malcolm Miller ,1588231,2019,2020,below average
Chris Boucher ,1588231,2019,2020,below average
Mitchell Robinson ,1559712,2019,2020,below average
Isaiah Roby ,1500000,2019,2020,below average
Nigel Williams-Goss ,1500000,2019,2020,below average
Brad Wanamaker ,1445697,2019,2020,below average
Thanasis Antetokounmpo ,1445697,2019,2020,below average
Theo Pinson ,1445697,2019,2020,below average
Shake Milton ,1445697,2019,2020,below average
Wenyen Gabriel ,1445697,2019,2020,below average
Devonte Graham ,1416852,2019,2020,below average
Jalen Brunson ,1416852,2019,2020,below average
Keita Bates-Diop ,1416852,2019,2020,below average
Sviatoslav Mykhailiuk ,1416852,2019,2020,below average
Khyri Thomas ,1416852,2019,2020,below average
Bruce Brown ,1416852,2019,2020,below average
Alize Johnson ,1416852,2019,2020,below average
De'Anthony Melton ,1416852,2019,2020,below average
Kendrick Nunn ,1416852,2019,2020,below average
Duncan Robinson ,1416852,2019,2020,below average
Jarred Vanderbilt ,1416852,2019,2020,below average
Kenrich Williams ,1416852,2019,2020,below average
Hamidou Diallo ,1416852,2019,2020,below average
Deonte Burton ,1416852,2019,2020,below average
Melvin Frazier ,1416852,2019,2020,below average
Ryan Broekhoff ,1416852,2019,2020,below average
Jevon Carter ,1416852,2019,2020,below average
Elie Okobo ,1416852,2019,2020,below average
Gary Trent Jr ,1416852,2019,2020,below average
Chimezie Metu ,1416852,2019,2020,below average
Isaac Bonga ,1416852,2019,2020,below average
Bruno Fernando ,1400000,2019,2020,below average
Jaylen Nowell ,1400000,2019,2020,below average
Kevin Porter ,1290960,2019,2020,below average
Jordan McRae ,1254933,2019,2020,below average
Carsen Edwards ,1228026,2019,2020,below average
Cody Martin ,1173310,2019,2020,below average
Gary Payton II ,1052909,2019,2020,below average
Terance Mann ,1000000,2019,2020,below average
Admiral Schofield ,1000000,2019,2020,below average
David Nwaba ,903111,2019,2020,below average
Javonte Green ,898310,2019,2020,below average
Nicolas Claxton ,898310,2019,2020,below average
Jalen McDaniels ,898310,2019,2020,below average
Caleb Martin ,898310,2019,2020,below average
Daniel Gafford ,898310,2019,2020,below average
Vlatko Cancar ,898310,2019,2020,below average
Alen Smailagic ,898310,2019,2020,below average
Eric Paschall ,898310,2019,2020,below average
Talen Horton-Tucker ,898310,2019,2020,below average
KZ Okpala ,898310,2019,2020,below average
Naz Reid ,898310,2019,2020,below average
Ignas Brazdeikis ,898310,2019,2020,below average
Jalen Lecque ,898310,2019,2020,below average
DaQuan Jeffries ,898310,2019,2020,below average
Justin James ,898310,2019,2020,below average
Matt Thomas ,898310,2019,2020,below average
Terence Davis ,898310,2019,2020,below average
Dewan Hernandez ,898310,2019,2020,below average
Miye Oni ,898310,2019,2020,below average
Damion Lee ,842327,2019,2020,below average
Jeff Green ,840427,2019,2020,below average
Timothe Luwawu ,837583,2019,2020,below average
Juwan Morgan ,746054,2019,2020,below average
Gary Clark ,718765,2019,2020,below average
Marvin Williams ,604278,2019,2020,minimum
Michael Kidd-Gilchrist ,595122,2019,2020,minimum
Rayjon Tucker ,578573,2019,2020,minimum
Chris Clemons ,563346,2019,2020,minimum
Brandon Goodwin ,522738,2019,2020,minimum
Reggie Jackson ,512721,2019,2020,minimum
Justin Patton ,483115,2019,2020,minimum
Anzejs Pasecniks ,482144,2019,2020,minimum
Chris Silva ,466918,2019,2020,minimum
Troy Daniels ,458439,2019,2020,minimum
Anthony Tolliver ,434704,2019,2020,minimum
Joakim Noah ,381360,2019,2020,minimum
Dion Waiters ,375385,2019,2020,minimum
Dean Wade ,375000,2019,2020,minimum
Ky Bowman ,350189,2019,2020,minimum
Juan Toscano-Anderson ,350189,2019,2020,minimum
Norvel Pelle ,350189,2019,2020,minimum
Jamal Crawford ,289803,2019,2020,minimum
Jordan Bell ,250000,2019,2020,minimum
Tyler Zeller ,245686,2019,2020,minimum
Trey Burke ,229220,2019,2020,minimum
Jontay Porter ,197933,2019,2020,minimum
Cameron Payne ,196288,2019,2020,minimum
Jerian Grant ,196288,2019,2020,minimum
Dragan Bender ,189700,2019,2020,minimum
Mychal Mulder ,187782,2019,2020,minimum
Tyler Johnson ,183115,2019,2020,minimum
PJ Dozier ,183115,2019,2020,minimum
Sindarius Thornwell ,183115,2019,2020,minimum
Corey Brewer ,183115,2019,2020,minimum
Joe Chealey ,163356,2019,2020,minimum
Jaylen Adams ,163356,2019,2020,minimum
Johnathan Williams ,161245,2019,2020,minimum
Luguentz Dort ,155647,2019,2020,minimum
Oshae Brissett ,129568,2019,2020,minimum
JP Macura ,106181,2019,2020,minimum
Donta Hall ,101504,2019,2020,minimum
Sheldon Mac ,91557,2019,2020,minimum
Chasson Randle ,91557,2019,2020,minimum
Jonah Bolden ,89846,2019,2020,minimum
Derrick Walton ,81678,2019,2020,minimum
Charlie Brown ,79568,2019,2020,minimum
Tacko Fall ,79568,2019,2020,minimum
Tremont Waters ,79568,2019,2020,minimum
Jeremiah Martin ,79568,2019,2020,minimum
Chris Chiozza ,79568,2019,2020,minimum
Raymond Spalding ,79568,2019,2020,minimum
Kobi Simmons ,79568,2019,2020,minimum
Max Strus ,79568,2019,2020,minimum
Adam Mokoka ,79568,2019,2020,minimum
Matt Mooney ,79568,2019,2020,minimum
Josh Reaves ,79568,2019,2020,minimum
Antonius Cleveland ,79568,2019,2020,minimum
Bol Bol ,79568,2019,2020,minimum
Tyler Cook ,79568,2019,2020,minimum
Jordan Bone ,79568,2019,2020,minimum
Louis King ,79568,2019,2020,minimum
Michael Frazier ,79568,2019,2020,minimum
William Howard ,79568,2019,2020,minimum
Naz Long ,79568,2019,2020,minimum
Brian Bowen ,79568,2019,2020,minimum
Johnathan Motley ,79568,2019,2020,minimum
Amir Coffey ,79568,2019,2020,minimum
Devontae Cacok ,79568,2019,2020,minimum
Kostas Antetokounmpo ,79568,2019,2020,minimum
John Konchar ,79568,2019,2020,minimum
Yuta Watanabe ,79568,2019,2020,minimum
Kyle Alexander ,79568,2019,2020,minimum
Gabe Vincent ,79568,2019,2020,minimum
Cam Reynolds ,79568,2019,2020,minimum
Frank Mason ,79568,2019,2020,minimum
Kelan Martin ,79568,2019,2020,minimum
Jordan McLaughlin ,79568,2019,2020,minimum
Zylan Cheatham ,79568,2019,2020,minimum
Josh Gray ,79568,2019,2020,minimum
Kenny Wooten ,79568,2019,2020,minimum
Jared Harper ,79568,2019,2020,minimum
Kevin Hervey ,79568,2019,2020,minimum
Vic Law ,79568,2019,2020,minimum
BJ Johnson ,79568,2019,2020,minimum
Marial Shayok ,79568,2019,2020,minimum
Tariq Owens ,79568,2019,2020,minimum
Moses Brown ,79568,2019,2020,minimum
Jaylen Hoard ,79568,2019,2020,minimum
Kyle Guy ,79568,2019,2020,minimum
Drew Eubanks ,79568,2019,2020,minimum
Quinndary Weatherspoon ,79568,2019,2020,minimum
Paul Watson ,79568,2019,2020,minimum
Jarrell Brantley ,79568,2019,2020,minimum
Justin Wright-Foreman ,79568,2019,2020,minimum
Garrison Mathews ,79568,2019,2020,minimum
Malik Newman ,65978,2019,2020,minimum
Stephen Curry ,43006362,2020,2021,max
Chris Paul ,41358814,2020,2021,max
Russell Westbrook ,41358814,2020,2021,max
James Harden ,41254920,2020,2021,max
John Wall ,41254920,2020,2021,max
Kevin Durant ,40108950,2020,2021,max
LeBron James ,39219566,2020,2021,max
Paul George ,35450412,2020,2021,max
Klay Thompson ,35361360,2020,2021,max
Mike Conley ,34502132,2020,2021,max
Kemba Walker ,34379100,2020,2021,max
Kawhi Leonard ,34379100,2020,2021,max
Jimmy Butler ,34379100,2020,2021,max
Tobias Harris ,34358850,2020,2021,max
Blake Griffin ,33900241,2020,2021,max
Kyrie Irving ,33722850,2020,2021,max
Khris Middleton ,33051724,2020,2021,max
Anthony Davis ,32742000,2020,2021,max
Damian Lillard ,31626953,2020,2021,max
Kevin Love ,31258256,2020,2021,max
Ben Simmons ,30559200,2020,2021,max
Pascal Siakam ,30559200,2020,2021,max
Kyle Lowry ,30500000,2020,2021,max
Steven Adams ,29592695,2020,2021,max
Nikola Jokic ,29542010,2020,2021,max
Andrew Wiggins ,29542010,2020,2021,max
Joel Embiid ,29542010,2020,2021,max
Kristaps Porzingis ,29467800,2020,2021,max
Karl-Anthony Towns ,29467800,2020,2021,max
Devin Booker ,29467800,2020,2021,max
CJ McCollum ,29354152,2020,2021,max
Andre Drummond ,28751774,2020,2021,max
Bradley Beal ,28751774,2020,2021,max
D'Angelo Russell ,28649250,2020,2021,max
Gordon Hayward ,28500000,2020,2021,max
Otto Porter ,28489239,2020,2021,max
DeMar DeRozan ,27739975,2020,2021,max
Giannis Antetokounmpo ,27528088,2020,2021,near max
Rudy Gobert ,27525281,2020,2021,near max
Al Horford ,27500000,2020,2021,near max
Jamal Murray ,27285000,2020,2021,near max
Brandon Ingram ,27285000,2020,2021,near max
Jrue Holiday ,27026011,2020,2021,near max
Nikola Vucevic ,26000000,2020,2021,near max
Jaylen Brown ,25035118,2020,2021,near max
Buddy Hield ,24931817,2020,2021,near max
Draymond Green ,22246956,2020,2021,near max
Harrison Barnes ,22215909,2020,2021,near max
Fred VanVleet ,21250000,2020,2021,near max
Victor Oladipo ,21000000,2020,2021,near max
Malcolm Brogdon ,20700000,2020,2021,near max
Julius Randle ,19845000,2020,2021,near max
Domantas Sabonis ,19800000,2020,2021,near max
Gary Harris ,19610714,2020,2021,near max
Danilo Gallinari ,19500000,2020,2021,near max
Zach LaVine ,19500000,2020,2021,near max
Jerami Grant ,19050000,2020,2021,near max
Tim Hardaway Jr ,18975000,2020,2021,near max
Terry Rozier ,18900000,2020,2021,above average
Aaron Gordon ,18136364,2020,2021,above average
Clint Capela ,18000000,2020,2021,above average
Bogdan Bogdanovic ,18000000,2020,2021,above average
Myles Turner ,18000000,2020,2021,above average
Goran Dragic ,18000000,2020,2021,above average
Bojan Bogdanovic ,17850000,2020,2021,above average
LaMarcus Aldridge ,17628340,2020,2021,above average
Gorgui Dieng ,17587688,2020,2021,above average
Evan Fournier ,17150000,2020,2021,above average
Ricky Rubio ,17000000,2020,2021,above average
Eric Bledsoe ,16875000,2020,2021,above average
Eric Gordon ,16869267,2020,2021,above average
Caris LeVert ,16203704,2020,2021,above average
Joe Harris ,16071429,2020,2021,above average
James Johnson ,16047100,2020,2021,above average
Dennis Schroeder ,15500000,2020,2021,above average
Cody Zeller ,15415730,2020,2021,above average
Danny Green ,15365853,2020,2021,above average
Jonas Valanciunas ,15000000,2020,2021,above average
Andre Iguodala ,15000000,2020,2021,above average
Davis Bertans ,15000000,2020,2021,above average
Marcus Morris ,14883721,2020,2021,above average
Rudy Gay ,14500000,2020,2021,above average
Kelly Oubre ,14375000,2020,2021,above average
Dejounte Murray ,14286000,2020,2021,above average
Will Barton ,13723214,2020,2021,above average
Thaddeus Young ,13545000,2020,2021,above average
Patrick Mills ,13535714,2020,2021,above average
Terrence Ross ,13500000,2020,2021,above average
Malik Beasley ,13425895,2020,2021,above average
Patrick Beverley ,13333333,2020,2021,above average
Christian Wood ,13015874,2020,2021,above average
JJ Redick ,13013700,2020,2021,above average
Justise Winslow ,13000000,2020,2021,above average
Marcus Smart ,12946428,2020,2021,above average
Jusuf Nurkic ,12888889,2020,2021,above average
Kelly Olynyk ,12819650,2020,2021,above average
Trevor Ariza ,12800000,2020,2021,above average
Brook Lopez ,12697675,2020,2021,above average
Dion Waiters ,12650000,2020,2021,above average
Cory Joseph ,12600000,2020,2021,above average
Markelle Fultz ,12288697,2020,2021,above average
Taurean Prince ,12250000,2020,2021,above average
Tony Snell ,12178571,2020,2021,above average
Robert Covington ,12138345,2020,2021,above average
Kentavious Caldwell-Pope ,12073020,2020,2021,above average
TJ Warren ,12000000,2020,2021,above average
Larry Nance Jr ,11709091,2020,2021,above average
Nicolas Batum ,11608231,2020,2021,above average
Jordan Clarkson ,11500000,2020,2021,above average
Spencer Dinwiddie ,11454048,2020,2021,above average
Dillon Brooks ,11400000,2020,2021,above average
Dwight Powell ,11080125,2020,2021,above average
Lonzo Ball ,11003782,2020,2021,above average
Josh Richardson ,10865952,2020,2021,above average
Norman Powell ,10865952,2020,2021,above average
Jeremy Lamb ,10500000,2020,2021,average
DeAndre Jordan ,10375678,2020,2021,average
Joe Ingles ,10363637,2020,2021,average
Zion Williamson ,10245480,2020,2021,average
Paul Millsap ,10100000,2020,2021,average
Rodney Hood ,10047450,2020,2021,average
Deandre Ayton ,10018200,2020,2021,average
Tomas Satoransky ,10000000,2020,2021,average
Jayson Tatum ,9897120,2020,2021,average
Anthony Edwards ,9757440,2020,2021,average
Al-Farouq Aminu ,9720900,2020,2021,average
Dante Exum ,9600000,2020,2021,average
George Hill ,9590602,2020,2021,average
De'Anthony Melton ,9571712,2020,2021,average
Kyle Anderson ,9505100,2020,2021,average
Meyers Leonard ,9400000,2020,2021,average
Tristan Thompson ,9258000,2020,2021,average
Serge Ibaka ,9258000,2020,2021,average
Montrezl Harrell ,9258000,2020,2021,average
Jae Crowder ,9258000,2020,2021,average
Derrick Jones ,9258000,2020,2021,average
Derrick Favors ,9258000,2020,2021,average
Dario Saric ,9250000,2020,2021,average
Ja Morant ,9166800,2020,2021,average
Delon Wright ,9000000,2020,2021,average
Marvin Bagley ,8963640,2020,2021,average
Cedi Osman ,8840580,2020,2021,average
Tyus Jones ,8817143,2020,2021,average
James Wiseman ,8730240,2020,2021,average
Royce O'Neale ,8500000,2020,2021,average
Maxi Kleber ,8475000,2020,2021,average
Thomas Bryant ,8333333,2020,2021,average
RJ Barrett ,8231760,2020,2021,average
Jakob Poeltl ,8101852,2020,2021,average
De'Aaron Fox ,8099627,2020,2021,average
Luka Doncic ,8049360,2020,2021,average
Louis Williams ,8000000,2020,2021,average
Mason Plumlee ,8000000,2020,2021,average
PJ Tucker ,7969537,2020,2021,average
LaMelo Ball ,7839960,2020,2021,average
Seth Curry ,7834449,2020,2021,average
Derrick Rose ,7682926,2020,2021,average
Cristiano Felicio ,7529020,2020,2021,average
Rajon Rondo ,7500000,2020,2021,average
De'Andre Hunter ,7422000,2020,2021,average
Jonathan Isaac ,7362565,2020,2021,average
Doug McDermott ,7333333,2020,2021,average
Robin Lopez ,7300000,2020,2021,average
