name,salary,season_start,season_end,salary_bin
Stephen Curry ,37457154,2018,2019,max
Russell Westbrook ,35665000,2018,2019,max
Chris Paul ,35654150,2018,2019,max
LeBron James ,35654150,2018,2019,max
Kyle Lowry ,32700000,2018,2019,max
Blake Griffin ,31873932,2018,2019,max
Gordon Hayward ,31214295,2018,2019,max
James Harden ,30570000,2018,2019,max
Paul George ,30560700,2018,2019,max
Mike Conley ,30521115,2018,2019,max
Kevin Durant ,30000000,2018,2019,max
Paul Millsap ,29230769,2018,2019,max
Al Horford ,28928710,2018,2019,max
Damian Lillard ,27977689,2018,2019,max
DeMar DeRozan ,27739975,2018,2019,max
Chris Bosh ,26837720,2018,2019,near max
Jrue Holiday ,26641111,2018,2019,near max
Otto Porter ,26011913,2018,2019,near max
CJ McCollum ,25759766,2018,2019,near max
Nikola Jokic ,25467250,2018,2019,near max
Andrew Wiggins ,25467250,2018,2019,near max
Joel Embiid ,25467250,2018,2019,near max
Anthony Davis ,25434263,2018,2019,near max
Andre Drummond ,25434262,2018,2019,near max
Bradley Beal ,25434262,2018,2019,near max
Hassan Whiteside ,24434262,2018,2019,near max
Dwight Howard ,24256725,2018,2019,near max
Giannis Antetokounmpo ,24157304,2018,2019,near max
Steven Adams ,24157304,2018,2019,near max
Kevin Love ,24119025,2018,2019,near max
Marc Gasol ,24119025,2018,2019,near max
Chandler Parsons ,24107258,2018,2019,near max
Harrison Barnes ,24107258,2018,2019,near max
Nicolas Batum ,24000000,2018,2019,near max
Rudy Gobert ,23491573,2018,2019,near max
Kawhi Leonard ,23114066,2018,2019,near max
DeAndre Jordan ,22897200,2018,2019,near max
LaMarcus Aldridge ,22347015,2018,2019,near max
Serge Ibaka ,21666667,2018,2019,near max
Aaron Gordon ,21590909,2018,2019,near max
Danilo Gallinari ,21587579,2018,2019,near max
Victor Oladipo ,21000000,2018,2019,near max
Ryan Anderson ,20421546,2018,2019,near max
Joakim Noah ,20261172,2018,2019,near max
Kyrie Irving ,20099189,2018,2019,near max
Jabari Parker ,20000000,2018,2019,near max
Jimmy Butler ,19841627,2018,2019,near max
Zach LaVine ,19500000,2018,2019,near max
Wesley Matthews ,19360228,2018,2019,near max
Allen Crabbe ,19332500,2018,2019,near max
Enes Kanter ,19264603,2018,2019,near max
Tyler Johnson ,19245370,2018,2019,near max
John Wall ,19169800,2018,2019,near max
George Hill ,19000000,2018,2019,near max
Jeff Teague ,19000000,2018,2019,near max
Klay Thompson ,18988725,2018,2019,near max
Goran Dragic ,18109175,2018,2019,above average
Kent Bazemore ,18089888,2018,2019,above average
Evan Turner ,17868853,2018,2019,above average
Tristan Thompson ,17469565,2018,2019,above average
Draymond Green ,17469565,2018,2019,above average
Tim Hardaway Jr ,17325000,2018,2019,above average
Pau Gasol ,17133285,2018,2019,above average
Reggie Jackson ,17043478,2018,2019,above average
Bismack Biyombo ,17000000,2018,2019,above average
Evan Fournier ,17000000,2018,2019,above average
Derrick Favors ,16900000,2018,2019,above average
Luol Deng ,16747954,2018,2019,above average
Jonas Valanciunas ,16539326,2018,2019,above average
Gary Harris ,16517857,2018,2019,above average
Andre Iguodala ,16000000,2018,2019,above average
Timofey Mozgov ,16000000,2018,2019,above average
Ian Mahinmi ,16000000,2018,2019,above average
Clint Capela ,15793104,2018,2019,above average
Dennis Schroeder ,15500000,2018,2019,above average
DeMarre Carroll ,15400000,2018,2019,above average
Gorgui Dieng ,15170787,2018,2019,above average
Eric Bledsoe ,15000000,2018,2019,above average
Trevor Ariza ,15000000,2018,2019,above average
Tobias Harris ,14800000,2018,2019,above average
Ricky Rubio ,14800000,2018,2019,above average
JR Smith ,14720000,2018,2019,above average
Brandon Knight ,14631250,2018,2019,above average
James Johnson ,14420700,2018,2019,above average
Robin Lopez ,14357750,2018,2019,above average
Kenneth Faried ,14242782,2018,2019,above average
Marvin Williams ,14087500,2018,2019,above average
Taj Gibson ,14000000,2018,2019,above average
Thaddeus Young ,13764045,2018,2019,above average
Tyson Chandler ,13585000,2018,2019,above average
Marcin Gortat ,13565218,2018,2019,above average
Kelly Olynyk ,13537527,2018,2019,above average
Cody Zeller ,13528090,2018,2019,above average
Eric Gordon ,13500375,2018,2019,above average
Austin Rivers ,13155324,2018,2019,above average
Michael Kidd-Gilchrist ,13000000,2018,2019,above average
Khris Middleton ,13000000,2018,2019,above average
Mason Plumlee ,12917808,2018,2019,above average
Wilson Chandler ,12800562,2018,2019,above average
Solomon Hill ,12763467,2018,2019,above average
Nikola Vucevic ,12750000,2018,2019,above average
Dion Waiters ,12705000,2018,2019,above average
Joe Ingles ,12545455,2018,2019,above average
Jeremy Lin ,12516746,2018,2019,above average
Jordan Clarkson ,12500000,2018,2019,above average
Nikola Mirotic ,12500000,2018,2019,above average
Miles Plumlee ,12400000,2018,2019,above average
Tyreke Evans ,12400000,2018,2019,above average
Courtney Lee ,12253780,2018,2019,above average
JJ Redick ,12250000,2018,2019,above average
Kemba Walker ,12000000,2018,2019,above average
Kentavious Caldwell-Pope ,12000000,2018,2019,above average
Avery Bradley ,12000000,2018,2019,above average
Will Barton ,11830358,2018,2019,above average
TJ Warren ,11750000,2018,2019,above average
Zach Randolph ,11692308,2018,2019,above average
Patrick Mills ,11571429,2018,2019,above average
Alec Burks ,11536515,2018,2019,above average
Omer Asik ,11286516,2018,2019,above average
Marcus Smart ,11160716,2018,2019,above average
Jusuf Nurkic ,11111111,2018,2019,above average
Iman Shumpert ,11011234,2018,2019,above average
Moe Harkless ,10837079,2018,2019,average
Tony Snell ,10607143,2018,2019,average
Dante Exum ,10600000,2018,2019,average
Meyers Leonard ,10595506,2018,2019,average
John Henson ,10577466,2018,2019,average
Bojan Bogdanovic ,10500000,2018,2019,average
Mirza Teletovic ,10500000,2018,2019,average
Terrence Ross ,10500000,2018,2019,average
Robert Covington ,10464092,2018,2019,average
Rudy Gay ,10087200,2018,2019,average
Jon Leuer ,10002681,2018,2019,average
Darren Collison ,10000000,2018,2019,average
Andre Roberson ,10000000,2018,2019,average
Danny Green ,10000000,2018,2019,average
Dwight Powell ,9631250,2018,2019,average
Matthew Dellavedova ,9607500,2018,2019,average
Jared Dudley ,9530000,2018,2019,average
Boban Marjanovic ,9490740,2018,2019,average
Josh Richardson ,9367200,2018,2019,average
Norman Powell ,9367200,2018,2019,average
Markieff Morris ,9173294,2018,2019,average
Rajon Rondo ,9000000,2018,2019,average
Bogdan Bogdanovic ,9000000,2018,2019,average
E'Twaun Moore ,8808685,2018,2019,average
Kosta Koufos ,8739500,2018,2019,average
Fred VanVleet ,8653847,2018,2019,average
Wayne Ellington ,8653076,2018,2019,average
Kyle Anderson ,8641000,2018,2019,average
Julius Randle ,8641000,2018,2019,average
Jerryd Bayless ,8575916,2018,2019,average
Cristiano Felicio ,8470980,2018,2019,average
Markelle Fultz ,8339880,2018,2019,average
Joe Harris ,8333333,2018,2019,average
CJ Miles ,8333333,2018,2019,average
Jerami Grant ,8333333,2018,2019,average
Shaun Livingston ,8307692,2018,2019,average
Deandre Ayton ,8175840,2018,2019,average
JaMychal Green ,8066667,2018,2019,average
Louis Williams ,8000000,2018,2019,average
Garrett Temple ,8000000,2018,2019,average
PJ Tucker ,7959537,2018,2019,average
Cory Joseph ,7945000,2018,2019,average
Karl-Anthony Towns ,7839435,2018,2019,average
Kyle Korver ,7560000,2018,2019,average
Darrell Arthur ,7464912,2018,2019,average
Lonzo Ball ,7461960,2018,2019,average
Doug McDermott ,7333334,2018,2019,average
Marvin Bagley ,7314960,2018,2019,average
Jae Crowder ,7305825,2018,2019,average
DJ Augustin ,7250000,2018,2019,average
Lance Thomas ,7119650,2018,2019,average
D'Angelo Russell ,7019698,2018,2019,average
Jeremy Lamb ,7000000,2018,2019,average
Langston Galloway ,7000000,2018,2019,average
Ersan Ilyasova ,7000000,2018,2019,average
Davis Bertans ,7000000,2018,2019,average
Al-Farouq Aminu ,6957105,2018,2019,average
Jayson Tatum ,6700800,2018,2019,average
Luka Doncic ,6569040,2018,2019,average
Mario Hezonja ,6500000,2018,2019,average
Nemanja Bjelica ,6500000,2018,2019,average
Ben Simmons ,6434520,2018,2019,average
Dewayne Dedmon ,6300000,2018,2019,average
Milos Teodosic ,6300000,2018,2019,average
Marco Belinelli ,6153846,2018,2019,average
Wesley Johnson ,6134000,2018,2019,average
Josh Jackson ,6041520,2018,2019,average
Ishmael Smith ,6000000,2018,2019,average
Montrezl Harrell ,6000000,2018,2019,average
Jonathon Simmons ,6000000,2018,2019,average
Jaren Jackson Jr ,5922720,2018,2019,average
Brandon Ingram ,5757120,2018,2019,average
Anthony Tolliver ,5750000,2018,2019,average
Kristaps Porzingis ,5697054,2018,2019,average
Deron Williams ,5474787,2018,2019,average
De'Aaron Fox ,5470920,2018,2019,average
Ben McLemore ,5460000,2018,2019,average
Patrick Patterson ,5451600,2018,2019,average
Jason Smith ,5450000,2018,2019,average
Marcus Morris ,5375000,2018,2019,average
Trae Young ,5363280,2018,2019,average
DeMarcus Cousins ,5337000,2018,2019,average
Josh Smith ,5331729,2018,2019,average
Alexis Ajinca ,5285394,2018,2019,average
Thabo Sefolosha ,5250000,2018,2019,average
Aron Baynes ,5193600,2018,2019,average
Jaylen Brown ,5169960,2018,2019,average
Patrick Beverley ,5027028,2018,2019,average
Tony Parker ,5000000,2018,2019,average
Dirk Nowitzki ,5000000,2018,2019,average
Mike Muscala ,5000000,2018,2019,average
Jonathan Isaac ,4969080,2018,2019,average
Mo Bamba ,4871280,2018,2019,average
Jamal Crawford ,4698113,2018,2019,average
Ron Baker ,4697823,2018,2019,average
Willie Cauley-Stein ,4696874,2018,2019,average
Dragan Bender ,4661280,2018,2019,average
Lauri Markkanen ,4536120,2018,2019,average
Justin Holiday ,4500000,2018,2019,average
Ed Davis ,4449000,2018,2019,average
Kyle O'Quinn ,4449000,2018,2019,average
Lance Stephenson ,4449000,2018,2019,average
Wendell Carter ,4446840,2018,2019,average
Alex Len ,4350000,2018,2019,average
Luc Mbah a Moute ,4320500,2018,2019,average
Mike Scott ,4320500,2018,2019,average
Emmanuel Mudiay ,4294479,2018,2019,average
Kris Dunn ,4221000,2018,2019,average
Frank Ntilikina ,4155720,2018,2019,average
Glenn Robinson III ,4075000,2018,2019,average
Collin Sexton ,4073760,2018,2019,average
Al Jefferson ,4000000,2018,2019,average
Stanley Johnson ,3940401,2018,2019,average
Buddy Hield ,3833760,2018,2019,average
Dennis Smith ,3819960,2018,2019,average
Jodie Meeks ,3774176,2018,2019,average
Kevin Knox ,3744840,2018,2019,average
Jose Juan Barea ,3710850,2018,2019,average
Alex Abrines ,3667645,2018,2019,average
Nenê ,3651480,2018,2019,average
Zach Collins ,3628920,2018,2019,average
Frank Kaminsky ,3627842,2018,2019,average
Mikal Bridges ,3557400,2018,2019,average
Michael Beasley ,3500000,2018,2019,average
Jamal Murray ,3499800,2018,2019,average
Rodney Hood ,3472887,2018,2019,average
Justise Winslow ,3448926,2018,2019,average
Malik Monk ,3447480,2018,2019,average
Cameron Payne ,3440356,2018,2019,average
Brook Lopez ,3382000,2018,2019,average
Allonzo Trier ,3382000,2018,2019,average
Shai Gilgeous-Alexander ,3375360,2018,2019,average
Trey Lyles ,3364249,2018,2019,average
Ekpe Udoh ,3360000,2018,2019,average
Devin Booker ,3314365,2018,2019,average
Myles Turner ,3294994,2018,2019,average
Luke Kennard ,3275280,2018,2019,average
Troy Daniels ,3258539,2018,2019,average
Kelly Oubre ,3208630,2018,2019,average
Miles Bridges ,3206640,2018,2019,average
Marquese Chriss ,3206160,2018,2019,average
Tomas Satoransky ,3129187,2018,2019,average
Bryn Forbes ,3125000,2018,2019,average
Donovan Mitchell ,3111480,2018,2019,average
Terry Rozier ,3050389,2018,2019,average
Jerome Robinson ,3050160,2018,2019,average
Elfrid Payton ,3000000,2018,2019,average
Yogi Ferrell ,3000000,2018,2019,average
Bam Adebayo ,2955840,2018,2019,average
Jakob Poeltl ,2947320,2018,2019,average
Michael Porter ,2894160,2018,2019,average
Andrew Nicholson ,2844429,2018,2019,average
Justin Jackson ,2807880,2018,2019,average
Thon Maker ,2799720,2018,2019,average
Seth Curry ,2795000,2018,2019,average
Cedi Osman ,2775000,2018,2019,average
Sam Dekker ,2760094,2018,2019,average
Troy Brown ,2752680,2018,2019,average
Guerschon Yabusele ,2667600,2018,2019,average
Justin Patton ,2667600,2018,2019,average
Domantas Sabonis ,2659800,2018,2019,average
Jerian Grant ,2639313,2018,2019,average
Zhaire Smith ,2615160,2018,2019,average
Corey Brewer ,2559925,2018,2019,below average
Delon Wright ,2536898,2018,2019,below average
DJ Wilson ,2534280,2018,2019,below average
Taurean Prince ,2526840,2018,2019,below average
Dario Saric ,2526840,2018,2019,below average
Justin Anderson ,2516047,2018,2019,below average
Shelvin Mack ,2512601,2018,2019,below average
Reggie Bullock ,2500000,2018,2019,below average
Manu Ginobili ,2500000,2018,2019,below average
Bobby Portis ,2494346,2018,2019,below average
Dante Cunningham ,2487000,2018,2019,below average
Donte DiVincenzo ,2484360,2018,2019,below average
Rondae Hollis-Jefferson ,2470356,2018,2019,below average
Tyus Jones ,2444052,2018,2019,below average
Jarell Martin ,2416221,2018,2019,below average
Greg Monroe ,2410167,2018,2019,below average
TJ Leaf ,2407560,2018,2019,below average
Georgios Papagiannis ,2400480,2018,2019,below average
Vince Carter ,2393887,2018,2019,below average
Carmelo Anthony ,2393887,2018,2019,below average
Channing Frye ,2393887,2018,2019,below average
Devin Harris ,2393887,2018,2019,below average
Jose Calderon ,2393887,2018,2019,below average
Zaza Pachulia ,2393887,2018,2019,below average
JaVale McGee ,2393887,2018,2019,below average
Udonis Haslem ,2393887,2018,2019,below average
Dwyane Wade ,2393887,2018,2019,below average
Raymond Felton ,2393887,2018,2019,below average
Amir Johnson ,2393887,2018,2019,below average
Jeff Green ,2393887,2018,2019,below average
Lonnie Walker ,2360160,2018,2019,below average
John Collins ,2299080,2018,2019,below average
Denzel Valentine ,2280600,2018,2019,below average
Larry Nance Jr ,2272390,2018,2019,below average
Kevin Huerter ,2250960,2018,2019,below average
Monta Ellis ,2245400,2018,2019,below average
Harry Giles ,2207040,2018,2019,below average
Darius Miller ,2205000,2018,2019,below average
Henry Ellenson ,2199311,2018,2019,below average
Omri Casspi ,2176260,2018,2019,below average
Derrick Rose ,2176260,2018,2019,below average
Juan Hernangomez ,2166360,2018,2019,below average
Jonas Jerebko ,2165481,2018,2019,below average
Quincy Pondexter ,2165481,2018,2019,below average
Josh Okogie ,2163600,2018,2019,below average
Nik Stauskas ,2161886,2018,2019,below average
Terrance Ferguson ,2118840,2018,2019,below average
Raul Neto ,2100000,2018,2019,below average
Salah Mejri ,2098196,2018,2019,below average
Grayson Allen ,2076960,2018,2019,below average
Jarrett Allen ,2034120,2018,2019,below average
Isaiah Thomas ,2029463,2018,2019,below average
Spencer Hawes ,2007058,2018,2019,below average
Torrey Craig ,2000000,2018,2019,below average
Cole Aldrich ,2000000,2018,2019,below average
Chandler Hutchison ,1991520,2018,2019,below average
Ante Zizic ,1952760,2018,2019,below average
OG Anunoby ,1952760,2018,2019,below average
Shabazz Napier ,1942422,2018,2019,below average
Aaron Holiday ,1914480,2018,2019,below average
Timothe Luwawu ,1880268,2018,2019,below average
Tyler Lydon ,1874640,2018,2019,below average
Anfernee Simons ,1837800,2018,2019,below average
Tim Frazier ,1832107,2018,2019,below average
Trey Burke ,1795015,2018,2019,below average
Malik Beasley ,1773840,2018,2019,below average
Moritz Wagner ,1764240,2018,2019,below average
Ian Clark ,1757429,2018,2019,below average
Nerlens Noel ,1757429,2018,2019,below average
Deyonta Davis ,1741503,2018,2019,below average
Furkan Korkmaz ,1740000,2018,2019,below average
Caleb Swanigan ,1740000,2018,2019,below average
Landry Shamet ,1705920,2018,2019,below average
Caris LeVert ,1702800,2018,2019,below average
Rodions Kurucs ,1690000,2018,2019,below average
Jonah Bolden ,1690000,2018,2019,below average
Kyle Kuzma ,1689840,2018,2019,below average
Tony Bradley ,1679520,2018,2019,below average
Derrick White ,1667160,2018,2019,below average
Kyle Singler ,1665333,2018,2019,below average
Robert Williams ,1656600,2018,2019,below average
Spencer Dinwiddie ,1656092,2018,2019,below average
MarShon Brooks ,1656092,2018,2019,below average
Josh Hart ,1655160,2018,2019,below average
Jacob Evans ,1646400,2018,2019,below average
Pat Connaughton ,1641000,2018,2019,below average
DeAndre Bembry ,1634640,2018,2019,below average
Dzanan Musa ,1634400,2018,2019,below average
Omari Spellman ,1622520,2018,2019,below average
Noah Vonleh ,1621415,2018,2019,below average
James Ennis ,1621415,2018,2019,below average
Luke Kornet ,1619260,2018,2019,below average
TJ McConnell ,1600520,2018,2019,below average
Richaun Holmes ,1600520,2018,2019,below average
Malachi Richardson ,1569360,2018,2019,below average
Kevon Looney ,1567007,2018,2019,below average
Jahlil Okafor ,1567007,2018,2019,below average
Wayne Selden ,1544951,2018,2019,below average
Dorian Finney-Smith ,1544951,2018,2019,below average
Damian Jones ,1544951,2018,2019,below average
Quinn Cook ,1544951,2018,2019,below average
Wade Baldwin ,1544951,2018,2019,below average
Ivica Zubac ,1544951,2018,2019,below average
Rodney McGruder ,1544951,2018,2019,below average
Malcolm Brogdon ,1544951,2018,2019,below average
Cheick Diallo ,1544951,2018,2019,below average
Jake Layman ,1544951,2018,2019,below average
Skal Labissiere ,1544951,2018,2019,below average
Dejounte Murray ,1544951,2018,2019,below average
Pascal Siakam ,1544951,2018,2019,below average
Treveon Graham ,1512601,2018,2019,below average
David Nwaba ,1512601,2018,2019,below average
Gerald Green ,1512601,2018,2019,below average
Derrick Jones ,1512601,2018,2019,below average
Christian Wood ,1512601,2018,2019,below average
Georges Niang ,1512601,2018,2019,below average
Willy Hernangomez ,1496500,2018,2019,below average
Sviatoslav Mykhailiuk ,1487694,2018,2019,below average
Mitchell Robinson ,1485440,2018,2019,below average
Michael Carter-Williams ,1468082,2018,2019,below average
Jawun Evans ,1455492,2018,2019,below average
Semi Ojeleye ,1378242,2018,2019,below average
Daniel Theis ,1378242,2018,2019,below average
Dwayne Bacon ,1378242,2018,2019,below average
Maxi Kleber ,1378242,2018,2019,below average
Jordan Bell ,1378242,2018,2019,below average
Zhou Qi ,1378242,2018,2019,below average
Sindarius Thornwell ,1378242,2018,2019,below average
Rade Zagorac ,1378242,2018,2019,below average
Dillon Brooks ,1378242,2018,2019,below average
Ivan Rabb ,1378242,2018,2019,below average
Tyler Dorsey ,1378242,2018,2019,below average
Sterling Brown ,1378242,2018,2019,below average
Frank Jackson ,1378242,2018,2019,below average
Damyean Dotson ,1378242,2018,2019,below average
Abdel Nader ,1378242,2018,2019,below average
Wesley Iwundu ,1378242,2018,2019,below average
Khem Birch ,1378242,2018,2019,below average
Frank Mason ,1378242,2018,2019,below average
Royce O'Neale ,1378242,2018,2019,below average
Thomas Bryant ,1378242,2018,2019,below average
Daniel Hamilton ,1349383,2018,2019,below average
Jabari Bird ,1349383,2018,2019,below average
Antonio Blakeney ,1349383,2018,2019,below average
Ryan Arcidiacono ,1349383,2018,2019,below average
Monte Morris ,1349383,2018,2019,below average
Alfonzo McKinnie ,1349383,2018,2019,below average
Ike Anigbogu ,1349383,2018,2019,below average
Tyrone Wallace ,1349383,2018,2019,below average
Shaquille Harrison ,1325531,2018,2019,below average
Elie Okobo ,1238464,2018,2019,below average
Jalen Brunson ,1230000,2018,2019,below average
Melvin Frazier ,1050000,2018,2019,below average
Raymond Spalding ,1023210,2018,2019,below average
Isaac Bonga ,1000000,2018,2019,below average
Justin Hamilton ,1000000,2018,2019,below average
Devonte Graham ,988464,2018,2019,below average
Chasson Randle ,975824,2018,2019,below average
Patrick McCaw ,964104,2018,2019,below average
De'Anthony Melton ,949000,2018,2019,below average
Jason Thompson ,893333,2018,2019,below average
Brad Wanamaker ,838464,2018,2019,below average
Ryan Broekhoff ,838464,2018,2019,below average
Jarred Vanderbilt ,838464,2018,2019,below average
Bruce Brown ,838464,2018,2019,below average
Khyri Thomas ,838464,2018,2019,below average
Isaiah Hartenstein ,838464,2018,2019,below average
Alize Johnson ,838464,2018,2019,below average
Jevon Carter ,838464,2018,2019,below average
Keita Bates-Diop ,838464,2018,2019,below average
Kenrich Williams ,838464,2018,2019,below average
Hamidou Diallo ,838464,2018,2019,below average
Isaiah Briscoe ,838464,2018,2019,below average
Gary Trent Jr ,838464,2018,2019,below average
Chimezie Metu ,838464,2018,2019,below average
Lorenzo Brown ,800000,2018,2019,below average
Davon Reed ,752250,2018,2019,below average
Isaiah Canaan ,744671,2018,2019,below average
Isaiah Whitehead ,726390,2018,2019,below average
Bruno Caboclo ,705361,2018,2019,minimum
Gary Clark ,674122,2018,2019,minimum
James Nunnally ,663255,2018,2019,minimum
Kalin Lucas ,648008,2018,2019,minimum
John Jenkins ,585809,2018,2019,minimum
Deonte Burton ,500000,2018,2019,minimum
Andrew Bogut ,486892,2018,2019,minimum
Dakari Johnson ,459414,2018,2019,minimum
Chris Boucher ,457418,2018,2019,minimum
Malcolm Miller ,457418,2018,2019,minimum
Edmond Sumner ,449794,2018,2019,minimum
Yante Maten ,385000,2018,2019,minimum
Andrew Harrison ,354500,2018,2019,minimum
Eric Moreland ,309859,2018,2019,minimum
Nick Young ,284020,2018,2019,minimum
Danuel House ,247827,2018,2019,minimum
Okaro White ,247827,2018,2019,minimum
Jaylen Adams ,236854,2018,2019,minimum
Ben Moore ,222099,2018,2019,minimum
Tyler Zeller ,213948,2018,2019,minimum
Quincy Acy ,213948,2018,2019,minimum
Terrence Jones ,198579,2018,2019,minimum
Jimmer Fredette ,198579,2018,2019,minimum
Dairis Bertans ,194220,2018,2019,minimum
Walter Lemon Jr ,176250,2018,2019,minimum
Demetrius Jackson ,170107,2018,2019,minimum
BJ Johnson ,142111,2018,2019,minimum
Chris Chiozza ,137374,2018,2019,minimum
Johnathan Williams ,127250,2018,2019,minimum
Cam Reynolds ,108953,2018,2019,minimum
Donatas Motiejunas ,99289,2018,2019,minimum
Emanuel Terry ,94740,2018,2019,minimum
Justin Bibbs ,92159,2018,2019,minimum
JaKarr Sampson ,85457,2018,2019,minimum
Gary Payton II ,85457,2018,2019,minimum
Alex Poythress ,77250,2018,2019,minimum
PJ Dozier ,77250,2018,2019,minimum
RJ Hunter ,77250,2018,2019,minimum
Theo Pinson ,77250,2018,2019,minimum
Alan Williams ,77250,2018,2019,minimum
JP Macura ,77250,2018,2019,minimum
Joe Chealey ,77250,2018,2019,minimum
Rawle Alkins ,77250,2018,2019,minimum
Tyler Ulis ,77250,2018,2019,minimum
Brandon Sampson ,77250,2018,2019,minimum
John Holland ,77250,2018,2019,minimum
Billy Preston ,77250,2018,2019,minimum
Jaron Blossomgame ,77250,2018,2019,minimum
Jalen Jones ,77250,2018,2019,minimum
Deng Adel ,77250,2018,2019,minimum
Kostas Antetokounmpo ,77250,2018,2019,minimum
Daryl Macon ,77250,2018,2019,minimum
Thomas Welsh ,77250,2018,2019,minimum
DeVaughn Akoon-Purcell ,77250,2018,2019,minimum
Archie Goodwin ,77250,2018,2019,minimum
Keenan Evans ,77250,2018,2019,minimum
Zach Lofton ,77250,2018,2019,minimum
Damion Lee ,77250,2018,2019,minimum
Marcus Derrickson ,77250,2018,2019,minimum
Vincent Edwards ,77250,2018,2019,minimum
Trevon Duval ,77250,2018,2019,minimum
Angel Delgado ,77250,2018,2019,minimum
Johnathan Motley ,77250,2018,2019,minimum
Alex Caruso ,77250,2018,2019,minimum
Yuta Watanabe ,77250,2018,2019,minimum
DJ Stephens ,77250,2018,2019,minimum
Jarnell Stokes ,77250,2018,2019,minimum
Julian Washburn ,77250,2018,2019,minimum
Duncan Robinson ,77250,2018,2019,minimum
Jaylen Morris ,77250,2018,2019,minimum
Bonzie Colson ,77250,2018,2019,minimum
Jared Terrell ,77250,2018,2019,minimum
CJ Williams ,77250,2018,2019,minimum
Trevon Bluiett ,77250,2018,2019,minimum
Isaiah Hicks ,77250,2018,2019,minimum
Kadeem Allen ,77250,2018,2019,minimum
Tyler Davis ,77250,2018,2019,minimum
Donte Grantham ,77250,2018,2019,minimum
Troy Caupain ,77250,2018,2019,minimum
Amile Jefferson ,77250,2018,2019,minimum
Shake Milton ,77250,2018,2019,minimum
Haywood Highsmith ,77250,2018,2019,minimum
George King ,77250,2018,2019,minimum
Troy Williams ,77250,2018,2019,minimum
Drew Eubanks ,77250,2018,2019,minimum
Jordan Loyd ,77250,2018,2019,minimum
Naz Long ,77250,2018,2019,minimum
Tyler Cavanaugh ,77250,2018,2019,minimum
Devin Robinson ,77250,2018,2019,minimum
Jordan McRae ,77250,2018,2019,minimum
Jonathan Gibson ,76236,2018,2019,minimum
Kobi Simmons ,76236,2018,2019,minimum
Andre Ingram ,76236,2018,2019,minimum
Scott Machado ,76236,2018,2019,minimum
Charles Cooke ,76236,2018,2019,minimum
Scotty Hopson ,76236,2018,2019,minimum
Wenyen Gabriel ,75000,2018,2019,minimum
Billy Garrett ,67370,2018,2019,minimum
Brandon Goodwin ,56845,2018,2019,minimum
Mitch Creek ,56845,2018,2019,minimum
Jemerrio Jones ,52170,2018,2019,minimum
Jordan Sibert ,47370,2018,2019,minimum
Isaac Humphries ,47370,2018,2019,minimum
Mitchell Creek ,47370,2018,2019,minimum
Tahjere McCall ,47370,2018,2019,minimum
Michael Frazier ,47370,2018,2019,minimum
Stephan Hicks ,47370,2018,2019,minimum
Dusty Hannahs ,47370,2018,2019,minimum
Kendrick Nunn ,47370,2018,2019,minimum
Richard Solomon ,47370,2018,2019,minimum
Cody Demps ,47370,2018,2019,minimum
Tarik Phillip ,47370,2018,2019,minimum
Stephen Curry ,40231758,2019,2020,max
Russell Westbrook ,38506482,2019,2020,max
Chris Paul ,38506482,2019,2020,max
James Harden ,38199000,2019,2020,max
John Wall ,38199000,2019,2020,max
LeBron James ,37436858,2019,2020,max
Kevin Durant ,37199000,2019,2020,max
Blake Griffin ,34449964,2019,2020,max
Kyle Lowry ,33296296,2019,2020,max
Paul George ,33005556,2019,2020,max
Kemba Walker ,32742000,2019,2020,max
Klay Thompson ,32742000,2019,2020,max
Kawhi Leonard ,32742000,2019,2020,max
Jimmy Butler ,32742000,2019,2020,max
Tobias Harris ,32742000,2019,2020,max
Gordon Hayward ,32700690,2019,2020,max
Mike Conley ,32511623,2019,2020,max
Kyrie Irving ,31742000,2019,2020,max
Khris Middleton ,30603448,2019,2020,max
Paul Millsap ,30350000,2019,2020,max
Damian Lillard ,29802321,2019,2020,max
Kevin Love ,28942830,2019,2020,max
Nikola Vucevic ,28000000,2019,2020,max
Al Horford ,28000000,2019,2020,max
DeMar DeRozan ,27739975,2019,2020,max
CJ McCollum ,27556959,2019,2020,near max
Nikola Jokic ,27504630,2019,2020,near max
Andrew Wiggins ,27504630,2019,2020,near max
Joel Embiid ,27504630,2019,2020,near max
Kristaps Porzingis ,27285000,2019,2020,near max
D'Angelo Russell ,27285000,2019,2020,near max
Karl-Anthony Towns ,27285000,2019,2020,near max
Devin Booker ,27285000,2019,2020,near max
Otto Porter ,27250576,2019,2020,near max
Anthony Davis ,27093019,2019,2020,near max
Andre Drummond ,27093018,2019,2020,near max
Hassan Whiteside ,27093018,2019,2020,near max
Bradley Beal ,27093018,2019,2020,near max
Jrue Holiday ,26131111,2019,2020,near max
LaMarcus Aldridge ,26000000,2019,2020,near max
Giannis Antetokounmpo ,25842697,2019,2020,near max
Steven Adams ,25842697,2019,2020,near max
Marc Gasol ,25595700,2019,2020,near max
Nicolas Batum ,25565217,2019,2020,near max
Rudy Gobert ,25258427,2019,2020,near max
Chandler Parsons ,25102512,2019,2020,near max
Harrison Barnes ,24147727,2019,2020,near max
Serge Ibaka ,23271604,2019,2020,near max
Danilo Gallinari ,22615559,2019,2020,near max
Victor Oladipo ,21000000,2019,2020,near max
