,x,y,norm_sal,norm_pie,Year
264,1.0,5,0.4670524547321262,0.48205128205128206,1996
267,24.0,4,0.6533507560201606,0.7025641025641025,1996
268,36.0,1,0.029960798954638792,0.3435897435897436,1996
269,23.0,4,0.1026694045174538,0.358974358974359,1996
270,10.0,3,0.16007093522493934,0.3794871794871795,1996
272,39.0,4,0.023100616016427104,0.4666666666666667,1996
274,24.0,1,0.059641590442411796,0.17435897435897435,1996
275,7.0,0,0.13813701698711967,0.36923076923076925,1996
277,30.0,1,0.023100616016427104,-0.07692307692307693,1996
279,7.0,5,0.2604069441851783,0.4256410256410257,1996
280,28.0,3,0.11200298674631323,0.3435897435897436,1996
282,44.0,0,0.02053388090349076,0.3333333333333333,1996
283,14.0,4,0.16165764420384543,0.4307692307692308,1996
284,46.0,0,0.02053388090349076,0.3435897435897436,1996
285,2.0,0,0.22717939145043867,0.5487179487179487,1996
289,48.0,1,0.023100616016427104,0.39487179487179486,1996
290,31.0,0,0.023053948105282808,0.3641025641025641,1996
296,25.0,0,0.03742766473772634,0.3435897435897436,1996
299,50.0,4,0.023100616016427104,0.2153846153846154,1996
300,42.0,4,0.1457905544147844,0.441025641025641,1996
306,21.0,1,0.06748179951465372,0.558974358974359,1996
309,35.0,2,0.14653724099309315,0.5179487179487179,1996
313,24.0,2,0.09706925518013813,0.4666666666666667,1996
320,37.0,3,0.1773380623483293,0.6102564102564103,1996
322,22.0,4,0.023100616016427104,0.42051282051282046,1996
323,30.0,0,0.023100616016427104,0.3333333333333333,1996
325,29.0,4,0.1866716445771887,0.5025641025641026,1996
326,43.0,-12,0.2800074668657831,0.8923076923076922,1996
328,27.0,5,0.06533507560201605,0.48717948717948717,1996
330,41.0,4,0.14756393503826767,0.4307692307692308,1996
331,28.0,0,0.05114803061414971,0.2717948717948718,1996
333,19.0,1,0.07317528467425798,0.13333333333333333,1996
334,31.0,5,0.12133656897517267,0.38974358974358975,1996
335,42.0,0,0.02053388090349076,0.28205128205128205,1996
336,4.0,1,0.19227179391450439,0.6410256410256411,1996
337,5.0,0,0.16660444278514094,0.45641025641025645,1996
339,56.0,0,0.02053388090349076,0.2717948717948718,1996
345,16.0,3,0.11526974052641403,0.4717948717948718,1996
347,24.0,5,0.16333768900504014,0.5179487179487179,1996
351,11.0,4,0.1589509053574762,0.4256410256410257,1996
354,46.0,4,0.015493746499906664,0.0,1996
356,9.0,3,0.21280567481799514,0.4461538461538461,1996
359,22.0,0,0.061974985999626656,0.35384615384615387,1996
362,24.0,3,0.11526974052641403,0.6205128205128205,1996
366,9.0,0,0.11629643457158857,0.3794871794871795,1996
368,43.0,4,0.17659137577002054,0.37435897435897436,1996
370,20.0,3,0.11526974052641403,0.3076923076923077,1996
374,30.0,4,0.11200298674631323,0.39487179487179486,1996
376,54.0,0,0.02053388090349076,0.3487179487179487,1996
378,1.0,4,1.0,0.9435897435897436,1996
379,3.0,0,0.20403210752286727,0.5692307692307692,1996
380,6.0,2,0.28934104909464253,0.10256410256410256,1996
381,2.0,3,0.4788127683404891,0.5333333333333333,1996
383,8.0,1,0.13225686018293822,0.3794871794871795,1996
384,43.0,2,0.028000746686578308,0.523076923076923,1996
386,9.0,5,0.23147283927571402,0.38461538461538464,1996
388,23.0,5,0.30334142243793166,0.5435897435897435,1996
390,4.0,0,0.1789247713272354,0.5487179487179487,1996
391,38.0,0,0.02053388090349076,0.24102564102564103,1996
393,15.0,0,0.08549561321635243,0.35384615384615387,1996
398,11.0,5,0.12245659884263581,0.8153846153846154,1996
400,13.0,3,0.17780474145977226,0.4307692307692308,1996
403,18.0,1,0.07662871009893597,0.38461538461538464,1996
407,8.0,4,0.2720739219712526,0.4358974358974359,1996
408,11.0,0,0.10500280007466865,0.23076923076923078,1996
410,6.0,4,0.4666791114429718,0.717948717948718,1996
413,16.0,0,0.0812021653910771,0.47692307692307695,1996
414,19.0,2,0.10453612096322569,0.020512820512820513,1996
418,18.0,4,0.15867089789061042,0.48205128205128206,1996
419,23.0,1,0.062161657644203845,0.48717948717948717,1996
420,29.0,0,0.02053388090349076,0.4256410256410257,1996
423,47.0,1,0.023100616016427104,0.4717948717948718,1996
425,8.0,3,0.3514093709165578,0.6871794871794872,1996
428,12.0,0,0.09968265820421877,0.21025641025641023,1996
430,46.0,2,0.023100616016427104,0.523076923076923,1996
431,7.0,4,0.023100616016427104,0.46153846153846156,1996
432,19.0,0,0.07000186671644577,0.046153846153846156,1996
434,23.0,2,0.09706925518013813,0.5333333333333333,1996
439,14.0,2,0.13515027067388463,0.08717948717948718,1996
440,51.0,5,0.07466865783087549,0.3794871794871795,1996
441,20.0,1,0.040390243902439026,0.34500000000000003,1997
442,51.0,6,0.046341463414634146,0.1125,1997
443,14.0,3,0.07573170731707317,-0.042499999999999996,1997
448,23.0,3,0.17073170731707318,0.2925,1997
449,19.0,1,0.04207609756097561,0.16999999999999998,1997
450,7.0,5,0.18292682926829268,0.205,1997
451,46.0,3,0.11534619512195123,0.21749999999999997,1997
453,12.0,1,0.059929756097560974,0.2125,1997
456,8.0,4,0.1982620975609756,0.305,1997
458,47.0,2,0.01951219512195122,0.2975,1997
463,29.0,1,0.0975609756097561,0.1975,1997
464,23.0,2,0.03668292682926829,0.2625,1997
465,18.0,5,0.09951219512195122,0.275,1997
466,9.0,0,0.06631024390243903,0.27749999999999997,1997
470,19.0,3,0.06487804878048781,0.0775,1997
471,16.0,1,0.04881365853658537,0.22999999999999998,1997
472,5.0,0,0.09496975609756098,0.1925,1997
475,6.0,5,0.2682926829268293,0.375,1997
477,11.0,1,0.06308487804878049,0.205,1997
478,8.0,5,0.013280487804878048,0.1125,1997
479,7.0,0,0.07874341463414634,0.225,1997
483,1.0,0,0.14477268292682927,0.4375,1997
485,18.0,2,0.04527219512195122,0.24,1997
488,13.0,4,0.024390243902439025,0.17250000000000001,1997
491,11.0,6,0.07168,0.3625,1997
492,11.0,0,0.05984780487804878,0.1325,1997
495,15.0,1,0.05138341463414634,0.2875,1997
498,4.0,1,0.11055219512195122,0.27,1997
500,23.0,6,0.18292682926829268,0.16499999999999998,1997
501,9.0,6,0.13658536585365855,0.145,1997
505,43.0,3,0.024390243902439025,0.1525,1997
506,8.0,2,0.07815219512195122,0.18,1997
508,2.0,4,0.2897560975609756,0.2725,1997
509,6.0,3,0.17073170731707318,0.1575,1997
511,1.0,5,0.6271777073170731,0.4625,1997
512,54.0,1,0.05853658536585366,0.27999999999999997,1997
513,30.0,5,0.0702439024390244,0.1875,1997
518,20.0,4,0.06975609756097562,0.2475,1997
520,19.0,0,0.039910243902439024,0.195,1997
521,9.0,1,0.06990439024390244,0.2475,1997
525,24.0,4,0.12195121951219512,0.34249999999999997,1997
527,22.0,1,0.03722341463414634,-0.0075,1997
529,6.0,0,0.08625951219512196,0.22749999999999998,1997
531,24.0,0,0.02711707317073171,0.0675,1997
532,9.0,4,0.12878048780487805,0.2225,1997
535,11.0,5,0.2926829268292683,0.24,1997
539,24.0,6,0.04878048780487805,0.20249999999999999,1997
541,16.0,4,0.06975609756097562,0.20249999999999999,1997
547,56.0,1,0.013280487804878048,0.0675,1997
548,5.0,1,0.10011512195121951,0.2725,1997
549,4.0,2,0.11361365853658537,0.2575,1997
550,42.0,1,0.01593658536585366,0.065,1997
551,31.0,6,0.06146341463414634,0.1625,1997
552,28.0,1,0.03073170731707317,0.145,1997
553,41.0,5,0.09202624390243902,0.215,1997
556,27.0,6,0.03414634146341464,0.21000000000000002,1997
558,43.0,-11,1.0,0.4375,1997
559,29.0,5,0.1875512195121951,0.2625,1997
561,30.0,1,0.01593658536585366,0.21000000000000002,1997
564,37.0,4,0.09268292682926829,0.3225,1997
569,24.0,3,0.06024390243902439,0.16999999999999998,1997
574,35.0,3,0.09365853658536585,0.22999999999999998,1997
577,21.0,2,0.03984585365853659,0.3175,1997
580,14.0,0,0.05130731707317073,0.2225,1997
582,42.0,5,0.06839024390243903,0.3225,1997
585,25.0,1,0.03293268292682927,0.185,1997
586,33.0,0,0.011804878048780488,0.29,1997
590,52.0,1,0.011804878048780488,-0.0325,1997
593,48.0,2,0.01593658536585366,0.17250000000000001,1997
596,27.0,2,0.03073170731707317,0.2975,1997
597,2.0,1,0.13654829268292684,0.21000000000000002,1997
598,14.0,5,0.05609756097560976,0.2325,1997
599,44.0,1,0.013280487804878048,0.11000000000000001,1997
601,28.0,4,0.0702439024390244,0.1275,1997
602,7.0,6,0.1553609756097561,0.22749999999999998,1997
605,7.0,1,0.08301073170731707,0.24,1997
608,10.0,4,0.08536585365853659,0.1975,1997
609,23.0,5,0.06439024390243903,0.1525,1997
613,24.0,5,0.37902439024390244,0.24500000000000002,1997
615,1.0,6,0.41271775609756095,0.26,1997
616,7.0,3,0.14146341463414633,0.29,1997
617,5.0,5,0.17804878048780487,0.25,1997
618,10.0,2,0.0682419512195122,0.045,1997
619,13.0,1,0.05693853658536585,0.29,1997
621,12.0,3,0.09034146341463414,0.195,1997
626,5.0,2,0.10288390243902439,0.365,1997
628,8.0,1,0.07605073170731708,0.28250000000000003,1997
629,2.0,6,0.24439024390243902,0.26749999999999996,1997
631,15.0,0,0.04874341463414634,0.1875,1997
632,2.0,0,0.12952975609756098,0.2375,1997
634,28.0,0,0.029151219512195122,0.1525,1997
636,35.0,0,0.011804878048780488,0.22749999999999998,1997
638,5.0,3,0.5487804878048781,0.255,1997
640,21.0,5,0.013292682926829268,0.21000000000000002,1997
641,17.0,0,0.04399414634146342,-0.034999999999999996,1997
643,18.0,1,0.04405463414634146,0.2125,1997
644,25.0,0,0.031240975609756097,0.1025,1997
650,1.0,2,0.1543980487804878,0.22000000000000003,1997
653,39.0,6,0.013280487804878048,1.0,1997
654,32.0,3,0.17560975609756097,0.06999999999999999,1997
655,4.0,5,0.22439024390243903,0.2325,1997
656,3.0,2,0.12601756097560976,0.2475,1997
657,26.0,1,0.031843902439024394,0.27,1997
659,17.0,1,0.04637268292682927,0.1925,1997
660,38.0,0,0.014634146341463415,0.15,1997
661,53.0,1,0.011804878048780488,0.1625,1997
665,41.0,0,0.011817073170731707,0.3175,1997
666,2.0,3,0.2547967317073171,0.335,1997
667,20.0,2,0.04150829268292683,0.2225,1997
669,48.0,1,0.013280487804878048,0.17250000000000001,1997
670,21.0,4,0.07317073170731707,0.175,1997
671,32.0,0,0.011804878048780488,0.1375,1997
672,36.0,0,0.011804878048780488,0.145,1997
673,4.0,4,0.21626019512195122,0.24,1997
674,13.0,3,0.09036585365853658,0.27749999999999997,1997
675,27.0,0,0.02933268292682927,0.10500000000000001,1997
679,5.0,4,0.20536585365853657,0.2575,1997
681,20.0,5,0.02621951219512195,0.20249999999999999,1997
682,30.0,3,0.06048780487804878,0.255,1997
692,28.0,2,0.03158048780487805,0.185,1997
693,25.0,3,0.10536585365853658,0.19,1997
694,17.0,4,0.07512195121951219,0.0325,1997
696,12.0,6,0.013280487804878048,0.3025,1997
699,3.0,3,0.28536585365853656,0.41,1997
700,45.0,0,0.011817073170731707,0.0925,1997
701,1.0,3,0.26878048780487807,0.29,1997
702,35.0,-16,0.2293658536585366,0.28250000000000003,1997
705,22.0,2,0.03825365853658537,0.125,1997
707,12.0,4,0.10317073170731707,0.2925,1997
708,11.0,2,0.06482970731707317,0.275,1997
711,52.0,2,0.017385365853658536,0.225,1997
714,23.0,4,0.11127453658536586,0.2375,1997
716,10.0,1,0.07214048780487804,0.21749999999999997,1997
717,14.0,2,0.05558634146341464,0.22999999999999998,1997
718,46.0,0,0.011804878048780488,0.12,1997
719,43.0,2,0.034453658536585365,0.2,1997
721,15.0,3,0.0774390243902439,0.2475,1997
722,21.0,6,0.013280487804878048,0.2875,1997
723,9.0,3,0.07414634146341463,0.09,1997
725,37.0,6,0.0975609756097561,0.205,1997
728,10.0,3,0.0975609756097561,0.29500000000000004,1997
730,35.0,4,0.013292682926829268,0.025,1997
731,22.0,0,0.035309268292682924,0.14750000000000002,1997
736,40.0,6,0.01593658536585366,0.0725,1997
737,17.0,5,0.09818375609756097,0.2625,1997
738,4.0,3,0.19463414634146342,0.26749999999999996,1997
739,37.0,3,0.02926829268292683,-1.5,1997
740,21.0,1,0.03877463414634146,-0.0075,1997
743,58.0,2,0.04878048780487805,0.1125,1997
744,19.0,5,0.10341463414634146,-0.22749999999999998,1997
745,4.0,6,0.46903351219512196,0.36,1997
746,21.0,3,0.06024390243902439,0.1525,1997
753,24.0,1,0.034302439024390244,0.2425,1997
754,13.0,0,0.05401170731707317,0.2975,1997
758,46.0,-9,0.17073170731707318,0.23500000000000001,1997
760,51.0,0,0.011804878048780488,0.215,1997
763,25.0,2,0.03384585365853659,0.185,1997
770,10.0,0,0.06299707317073171,0.1975,1997
775,7.0,2,0.08530536585365854,0.2925,1997
777,13.0,6,0.257235756097561,0.2425,1997
778,29.0,2,0.027433170731707316,0.27749999999999997,1997
779,13.0,2,0.058513170731707316,0.2575,1997
780,25.0,4,0.06975609756097562,0.1925,1997
783,16.0,3,0.036585365853658534,-0.1975,1997
788,3.0,5,0.24634146341463414,0.3275,1997
789,47.0,4,0.05853658536585366,0.2725,1997
790,1.0,4,0.43902439024390244,0.3675,1997
791,51.0,1,0.015853658536585366,0.12,1997
794,22.0,4,0.14634146341463414,0.24,1997
795,16.0,6,0.17836097560975608,0.23500000000000001,1997
798,50.0,0,0.011804878048780488,0.2425,1997
800,56.0,2,0.04390243902439024,0.1675,1997
801,18.0,0,0.03482439024390244,0.1925,1997
802,12.0,2,0.06159219512195122,0.2,1997
803,3.0,0,0.1163239024390244,0.225,1997
804,26.0,3,0.0514390243902439,0.305,1997
805,26.0,0,0.19303136585365854,0.125,1997
807,31.0,0,0.015609756097560976,0.1675,1997
810,44.0,0,0.012195121951219513,0.1925,1997
812,11.0,3,0.09268292682926829,0.18,1997
815,6.0,4,0.17560975609756097,0.1775,1997
817,34.0,0,0.012682926829268294,0.16999999999999998,1997
818,45.0,4,0.13937287804878049,0.215,1997
819,13.0,5,0.19658536585365854,0.13999999999999999,1997
820,6.0,2,0.09344780487804878,0.2725,1997
825,8.0,3,0.24390243902439024,0.315,1997
826,27.0,1,0.029636341463414633,0.175,1997
827,16.0,0,0.04630829268292683,0.325,1997
828,32.0,5,0.09365853658536585,0.155,1997
829,15.0,2,0.052805853658536586,0.2325,1997
832,45.0,6,0.14146341463414633,0.19,1997
833,23.0,0,0.03389853658536585,0.24500000000000002,1997
834,7.0,4,0.17326829268292682,0.16499999999999998,1997
835,17.0,2,0.04765463414634146,0.16,1997
839,10.0,6,0.1975609756097561,0.3125,1997
841,3.0,6,0.20610731707317073,0.2625,1997
843,22.0,3,0.06506341463414635,0.06999999999999999,1997
846,43.0,1,0.0012195121951219512,-0.1675,1997
849,12.0,0,0.056850731707317075,0.0975,1997
852,2.0,2,0.1403239024390244,0.325,1997
855,4.0,0,0.10487414634146341,0.16999999999999998,1997
856,6.0,1,0.09093073170731707,0.315,1997
858,15.0,5,0.09817073170731708,0.2225,1997
859,21.0,0,0.03678439024390244,0.21000000000000002,1997
860,39.0,3,0.013280487804878048,0.1925,1997
862,39.0,0,0.011804878048780488,0.1375,1997
863,52.0,3,0.016097560975609757,0.22749999999999998,1997
865,3.0,4,0.3697560975609756,0.27999999999999997,1997
867,34.0,2,0.05853658536585366,0.17250000000000001,1997
868,47.0,0,0.011804878048780488,0.17250000000000001,1997
870,2.0,5,0.5490146341463414,0.3875,1997
871,1.0,1,0.15261658536585365,0.3375,1997
872,11.0,4,0.2926829268292683,0.2625,1997
873,16.0,2,0.05016585365853658,0.265,1997
875,8.0,0,0.07292682926829268,0.12,1997
876,10.0,5,0.11219512195121951,0.23500000000000001,1997
878,17.0,3,0.06024390243902439,0.1575,1997
881,17.0,4,0.0772972972972973,0.44334975369458124,1998
883,10.0,6,0.14324324324324325,0.43842364532019706,1998
884,8.0,1,0.09194594594594595,0.3990147783251231,1998
885,42.0,5,0.01891891891891892,0.3891625615763547,1998
886,25.0,0,0.029351351351351352,0.03940886699507389,1998
887,16.0,3,0.2554054054054054,0.5024630541871921,1998
888,11.0,5,0.3783783783783784,0.4729064039408867,1998
889,1.0,2,0.1911891891891892,0.7586206896551724,1998
890,2.0,6,0.7097297297297297,0.8374384236453202,1998
893,46.0,0,0.015540540540540541,0.35960591133004927,1998
894,34.0,3,0.07783783783783783,0.4187192118226601,1998
897,3.0,5,0.45972972972972975,0.6059113300492611,1998
898,4.0,0,0.10486486486486486,0.5517241379310345,1998
900,39.0,1,0.05405405405405406,0.40394088669950734,1998
901,39.0,4,0.025675675675675677,0.37438423645320196,1998
902,21.0,1,0.04687135135135135,-3.2857142857142856,1998
903,15.0,6,0.12183783783783783,0.32019704433497537,1998
905,6.0,2,0.11389189189189189,0.5270935960591132,1998
906,4.0,1,0.1336216216216216,0.6600985221674877,1998
909,2.0,3,0.4864864864864865,0.6502463054187192,1998
912,12.0,1,0.07243243243243243,0.35960591133004927,1998
915,43.0,2,0.022972972972972974,0.6650246305418719,1998
918,22.0,4,0.08345945945945946,0.06403940886699508,1998
920,3.0,7,0.0945945945945946,0.33497536945812806,1998
922,10.0,7,0.2627027027027027,0.4630541871921182,1998
925,17.0,3,0.16935135135135135,0.42857142857142855,1998
926,23.0,1,0.0432,0.5517241379310345,1998
927,45.0,7,0.1881081081081081,0.43349753694581283,1998
928,11.0,0,0.05945945945945946,0.6748768472906403,1998
931,15.0,3,0.1945945945945946,0.43842364532019706,1998
932,32.0,6,0.12108108108108108,0.458128078817734,1998
933,16.0,1,0.05902702702702703,0.6354679802955665,1998
934,27.0,2,0.037123243243243245,0.522167487684729,1998
935,8.0,4,0.32432432432432434,0.6256157635467979,1998
937,22.0,0,0.03532432432432432,0.40394088669950734,1998
939,35.0,0,0.015540540540540541,-0.6157635467980296,1998
940,6.0,3,0.39037837837837835,0.21674876847290642,1998
941,13.0,6,0.2522162162162162,0.29064039408867,1998
942,16.0,0,0.046324324324324324,0.14778325123152708,1998
943,45.0,5,0.1852972972972973,0.49753694581280783,1998
944,6.0,5,0.21621621621621623,0.21674876847290642,1998
946,11.0,4,0.10810810810810811,0.33497536945812806,1998
947,37.0,0,0.015540540540540541,-1.477832512315271,1998
949,44.0,1,0.013513513513513514,0.33004926108374383,1998
951,31.0,1,0.017297297297297298,0.40394088669950734,1998
955,26.0,1,0.23649421621621622,0.08374384236453201,1998
956,26.0,4,0.066,0.5270935960591132,1998
957,3.0,1,0.14821621621621622,0.3990147783251231,1998
958,12.0,3,0.10810810810810811,0.3054187192118227,1998
959,18.0,1,0.053254054054054055,0.14285714285714285,1998
960,56.0,3,0.05405405405405406,0.31527093596059114,1998
962,50.0,1,0.01891891891891892,0.21674876847290642,1998
964,16.0,7,0.23059459459459458,0.2561576354679803,1998
966,22.0,5,0.1945945945945946,0.4827586206896552,1998
969,1.0,5,0.5405405405405406,0.689655172413793,1998
970,47.0,5,0.07783783783783783,0.5369458128078818,1998
971,3.0,6,0.2897297297297297,0.42857142857142855,1998
977,28.0,0,0.02918918918918919,0.12807881773399016,1998
978,25.0,5,0.08783783783783784,0.27586206896551724,1998
979,13.0,3,0.02702702702702703,0.3891625615763547,1998
981,49.0,0,0.015540540540540541,0.12315270935960591,1998
982,41.0,0,0.015540540540540541,0.34975369458128075,1998
983,13.0,7,0.21827027027027027,0.5073891625615764,1998
986,7.0,3,0.4864864864864865,0.5270935960591132,1998
991,10.0,1,0.08027027027027027,0.5862068965517241,1998
996,25.0,3,0.024324324324324326,0.41379310344827586,1998
999,51.0,1,0.01891891891891892,0.4187192118226601,1998
1001,46.0,-8,0.20270270270270271,0.43842364532019706,1998
1005,13.0,1,0.06881081081081081,0.6650246305418719,1998
1006,24.0,2,0.04297297297297297,0.4236453201970443,1998
1013,4.0,7,0.6063783783783784,0.7733990147783251,1998
1014,9.0,0,0.07960216216216216,0.3448275862068965,1998
1016,19.0,6,0.13297297297297297,0.3251231527093596,1998
1017,58.0,3,0.043243243243243246,0.29064039408867,1998
1018,4.0,4,0.23621621621621622,0.5862068965517241,1998
1019,17.0,6,0.1271891891891892,0.5566502463054187,1998
1020,40.0,7,0.032432432432432434,0.37438423645320196,1998
1022,57.0,2,0.01891891891891892,0.29556650246305416,1998
1027,22.0,1,0.04499675675675675,-0.014778325123152709,1998
1029,10.0,4,0.11891891891891893,0.5714285714285714,1998
1032,37.0,7,0.10810810810810811,0.41379310344827586,1998
1033,9.0,4,0.09513513513513513,0.22660098522167485,1998
1034,21.0,7,0.0945945945945946,0.5024630541871921,1998
1035,15.0,4,0.0891891891891892,0.44827586206896547,1998
1036,33.0,5,0.029054054054054056,0.3251231527093596,1998
1037,43.0,3,0.04574594594594594,0.522167487684729,1998
1038,46.0,1,0.02810810810810811,0.22660098522167485,1998
1039,14.0,3,0.15027027027027026,0.270935960591133,1998
1040,10.0,2,0.08313513513513514,0.31527093596059114,1998
1042,23.0,5,0.14021621621621622,0.458128078817734,1998
1044,24.0,0,0.032432432432432434,0.29556650246305416,1998
1046,52.0,3,0.032432432432432434,0.08866995073891626,1998
1049,11.0,3,0.05405405405405406,0.6256157635467979,1998
1050,12.0,5,0.05405405405405406,0.43842364532019706,1998
1055,30.0,5,0.025675675675675677,-1.9704433497536946,1998
1056,35.0,-15,0.2836756756756757,0.49753694581280783,1998
1057,1.0,4,0.34486486486486484,0.645320197044335,1998
1058,3.0,4,0.3608108108108108,0.8817733990147782,1998
