,name,salary,year,position,GP,MIN,PIE,overall,yearsAfter,norm_sal
4711,Jason Terry,5625313,2013,Point Guard and Shooting Guard,35,16.3,4.7,10.0,14,0.1847162612356649
4712,Hasheem Thabeet,1200000,2013,Center,23,8.4,-0.5,2.0,4,0.0394039431197513
4713,Isaiah Thomas,884293,2013,Point Guard and Shooting Guard,72,34.7,13.6,60.0,2,0.0290371925609952
4714,Jason Thompson,5643750,2013,Power Forward and Center,82,24.5,7.3,12.0,5,0.1853216699850806
4715,Klay Thompson,2317920,2013,Shooting Guard,81,35.4,8.4,11.0,2,0.0761126565301117
4716,Tristan Thompson,4062000,2013,Power Forward and Center,82,31.6,9.8,4.0,2,0.1333823474603584
4717,P.J. Tucker,884293,2013,Small Forward and Shooting Guard and Power Forward,81,30.7,8.8,35.0,7,0.0290371925609952
4718,Ronny Turiaf,1500000,2013,Center,31,19.5,8.9,37.0,8,0.0492549288996892
4719,Hedo Turkoglu,12000000,2013,Power Forward and Small Forward,38,10.3,8.5,16.0,13,0.3940394311975137
4720,Evan Turner,6679867,2013,Small Forward and Shooting Guard and Point Guard,81,30.3,9.3,2.0,3,0.2193442494295868
4721,Jeremy Tyler,884293,2013,Center,41,9.7,6.9,39.0,2,0.0290371925609952
4722,Jeremy Tyler,100000,2013,Center,41,9.7,6.9,39.0,2,0.0290371925609952
4723,Ekpe Udoh,4469548,2013,Power Forward and Center,42,19.1,3.5,6.0,3,0.1467648459691654
4724,Beno Udrih,1272279,2013,Shooting Guard and Point Guard,41,15.7,8.6,28.0,9,0.0417773411237118
4725,Jonas Valanciunas,3526440,2013,Center,81,28.2,11.3,5.0,2,0.1157963676460133
4726,Anderson Varejao,9036364,2013,Power Forward and Center,65,27.7,13.1,30.0,9,0.2967236442211408
4727,Jarvis Varnado,788872,2013,Power Forward,24,14.1,6.2,41.0,3,0.0259038895139704
4728,Greivis Vasquez,2150188,2013,Point Guard and Shooting Guard,79,22.5,10.8,28.0,3,0.0706049047073099
4729,Jan Vesely,3340920,2013,Power Forward,54,14.4,6.7,6.0,2,0.1097045180396998
4730,Charlie Villanueva,8580000,2013,Power Forward,20,9.0,8.1,7.0,8,0.2817381933062223
4731,Nikola Vucevic,1793520,2013,Center,57,31.8,13.4,16.0,2,0.0588931333867804
4732,Dwyane Wade,18673000,2013,Point Guard and Shooting Guard,54,32.9,14.4,5.0,10,0.6131581915625979
4733,Dion Waiters,3894240,2013,Shooting Guard,70,29.6,9.1,4.0,1,0.1278736762122171
4734,Kemba Walker,2568360,2013,Point Guard,73,35.8,12.3,9.0,2,0.0843362594592038
4735,John Wall,7459925,2013,Point Guard,82,36.3,13.5,1.0,3,0.2449587169813427
4736,Gerald Wallace,10105855,2013,Small Forward and Power Forward,58,24.4,8.1,25.0,12,0.3318421129970458
4737,Earl Watson,1399507,2013,Point Guard,24,6.7,0.0,39.0,12,0.0459550785197449
4738,Martell Webster,5150000,2013,Small Forward,78,27.7,7.4,6.0,8,0.1691085892222663
4739,David West,12000000,2013,Small Forward and Center and Power Forward,80,30.9,13.9,18.0,10,0.3940394311975137
4740,Russell Westbrook,14693906,2013,Point Guard,46,30.7,16.1,4.0,5,0.4824981968591445
4741,Royce White,1719480,2013,Power Forward,3,3.0,-7.4,16.0,1,0.0564619100962917
4742,Deron Williams,18466130,2013,Point Guard,64,32.2,11.7,3.0,8,0.6063652801349454
4743,Derrick Williams,5016960,2013,Power Forward and Small Forward,78,23.3,8.0,2.0,2,0.1647400053950565
4744,Lou Williams,5225000,2013,Shooting Guard and Point Guard,60,24.1,9.6,45.0,8,0.1715713356672507
4745,Marvin Williams,7500000,2013,Power Forward and Small Forward,66,25.4,8.8,2.0,8,0.246274644498446
4746,Mo Williams,2652000,2013,Point Guard and Shooting Guard,74,24.8,7.5,47.0,10,0.0870827142946505
4747,Metta World Peace,1590000,2013,Small Forward,29,13.4,6.7,16.0,14,0.0522102246336705
4748,Brandan Wright,5000000,2013,Center and Power Forward,58,18.6,13.7,8.0,6,0.1641830963322973
4749,Dorell Wright,3000000,2013,Small Forward,68,14.5,9.0,19.0,9,0.0985098577993784
4750,Tony Wroten,1160040,2013,Shooting Guard and Point Guard,72,24.5,8.3,25.0,1,0.0380917918138636
4751,Nick Young,1106942,2013,Shooting Guard,64,28.3,9.2,16.0,6,0.0363482330040531
4752,Thaddeus Young,8600000,2013,Power Forward,79,34.4,10.1,12.0,6,0.2823949256915515
4753,Cody Zeller,3857040,2013,Center,82,17.3,8.6,4.0,0,0.1266521539755048
4754,Tyler Zeller,1633440,2013,Center,70,15.0,9.9,17.0,1,0.0536366473746055
4755,Quincy Acy,915243,2014,Power Forward and Small Forward,68,18.9,8.9,37.0,2,0.0389465106382978
4756,Jordan Adams,1344120,2014,Shooting Guard,30,8.3,7.2,22.0,0,0.0571965957446808
4757,Steven Adams,2184960,2014,Center,70,25.3,8.3,12.0,1,0.0929770212765957
4758,Arron Afflalo,7750000,2014,Shooting Guard and Small Forward,78,32.1,6.8,27.0,7,0.3297872340425531
4759,Alexis Ajinca,981084,2014,Power Forward and Center,68,14.1,13.4,20.0,6,0.0417482553191489
4760,Furkan Aldemir,3000000,2014,Power Forward,41,13.2,6.6,53.0,2,0.1276595744680851
4761,Cole Aldrich,981084,2014,Center,61,16.0,13.3,11.0,4,0.0417482553191489
4762,LaMarcus Aldridge,16006000,2014,Power Forward and Center,71,35.4,15.6,2.0,8,0.6811063829787234
4763,Lavoy Allen,948163,2014,Power Forward and Center,63,17.0,10.7,50.0,3,0.0403473617021276
4764,Tony Allen,4831461,2014,Shooting Guard and Small Forward and Point Guard,63,26.2,8.7,25.0,10,0.2055940851063829
4765,Al-Farouq Aminu,981084,2014,Power Forward and Small Forward,74,18.5,9.1,8.0,4,0.0417482553191489
4766,Kyle Anderson,1093680,2014,Small Forward,33,10.9,7.1,30.0,0,0.0465395744680851
4767,Ryan Anderson,8491500,2014,Power Forward,61,27.5,9.0,21.0,6,0.3613404255319148
4768,Giannis Antetokounmpo,1873200,2014,Point Guard and Power Forward and Small Forward and Shooting Guard,81,31.4,11.1,15.0,1,0.0797106382978723
4769,Carmelo Anthony,22458000,2014,Small Forward and Power Forward,40,35.7,14.0,3.0,11,0.9556595744680852
4770,Trevor Ariza,8579089,2014,Small Forward and Shooting Guard,82,35.7,9.5,43.0,10,0.3650676170212766
4771,Darrell Arthur,3457149,2014,Small Forward and Power Forward,58,17.0,6.7,27.0,6,0.1471127234042553
4772,Omer Asik,8374646,2014,Center,76,26.1,10.9,36.0,6,0.356367914893617
4773,D.J. Augustin,3000000,2014,Point Guard,82,23.9,10.0,9.0,6,0.1276595744680851
4774,Jeff Ayres,1828750,2014,Center and Power Forward,51,7.5,9.6,31.0,5,0.0778191489361702
4775,Luke Babbitt,981084,2014,Small Forward and Power Forward,63,13.2,7.2,16.0,4,0.0417482553191489
4776,Cameron Bairstow,507336,2014,Center and Power Forward,18,3.5,-1.9,49.0,0,0.0215887659574468
4777,Leandro Barbosa,1448490,2014,Point Guard and Shooting Guard,66,14.9,9.6,28.0,11,0.0616378723404255
4778,Andrea Bargnani,11500000,2014,Power Forward and Center,29,27.1,10.9,1.0,8,0.4893617021276595
4779,Harrison Barnes,3049920,2014,Power Forward and Small Forward,82,28.3,8.9,7.0,2,0.129783829787234
4780,Matt Barnes,3396250,2014,Small Forward and Power Forward,76,29.9,6.4,45.0,12,0.1445212765957446
4781,Will Barton,915243,2014,Shooting Guard,58,17.0,10.3,40.0,2,0.0389465106382978
4782,Brandon Bass,6900000,2014,Power Forward and Center,82,23.5,11.0,33.0,9,0.2936170212765957
4783,Nicolas Batum,11765500,2014,Small Forward and Shooting Guard,71,33.5,9.8,25.0,6,0.5006595744680851
4784,Jerryd Bayless,3000000,2014,Point Guard and Shooting Guard,77,22.3,9.0,11.0,6,0.1276595744680851
4785,Bradley Beal,4505280,2014,Shooting Guard,63,33.5,9.2,3.0,2,0.1917140425531915
4786,Michael Beasley,777778,2014,Power Forward and Small Forward,24,21.0,7.8,2.0,6,0.0330969361702127
4787,Michael Beasley,330226,2014,Power Forward and Small Forward,24,21.0,7.8,2.0,6,0.0330969361702127
4788,Marco Belinelli,2873750,2014,Shooting Guard and Small Forward,62,22.4,8.2,18.0,7,0.1222872340425531
4789,Anthony Bennett,5563920,2014,Power Forward,57,15.7,7.9,1.0,1,0.2367625531914893
4790,Patrick Beverley,915243,2014,Point Guard and Shooting Guard,56,30.8,7.1,42.0,5,0.0389465106382978
4791,Bismack Biyombo,3873398,2014,Center,64,19.4,9.5,7.0,3,0.1648254468085106
4792,DeJuan Blair,2000000,2014,Center and Power Forward,29,6.2,5.1,37.0,5,0.0851063829787234
4793,Steve Blake,2077000,2014,Point Guard,81,18.9,7.0,38.0,11,0.0883829787234042
4794,Eric Bledsoe,12173913,2014,Point Guard,81,34.6,13.0,18.0,4,0.5180388510638297
4795,Bojan Bogdanovic,3278000,2014,Small Forward,78,23.8,7.3,31.0,3,0.1394893617021276
4796,Andrew Bogut,12972973,2014,Power Forward and Center,67,23.6,11.3,1.0,9,0.5520414042553191
4797,Matt Bonner,1448490,2014,Power Forward and Center,72,13.0,6.3,45.0,11,0.0616378723404255
4798,Trevor Booker,5000000,2014,Power Forward,79,19.8,10.6,23.0,4,0.2127659574468085
4799,Carlos Boozer,13550000,2014,Center and Power Forward,71,23.8,11.5,34.0,12,0.5765957446808511
4800,Carlos Boozer,3250000,2014,Center and Power Forward,71,23.8,11.5,34.0,12,0.5765957446808511
4801,Chris Bosh,20644400,2014,Power Forward and Center,44,35.4,14.3,4.0,11,0.8784851063829787
4802,Avery Bradley,7191011,2014,Point Guard and Shooting Guard,77,31.5,7.1,19.0,4,0.3060004680851064
4803,Elton Brand,2000000,2014,Power Forward and Center,36,13.5,5.9,1.0,15,0.0851063829787234
4804,Corey Brewer,4702500,2014,Shooting Guard and Small Forward,80,26.1,8.8,7.0,7,0.2001063829787234
4805,Aaron Brooks,1145685,2014,Point Guard,82,23.0,9.2,26.0,7,0.0487525531914893
4806,Kobe Bryant,23500000,2014,Shooting Guard and Small Forward,35,34.5,11.8,13.0,18,1.0
4807,Chase Budinger,5000000,2014,Small Forward,67,19.2,8.6,44.0,5,0.2127659574468085
4808,Reggie Bullock,1200720,2014,Shooting Guard and Small Forward,36,9.4,5.5,25.0,1,0.0510944680851063
4809,Trey Burke,2548560,2014,Point Guard,76,30.1,8.5,9.0,1,0.1084493617021276
4810,Alec Burks,3034356,2014,Shooting Guard,27,33.3,8.3,12.0,3,0.1291215319148936
4811,Caron Butler,4500000,2014,Small Forward and Shooting Guard,78,20.8,6.5,10.0,12,0.1914893617021276
4812,Jimmy Butler,2008748,2014,Shooting Guard and Small Forward,65,38.7,13.8,30.0,3,0.0854786382978723
4813,Rasual Butler,1448490,2014,Shooting Guard and Small Forward,75,20.1,8.4,52.0,12,0.0616378723404255
4814,Bruno Caboclo,1458360,2014,Small Forward,8,2.9,-4.2,20.0,0,0.0620578723404255
4815,Nick Calathes,816482,2014,Shooting Guard,58,14.4,9.4,45.0,5,0.034743914893617
4816,Kentavious Caldwell-Pope,2772480,2014,Shooting Guard,82,31.5,6.5,8.0,1,0.1179778723404255
4817,Isaiah Canaan,816482,2014,Shooting Guard and Point Guard,47,20.0,8.5,34.0,1,0.034743914893617
4818,Clint Capela,1189200,2014,Center,12,7.5,6.0,25.0,0,0.0506042553191489
4819,DeMarre Carroll,2442455,2014,Small Forward and Power Forward,70,31.3,9.9,27.0,5,0.1039342553191489
4820,Vince Carter,3911981,2014,Small Forward and Shooting Guard,66,16.5,5.8,5.0,16,0.1664672765957446
4821,Michael Carter-Williams,2300040,2014,Point Guard,66,32.6,11.5,11.0,1,0.0978740425531914
4822,Omri Casspi,1063384,2014,Small Forward and Power Forward,67,21.1,10.1,23.0,5,0.0452503829787234
4823,Mario Chalmers,4000000,2014,Point Guard,80,29.6,7.6,34.0,6,0.1702127659574468
4824,Tyson Chandler,14598888,2014,Center and Power Forward,75,30.5,14.1,2.0,13,0.6212292765957447
4825,Wilson Chandler,6757913,2014,Shooting Guard and Small Forward and Power Forward,78,31.7,8.7,23.0,7,0.2875707659574468
4826,Earl Clark,62552,2014,Power Forward and Small Forward,10,9.3,5.4,14.0,5,0.0026617872340425
4827,Jordan Clarkson,507336,2014,Shooting Guard and Point Guard,59,25.0,10.9,46.0,0,0.0215887659574468
4828,Victor Claver,1370000,2014,Small Forward,10,7.6,7.1,22.0,5,0.0582978723404255
4829,Norris Cole,2038206,2014,Point Guard,75,24.4,7.8,28.0,3,0.0867321702127659
4830,Darren Collison,4797664,2014,Point Guard,45,34.8,12.0,21.0,5,0.204155914893617
4831,Nick Collison,2242003,2014,Power Forward and Center,66,16.7,7.0,12.0,11,0.0954043829787234
4832,Mike Conley,8894216,2014,Point Guard,70,31.8,12.4,4.0,7,0.3784772765957447
4833,DeMarcus Cousins,13701250,2014,Center,59,34.1,18.0,5.0,4,0.583031914893617
4834,Allen Crabbe,862000,2014,Shooting Guard,51,13.4,5.1,31.0,1,0.0366808510638297
4835,Jamal Crawford,5450000,2014,Shooting Guard and Point Guard,64,26.6,10.3,8.0,14,0.2319148936170212
4836,Jae Crowder,915243,2014,Small Forward,82,20.1,9.2,34.0,2,0.0389465106382978
4837,Dante Cunningham,831942,2014,Power Forward and Small Forward,66,25.0,5.9,33.0,5,0.0354017872340425
4838,Stephen Curry,10629213,2014,Point Guard,80,32.7,17.8,7.0,5,0.4523069361702128
4839,Samuel Dalembert,3867282,2014,Center,32,17.0,8.7,26.0,13,0.1645651914893617
4840,Anthony Davis,5607240,2014,Power Forward and Center,68,36.1,19.2,1.0,2,0.2386059574468085
4841,Ed Davis,981084,2014,Center and Power Forward,79,23.3,12.1,13.0,4,0.0417482553191489
4842,Glen Davis,6600000,2014,Power Forward and Center,74,12.2,6.6,35.0,7,0.2808510638297872
4843,Glen Davis,1227985,2014,Power Forward and Center,74,12.2,6.6,35.0,7,0.2808510638297872
4844,Austin Daye,1063384,2014,Small Forward,34,10.1,6.6,15.0,5,0.0452503829787234
4845,Austin Daye,125104,2014,Small Forward,34,10.1,6.6,15.0,5,0.0452503829787234
4846,Luol Deng,9714461,2014,Power Forward and Small Forward,72,33.6,10.3,7.0,10,0.4133813191489361
4847,DeMar DeRozan,9500000,2014,Shooting Guard,60,35.0,11.5,9.0,5,0.4042553191489361
4848,Boris Diaw,7500000,2014,Power Forward and Shooting Guard,81,24.5,9.5,21.0,11,0.3191489361702128
4849,Gorgui Dieng,1413480,2014,Center and Power Forward,73,30.0,11.2,21.0,1,0.0601480851063829
4850,Spencer Dinwiddie,700000,2014,Point Guard,34,13.4,7.4,38.0,0,0.0297872340425531
4851,Joey Dorsey,948163,2014,Power Forward and Center,69,12.4,5.8,33.0,6,0.0403473617021276
4852,Toney Douglas,268974,2014,Point Guard and Shooting Guard,12,14.7,7.1,29.0,5,0.0114457021276595
4853,Chris Douglas-Roberts,915243,2014,Small Forward and Shooting Guard,12,8.5,1.6,40.0,6,0.0389465106382978
4854,Goran Dragic,7500000,2014,Point Guard and Shooting Guard,78,33.8,11.1,45.0,6,0.3191489361702128
4855,Andre Drummond,2568360,2014,Center,82,30.5,12.5,9.0,2,0.109291914893617
4856,Jared Dudley,4250000,2014,Small Forward and Power Forward and Shooting Guard,72,23.8,9.1,22.0,7,0.1808510638297872
4857,Tim Duncan,10000000,2014,Center and Power Forward,77,28.9,15.6,1.0,17,0.425531914893617
4858,Mike Dunleavy,3326235,2014,Small Forward and Shooting Guard and Power Forward,63,29.2,8.1,3.0,12,0.141541914893617
4859,Kevin Durant,18995624,2014,Power Forward and Small Forward and Shooting Guard,27,33.8,19.4,2.0,7,0.8083244255319149
4860,Cleanthony Early,507336,2014,Small Forward,39,16.6,5.8,34.0,0,0.0215887659574468
4861,Wayne Ellington,1063384,2014,Shooting Guard,65,25.8,8.3,28.0,5,0.0452503829787234
4862,Wayne Ellington,923780,2014,Shooting Guard,65,25.8,8.3,28.0,5,0.0452503829787234
4863,Monta Ellis,8360000,2014,Shooting Guard,80,33.7,9.7,40.0,9,0.3557446808510638
4864,Tyler Ennis,1590720,2014,Point Guard,33,12.5,5.3,18.0,0,0.0676902127659574
4865,Jeremy Evans,1794871,2014,Power Forward and Small Forward,38,7.0,14.0,55.0,4,0.0763774893617021
4866,Tyreke Evans,10763500,2014,Small Forward and Shooting Guard and Point Guard,79,34.0,11.8,4.0,5,0.4580212765957447
4867,Dante Exum,3615000,2014,Point Guard,82,22.2,3.7,5.0,0,0.1538297872340425
4868,Festus Ezeli,1112880,2014,Center,46,10.9,9.1,30.0,2,0.0473565957446808
4869,Kenneth Faried,2249768,2014,Center and Power Forward,75,27.8,11.6,22.0,3,0.0957348085106383
4870,Jordan Farmar,2077000,2014,Point Guard,36,14.7,6.4,26.0,8,0.0883829787234042
4871,Derrick Favors,12833333,2014,Center and Power Forward,74,30.8,13.8,3.0,4,0.5460992765957446
4872,Raymond Felton,3793693,2014,Point Guard and Shooting Guard,29,9.7,9.2,5.0,9,0.161433744680851
4873,Landry Fields,6250000,2014,Shooting Guard and Small Forward,26,8.3,6.8,39.0,4,0.2659574468085106
4874,Evan Fournier,1483920,2014,Small Forward and Shooting Guard,58,28.6,7.6,20.0,2,0.0631455319148936
4875,Randy Foye,3135000,2014,Point Guard and Shooting Guard,50,21.7,6.6,7.0,8,0.1334042553191489
4876,Jamaal Franklin,163296,2014,Shooting Guard,3,4.4,0.0,41.0,1,0.0069487659574468
4877,Jamaal Franklin,19914,2014,Shooting Guard,3,4.4,0.0,41.0,1,0.0069487659574468
4878,Jimmer Fredette,948163,2014,Shooting Guard and Point Guard,50,10.2,6.2,10.0,3,0.0403473617021276
4879,Joel Freeland,3013512,2014,Power Forward and Center,48,12.8,8.2,30.0,8,0.1282345531914893
4880,Channing Frye,8175476,2014,Center and Power Forward,75,24.9,6.2,8.0,9,0.3478925957446808
4881,Danilo Gallinari,10854850,2014,Small Forward and Shooting Guard and Power Forward,59,24.2,11.3,6.0,6,0.4619085106382978
4882,Francisco Garcia,1316809,2014,Small Forward and Shooting Guard,14,14.3,1.5,23.0,9,0.0560344255319148
4883,Marc Gasol,15829688,2014,Center,81,33.2,15.1,48.0,7,0.673603744680851
4884,Pau Gasol,7128000,2014,Center and Power Forward,78,34.4,16.9,3.0,13,0.3033191489361702
4885,Rudy Gay,19317325,2014,Power Forward and Small Forward,68,35.4,13.1,8.0,8,0.822013829787234
4886,Paul George,15925680,2014,Small Forward and Shooting Guard,6,15.2,10.6,10.0,4,0.6776885106382978
4887,Taj Gibson,8000000,2014,Power Forward,62,27.3,10.0,26.0,5,0.3404255319148936
4888,Manu Ginobili,7000000,2014,Shooting Guard,70,22.7,11.3,57.0,15,0.2978723404255319
4889,Rudy Gobert,1127400,2014,Center,82,26.3,16.0,27.0,1,0.0479744680851063
4890,Drew Gooden,6680000,2014,Small Forward and Center and Power Forward,51,16.9,8.6,4.0,12,0.2842553191489361
4891,Drew Gooden,1448000,2014,Small Forward and Center and Power Forward,51,16.9,8.6,4.0,12,0.2842553191489361
4892,Archie Goodwin,1112280,2014,Point Guard and Shooting Guard,41,13.0,6.5,29.0,1,0.0473310638297872
4893,Aaron Gordon,3992040,2014,Power Forward and Small Forward,47,17.0,7.4,4.0,0,0.1698740425531915
4894,Ben Gordon,4500000,2014,Shooting Guard,56,14.1,7.3,3.0,10,0.1914893617021276
4895,Eric Gordon,14898938,2014,Shooting Guard and Point Guard,61,33.1,7.6,7.0,6,0.6339973617021276
4896,Marcin Gortat,10434782,2014,Power Forward and Center,82,29.9,13.3,57.0,9,0.4440332765957447
4897,Danny Granger,2077000,2014,Small Forward,30,20.4,5.0,17.0,9,0.0883829787234042
4898,Jerami Grant,884879,2014,Small Forward and Power Forward,65,21.2,4.7,39.0,0,0.0376544255319148
4899,Danny Green,4025000,2014,Shooting Guard,81,28.5,10.4,46.0,5,0.1712765957446808
4900,Draymond Green,915243,2014,Small Forward and Power Forward,79,31.5,11.2,35.0,2,0.0389465106382978
4901,Erick Green,507336,2014,Point Guard,43,9.5,6.3,46.0,1,0.0215887659574468
4902,Gerald Green,3500000,2014,Shooting Guard and Small Forward,74,19.5,9.3,18.0,9,0.1489361702127659
4903,Jeff Green,9445000,2014,Small Forward and Power Forward,78,31.5,9.5,5.0,7,0.4019148936170212
4904,Willie Green,1448490,2014,Shooting Guard,52,18.3,5.2,41.0,11,0.0616378723404255
4905,Blake Griffin,17674612,2014,Power Forward,67,35.2,14.6,1.0,5,0.7521111489361703
4906,Jordan Hamilton,150591,2014,Small Forward,14,8.7,5.3,26.0,3,0.0064081276595744
4907,Justin Hamilton,816482,2014,Center,41,17.4,8.4,45.0,2,0.034743914893617
4908,Tyler Hansbrough,3326235,2014,Power Forward,74,14.3,7.4,13.0,5,0.141541914893617
4909,Tim Hardaway Jr.,1250640,2014,Shooting Guard,70,24.0,7.9,24.0,1,0.0532187234042553
4910,James Harden,14728844,2014,Shooting Guard and Point Guard,81,36.8,18.4,3.0,5,0.6267593191489361
4911,Maurice Harkless,1887840,2014,Small Forward,45,15.0,4.6,15.0,2,0.0803336170212766
4912,Devin Harris,3878000,2014,Point Guard and Shooting Guard,76,22.2,9.2,5.0,10,0.1650212765957446
4913,Gary Harris,1519200,2014,Shooting Guard,55,13.1,1.7,19.0,0,0.0646468085106383
4914,Joe Harris,884879,2014,Shooting Guard,51,9.7,2.2,33.0,0,0.0376544255319148
4915,Tobias Harris,2380594,2014,Power Forward and Small Forward,68,34.8,11.3,19.0,3,0.1013018723404255
4916,Spencer Hawes,5305000,2014,Power Forward and Center,73,17.5,6.8,10.0,7,0.2257446808510638
4917,Gordon Hayward,14746000,2014,Power Forward and Small Forward,76,34.4,13.9,9.0,4,0.6274893617021277
4918,Brendan Haywood,7798000,2014,Center,22,5.4,5.0,20.0,13,0.3318297872340425
4919,Brendan Haywood,2213688,2014,Center,22,5.4,5.0,20.0,13,0.3318297872340425
4920,Gerald Henderson,6000000,2014,Shooting Guard,80,28.9,9.4,12.0,5,0.2553191489361702
4921,Xavier Henry,1082000,2014,Small Forward and Shooting Guard,9,9.5,0.0,12.0,4,0.0460425531914893
4922,John Henson,1987320,2014,Center and Power Forward,67,18.3,11.2,14.0,2,0.0845668085106383
4923,Roy Hibbert,14898938,2014,Center,76,25.3,10.8,17.0,6,0.6339973617021276
4924,Nene,13000000,2014,Power Forward and Center,67,25.3,9.7,7.0,12,0.5531914893617021
4925,George Hill,8000000,2014,Point Guard,43,29.5,15.1,26.0,6,0.3404255319148936
4926,Jordan Hill,9000000,2014,Center and Power Forward,70,26.8,10.8,8.0,5,0.3829787234042553
4927,Solomon Hill,1302840,2014,Small Forward,82,29.0,7.1,23.0,1,0.05544
4928,Kirk Hinrich,2730000,2014,Point Guard and Shooting Guard,66,24.4,4.1,7.0,11,0.1161702127659574
4929,Jrue Holiday,9904495,2014,Point Guard and Shooting Guard,40,32.6,11.1,17.0,5,0.4214678723404255
4930,Ryan Hollins,1316809,2014,Center and Power Forward,46,9.6,7.3,50.0,8,0.0560344255319148
4931,Rodney Hood,1290360,2014,Shooting Guard,50,21.3,8.0,23.0,0,0.0549089361702127
4932,Al Horford,12000000,2014,Center,76,30.5,14.5,3.0,7,0.5106382978723404
