,PLAYER,GP,MIN,PIE,Year,overall,yearsAfter
470,Matt Harpring,56,28.8,8.1,2000,15.0,2
471,Mateen Cleaves,78,16.2,6.7,2000,14.0,0
472,Mark Pope,63,14.9,2.7,2000,52.0,4
473,Mark Madsen,70,9.1,4.4,2000,29.0,0
474,Mark Blount,64,17.2,5.2,2000,54.0,3
475,Marcus Fizer,72,22.0,7.7,2000,4.0,0
476,Marcus Camby,63,33.8,15.7,2000,2.0,4
477,Marc Jackson,48,29.3,10.4,2000,37.0,3
478,Mamadou N'diaye,3,3.1,-1.0,2000,26.0,0
479,Malik Rose,57,21.4,9.6,2000,44.0,4
480,Lorenzen Wright,71,28.0,10.1,2000,7.0,4
481,Lee Nailon,42,11.1,9.3,2000,43.0,1
482,Lavor Postell,26,6.5,4.9,2000,39.0,0
483,Larry Hughes,50,36.9,8.6,2000,8.0,2
484,Laron Profit,35,17.3,7.4,2000,38.0,1
485,Lari Ketner,3,2.0,-5.1,2000,49.0,1
486,Lamar Odom,76,37.2,13.9,2000,4.0,1
487,Kobe Bryant,68,41.0,16.0,2000,13.0,4
488,Khalid El-Amin,50,18.7,8.2,2000,34.0,0
489,Keyon Dooling,76,16.3,8.4,2000,10.0,0
490,Keon Clark,81,21.2,8.9,2000,13.0,2
491,Kenyon Martin,68,33.4,8.4,2000,1.0,0
492,Kenny Thomas,74,24.6,7.6,2000,22.0,1
493,Kelvin Cato,35,17.8,7.6,2000,15.0,3
494,Keith Van Horn,49,35.3,10.1,2000,2.0,3
495,Jumaine Jones,65,13.3,10.2,2000,27.0,1
496,Jonathan Bender,59,9.7,4.1,2000,5.0,1
497,John Wallace,40,13.2,6.5,2000,18.0,4
498,Joel Przybilla,33,8.1,0.4,2000,9.0,0
499,Jerome Williams,59,20.0,12.4,2000,26.0,4
500,Jerome Moiso,24,5.7,-0.4,2000,11.0,0
501,Jermaine O'Neal,81,32.6,11.8,2000,17.0,4
502,Jelani McCoy,70,16.3,6.3,2000,33.0,2
503,Jeff McInnis,81,34.9,10.6,2000,37.0,4
504,Jeff Foster,71,16.3,9.2,2000,21.0,1
505,Jason Williams,77,29.7,8.3,2000,7.0,2
506,Jason Terry,82,37.7,11.5,2000,10.0,1
507,Jason Hart,1,9.9,4.5,2000,49.0,0
508,Jason Collier,23,9.5,3.4,2000,15.0,0
509,Jamie Feick,6,24.8,9.7,2000,48.0,4
510,James Posey,82,27.5,7.9,2000,18.0,1
511,Jamal Crawford,61,17.2,6.4,2000,8.0,0
512,Jamaal Magloire,74,14.8,8.4,2000,19.0,0
513,Jake Voskuhl,16,9.0,0.3,2000,33.0,0
514,Jake Tsakalidis,57,16.6,5.4,2000,25.0,0
515,Jahidi White,68,23.6,8.6,2000,43.0,2
516,Jacque Vaughn,82,19.8,10.5,2000,27.0,3
517,Jabari Smith,9,7.3,8.4,2000,45.0,0
518,Hedo Turkoglu,74,16.9,7.6,2000,16.0,0
519,Hanno Mottola,73,13.5,3.8,2000,40.0,0
520,Greg Buckner,37,22.2,6.7,2000,53.0,2
521,Glen Rice,75,29.5,10.1,2017,35.0,4
522,Felipe Lopez,70,22.4,8.1,2000,24.0,2
523,Evan Eschmeyer,74,18.0,5.9,2000,34.0,1
524,Erick Dampier,43,24.2,5.3,2000,10.0,4
525,Erick Barkley,8,4.7,6.6,2000,28.0,0
526,Elton Brand,74,39.3,13.6,2000,1.0,1
527,Eduardo Najera,40,10.8,8.0,2000,38.0,0
528,Eddie House,50,10.9,7.3,2000,37.0,0
529,Donnell Harvey,18,3.5,3.8,2000,22.0,0
530,Dirk Nowitzki,82,38.1,15.9,2000,9.0,2
531,Dion Glover,57,16.3,7.3,2000,20.0,1
532,Devean George,59,10.0,2.3,2000,23.0,1
533,Desmond Mason,78,19.5,6.7,2000,17.0,0
534,Derrick Dial,33,6.2,7.9,2000,52.0,2
535,Derek Fisher,20,35.5,9.0,2000,24.0,4
536,Derek Anderson,82,34.9,11.5,2000,13.0,3
537,DerMarr Johnson,78,16.8,4.4,2000,6.0,0
538,Dee Brown,7,22.3,7.2,20010,46.0,4
539,DeShawn Stevenson,40,7.4,1.6,2000,23.0,0
540,Darius Miles,81,26.4,9.7,2000,3.0,0
541,Danny Fortson,6,33.8,20.4,2000,10.0,3
542,Dan McClintock,6,9.7,1.8,2000,53.0,0
543,Dan Langhi,33,7.3,5.0,2000,31.0,0
544,Dalibor Bagaric,35,7.4,-1.2,2000,24.0,0
545,Cuttino Mobley,79,38.1,11.4,2000,41.0,2
546,Courtney Alexander,65,21.1,6.2,2000,13.0,0
547,Corey Maggette,69,19.7,12.4,2000,13.0,1
548,Corey Benjamin,65,13.2,3.7,2000,28.0,2
549,Chris Porter,51,22.5,5.2,2000,55.0,0
550,Chris Mihm,59,19.7,6.9,2000,7.0,0
551,Chris Herren,25,16.3,3.0,2000,33.0,1
552,Chris Crawford,47,19.2,4.9,2000,50.0,3
553,Chauncey Billups,77,23.3,9.1,2000,3.0,3
554,Cedric Henderson,55,17.5,3.3,2000,44.0,3
555,Calvin Booth,55,16.9,9.2,2000,35.0,1
556,Cal Bowdler,44,8.5,8.3,2000,17.0,1
557,Bryce Drew,48,27.2,5.0,2000,16.0,2
558,Bruno Sundov,11,11.1,5.9,2000,35.0,2
559,Brian Skinner,39,14.9,7.3,2000,22.0,2
560,Brian Cardinal,15,8.3,-1.1,2000,44.0,0
561,Brevin Knight,53,27.6,8.6,2000,16.0,3
562,Bonzi Wells,75,26.6,12.2,2000,11.0,2
563,Bobby Jackson,79,20.9,9.9,2000,23.0,3
564,Baron Davis,82,38.9,11.5,2000,3.0,1
565,Austin Croshere,81,23.1,9.4,2000,12.0,3
566,Antonio Daniels,79,26.1,10.6,2000,4.0,3
567,Antoine Walker,81,41.9,13.8,2000,6.0,4
568,Anthony Johnson,53,9.6,5.0,2000,39.0,3
569,Antawn Jamison,82,41.4,11.8,2000,4.0,2
570,Andre Miller,82,34.7,14.2,2000,8.0,1
571,Alvin Williams,82,29.2,10.2,2000,47.0,3
572,Allen Iverson,71,41.9,15.5,2000,1.0,4
573,Al Harrington,78,24.3,6.9,2000,25.0,2
574,Adonal Foyle,58,25.2,7.5,2000,8.0,3
575,A.J. Guyton,33,19.0,7.1,2000,32.0,0
576,Zydrunas Ilgauskas,62,21.5,9.1,2001,20.0,5
577,Zach Randolph,41,5.8,9.7,2001,19.0,0
578,William Avery,28,9.3,3.8,2001,14.0,2
579,Will Solomon,62,14.2,5.0,2001,32.0,0
580,Wang Zhi-zhi,55,10.8,9.2,2001,36.0,2
581,Walter McCarty,56,12.8,7.6,2001,19.0,5
582,Wally Szczerbiak,82,38.1,11.2,2001,6.0,2
583,Vonteego Cummings,58,8.5,7.7,2001,26.0,2
584,Vladimir Stepania,67,13.2,9.8,2001,27.0,3
585,Vladimir Radmanovic,61,20.2,8.4,2001,12.0,0
586,Vitaly Potapenko,79,17.0,6.5,2001,12.0,5
587,Vince Carter,60,39.8,12.5,2001,5.0,3
588,Tyson Chandler,71,19.6,7.2,2001,2.0,0
589,Tyronn Lue,71,20.6,10.2,2001,23.0,3
590,Troy Murphy,82,17.7,6.3,2001,14.0,0
591,Trenton Hassell,78,28.7,6.6,2001,29.0,0
592,Tremaine Fowlkes,22,15.5,4.7,2001,54.0,3
593,Travis Knight,49,8.8,0.3,2001,29.0,5
594,Trajan Langdon,44,10.8,9.8,2001,11.0,2
595,Tracy McGrady,76,38.3,16.5,2001,9.0,4
596,Tony Parker,77,29.5,8.1,2001,28.0,0
597,Tony Delk,63,23.0,9.0,2001,16.0,5
598,Tony Battie,74,24.6,9.3,2001,5.0,4
599,Todd MacCulloch,62,24.2,9.9,2001,47.0,2
600,Tim Thomas,74,26.9,8.3,2001,7.0,4
601,Tim James,9,4.5,-1.9,2001,25.0,2
602,Tim Duncan,82,40.6,20.7,2001,1.0,4
603,Terence Morris,68,16.4,6.2,2001,33.0,0
604,Tariq Abdul-Wahad,24,18.4,4.4,2001,11.0,4
605,Stromile Swift,68,26.5,10.8,2001,2.0,1
606,Steven Hunter,53,9.7,4.8,2001,15.0,0
607,Steve Nash,82,34.6,13.6,2001,15.0,5
608,Steve Francis,57,41.1,12.7,2001,2.0,2
609,Stephon Marbury,82,38.9,12.3,2001,4.0,5
610,Stephen Jackson,23,9.8,4.6,2001,42.0,4
611,Speedy Claxton,67,22.8,8.8,2001,20.0,1
612,Shawn Marion,81,38.4,14.3,2001,9.0,2
613,Shareef Abdur-Rahim,77,38.7,13.9,2001,3.0,5
614,Shane Battier,78,39.7,8.3,2001,6.0,0
615,Shandon Anderson,82,19.5,6.4,2001,54.0,5
616,Shammond Williams,50,12.1,10.2,2001,34.0,3
617,Sean Marks,21,15.2,7.4,2001,44.0,3
618,Scott Padgett,75,17.2,10.9,2001,28.0,2
619,Scot Pollard,80,23.5,10.2,2001,19.0,4
620,Samuel Dalembert,34,5.2,8.0,2001,26.0,0
621,Samaki Walker,69,24.0,10.4,2001,9.0,5
622,Ryan Bowen,75,22.5,6.6,2001,55.0,3
623,Ruben Patterson,75,23.5,11.1,2001,31.0,3
624,Ruben Boumtje-Boumtje,33,7.4,2.1,2001,49.0,0
625,Ron Mercer,53,32.4,7.1,2001,6.0,4
626,Rodney White,16,8.0,7.7,2001,9.0,0
627,Rodney Buford,63,28.1,7.3,2001,53.0,2
628,Robert Traylor,61,11.1,7.1,2001,6.0,3
629,Ricky Davis,82,23.9,10.7,2001,21.0,3
630,Richard Jefferson,79,24.3,9.2,2001,13.0,0
631,Richard Hamilton,63,34.9,10.4,2001,7.0,2
632,Ray Allen,69,36.6,13.7,2001,5.0,5
633,Rasho Nesterovic,82,27.1,7.4,2001,17.0,3
634,Rashard Lewis,71,36.4,12.1,2001,32.0,3
635,Randy Livingston,13,13.6,8.1,2001,42.0,5
636,Rafer Alston,50,11.9,10.4,2001,39.0,3
637,Raef LaFrentz,78,31.5,10.1,2001,3.0,3
638,Quincy Lewis,36,13.5,2.5,2001,19.0,2
639,Quentin Richardson,81,26.6,11.3,2001,18.0,1
640,Primoz Brezec,22,7.3,2.9,2001,27.0,1
641,Predrag Drobnjak,64,18.3,7.6,2001,48.0,4
642,Peja Stojakovic,71,37.3,12.5,2001,14.0,5
643,Paul Pierce,82,40.2,15.3,2001,10.0,3
644,Pau Gasol,82,36.6,13.4,2001,3.0,0
645,Patrick Ewing,65,13.8,9.7,2013,43.0,5
646,Pat Garrity,80,30.0,7.1,2001,19.0,3
647,Othella Harrington,77,20.3,8.1,2001,30.0,5
648,Olumide Oyedeji,36,6.2,8.2,2001,42.0,1
649,Obinna Ekezie,29,5.1,6.1,2001,37.0,2
650,Nazr Mohammed,82,26.5,8.4,2001,29.0,3
651,Morris Peterson,63,31.6,9.2,2001,21.0,1
652,Moochie Norris,82,27.4,9.3,2001,33.0,5
653,Mike Miller,63,33.8,9.5,2001,5.0,1
654,Mike Bibby,80,33.2,9.7,2001,2.0,3
655,Michael Ruffin,15,11.2,2.3,2001,32.0,2
656,Michael Redd,67,21.2,13.0,2001,43.0,1
657,Michael Olowokandi,80,32.1,9.2,2001,1.0,3
658,Michael Doleac,42,16.9,5.5,2001,12.0,3
659,Michael Dickerson,4,31.4,2.6,2001,14.0,3
660,Michael Bradley,26,4.5,6.5,2001,17.0,0
661,Metta World Peace,55,29.8,9.7,2001,16.0,2
662,Matt Harpring,81,31.4,10.0,2001,15.0,3
663,Mateen Cleaves,32,4.8,6.3,2001,14.0,1
664,Mark Pope,45,9.5,3.9,2001,52.0,5
665,Mark Madsen,59,11.0,5.9,2001,29.0,1
666,Mark Blount,44,9.4,5.0,2001,54.0,4
667,Marcus Fizer,76,25.9,9.7,2001,4.0,1
668,Marcus Camby,29,34.8,10.8,2001,2.0,5
669,Marc Jackson,39,12.8,6.8,2001,37.0,4
670,Mamadou N'diaye,5,9.4,15.2,2001,26.0,1
671,Malik Rose,82,21.1,11.2,2001,44.0,5
672,Lorenzen Wright,43,29.1,10.6,2001,7.0,5
673,Loren Woods,60,8.6,5.5,2001,45.0,0
674,Leon Smith,14,7.2,9.3,2001,29.0,2
675,Lee Nailon,79,24.2,9.1,2001,43.0,2
676,Lavor Postell,23,7.7,8.0,2001,39.0,1
677,Larry Hughes,73,28.0,9.8,2001,8.0,3
678,Lamar Odom,29,34.5,10.9,2001,4.0,2
679,Kwame Brown,57,14.3,7.1,2001,1.0,0
680,Kobe Bryant,80,38.3,15.6,2001,13.0,5
681,Kirk Haston,15,5.2,2.1,2001,16.0,0
682,Keyon Dooling,14,11.2,2.5,2001,10.0,1
683,Kerry Kittles,82,31.7,10.8,2001,8.0,5
684,Keon Clark,81,27.0,11.5,2001,13.0,3
685,Kenyon Martin,73,34.3,8.8,2001,1.0,1
686,Kenny Thomas,72,34.5,10.5,2001,22.0,2
687,Kenny Satterfield,36,15.6,8.4,2001,53.0,0
688,Kelvin Cato,75,25.6,9.1,2001,15.0,4
689,Keith Van Horn,81,30.4,11.7,2001,2.0,4
690,Kedrick Brown,29,8.5,7.8,2001,11.0,0
691,Jumaine Jones,81,26.5,9.1,2001,27.0,2
692,Joseph Forte,8,4.8,3.4,2001,21.0,0
693,Jonathan Bender,78,21.1,6.9,2001,5.0,2
694,John Wallace,46,10.5,7.6,2001,18.0,5
695,Joel Przybilla,71,15.9,4.4,2001,9.0,1
696,Joe Johnson,77,24.9,8.2,2001,10.0,0
697,Jeryl Sasser,7,4.9,2.6,2001,22.0,0
698,Jerome Williams,68,24.1,10.5,2001,26.0,5
699,Jerome Moiso,15,5.0,7.4,2001,11.0,1
700,Jerome James,56,17.0,5.1,2001,36.0,3
701,Jermaine O'Neal,72,37.6,12.8,2001,17.0,5
702,Jelani McCoy,21,5.0,6.1,2001,33.0,3
703,Jeff Trepagnier,12,6.3,5.5,2001,35.0,0
704,Jeff McInnis,81,37.4,9.2,2001,37.0,5
705,Jeff Foster,82,21.8,8.8,2001,21.0,2
706,Jason Williams,65,34.4,10.8,2001,7.0,3
707,Jason Terry,78,38.0,12.7,2001,10.0,2
708,Jason Richardson,80,32.8,8.3,2001,5.0,0
709,Jason Hart,10,9.3,9.6,2001,49.0,1
710,Jason Collins,77,18.2,7.0,2001,18.0,0
711,Jason Collier,25,14.5,6.7,2001,15.0,1
712,Jarron Collins,70,20.6,5.9,2001,52.0,0
713,Jamison Brewer,13,3.2,10.5,2001,40.0,0
714,James Posey,73,30.7,8.4,2001,18.0,2
715,Jamal Crawford,23,20.9,9.8,2001,8.0,1
716,Jamaal Tinsley,80,30.5,9.5,2001,27.0,0
717,Jamaal Magloire,82,18.9,13.1,2001,19.0,1
718,Jake Voskuhl,59,15.3,8.3,2001,33.0,1
719,Jake Tsakalidis,67,23.6,6.6,2001,25.0,1
720,Jahidi White,71,19.0,8.9,2001,43.0,3
721,Jacque Vaughn,82,22.6,9.7,2001,27.0,4
722,Jabari Smith,23,7.9,5.8,2001,45.0,1
723,Hedo Turkoglu,80,24.6,9.9,2001,16.0,1
724,Hanno Mottola,82,16.7,5.0,2001,40.0,1
725,Greg Buckner,44,20.1,6.9,2001,53.0,3
726,Glen Rice,20,30.3,4.9,2018,35.0,5
727,Gilbert Arenas,47,24.5,10.4,2001,30.0,0
728,Gerald Wallace,54,8.0,6.9,2001,25.0,0
729,Felipe Lopez,67,8.6,3.8,2001,24.0,3
730,Evan Eschmeyer,31,9.6,4.8,2001,34.0,2
731,Etan Thomas,47,13.2,10.4,2001,12.0,1
732,Ernest Brown,3,7.1,-11.7,2001,52.0,1
733,Erick Dampier,73,23.8,5.4,2001,10.0,5
734,Erick Barkley,19,11.9,5.9,2001,28.0,1
735,Elton Brand,80,37.7,15.1,2001,1.0,2
736,Eduardo Najera,62,21.8,8.2,2001,38.0,1
737,Eddy Curry,72,16.0,7.5,2001,4.0,0
738,Eddie House,64,19.2,8.6,2001,37.0,1
739,Eddie Griffin,73,26.0,8.9,2001,7.0,0
740,Earl Watson,64,15.1,7.2,2001,39.0,0
741,Donnell Harvey,47,18.0,9.8,2001,22.0,1
742,Dirk Nowitzki,76,38.0,15.9,2001,9.0,3
743,Dion Glover,55,21.0,8.3,2001,20.0,2
744,Devean George,82,21.5,8.5,2001,23.0,2
745,Desmond Mason,75,32.2,9.0,2001,17.0,1
746,Derrick Dial,32,9.3,10.8,2001,52.0,3
747,Derek Fisher,70,28.2,9.0,2001,24.0,5
748,Derek Anderson,70,26.5,10.4,2001,13.0,4
749,DerMarr Johnson,72,23.9,6.7,2001,6.0,1
750,Dee Brown,7,9.5,-1.8,2001,46.0,5
751,DeShawn Stevenson,67,16.9,5.4,2001,23.0,1
752,DeSagana Diop,18,6.1,-0.4,2001,8.0,0
753,Darius Miles,82,27.1,10.2,2001,3.0,1
754,Danny Fortson,77,28.8,12.1,2001,10.0,4
755,Dan Langhi,34,12.7,5.6,2001,31.0,1
756,Damone Brown,17,3.8,-2.4,2001,36.0,0
757,Dalibor Bagaric,50,12.7,3.9,2001,24.0,1
758,Cuttino Mobley,74,42.1,10.0,2001,41.0,3
759,Courtney Alexander,56,23.6,8.6,2001,13.0,1
760,Corey Maggette,63,25.7,8.6,2001,13.0,2
761,Chris Mihm,74,22.4,4.8,2001,7.0,1
762,Chris Crawford,7,18.7,7.4,2001,50.0,4
763,Chauncey Billups,82,28.7,11.7,2001,3.0,4
764,Charles Smith,60,19.1,7.4,2001,26.0,4
765,Cedric Henderson,12,5.8,8.1,2001,44.0,4
766,Calvin Booth,15,18.5,5.7,2001,35.0,2
767,Cal Bowdler,52,11.2,5.0,2001,17.0,2
768,Bryce Drew,61,12.7,9.3,2001,16.0,3
769,Bruno Sundov,22,3.9,4.0,2001,35.0,3
770,Brian Skinner,65,17.0,7.3,2001,22.0,3
771,Brian Scalabrine,28,10.4,2.9,2001,34.0,0
772,Brian Cardinal,8,5.3,9.7,2001,44.0,1
773,Brevin Knight,53,21.7,11.3,2001,16.0,4
774,Brendan Haywood,62,20.4,7.9,2001,20.0,0
775,Brandon Armstrong,35,5.6,-1.2,2001,23.0,0
776,Bonzi Wells,74,31.8,11.7,2001,11.0,3
777,Bobby Simmons,30,11.3,7.5,2001,41.0,0
778,Bobby Jackson,81,21.6,11.4,2001,23.0,4
779,Baron Davis,82,40.5,12.1,2001,3.0,2
780,Austin Croshere,76,16.9,11.1,2001,12.0,4
781,Antonis Fotsis,28,11.3,7.7,2001,47.0,0
782,Antonio Daniels,82,26.5,9.7,2001,4.0,4
783,Antoine Walker,81,42.1,12.6,2001,6.0,5
784,Anthony Johnson,34,10.8,8.7,2001,39.0,4
785,Antawn Jamison,82,37.0,10.7,2001,4.0,3
786,Ansu Sesay,9,15.7,8.4,2001,30.0,3
787,Andrei Kirilenko,82,26.3,12.5,2001,24.0,2
788,Andre Miller,81,37.3,14.8,2001,8.0,2
789,Amal McCaskill,27,5.7,3.3,2001,49.0,5
790,Alvin Williams,82,35.8,9.8,2001,47.0,4
791,Alvin Jones,23,5.4,-0.6,2001,56.0,0
792,Alton Ford,53,8.5,4.9,2001,50.0,0
793,Allen Iverson,60,43.7,14.9,2001,1.0,5
794,Al Harrington,44,29.8,9.3,2001,25.0,3
795,Adonal Foyle,79,18.8,6.9,2001,8.0,4
796,A.J. Guyton,45,13.4,8.3,2001,32.0,1
797,A.J. Guyton,2,4.3,-7.5,2002,32.0,2
798,Adonal Foyle,82,21.8,9.2,2002,8.0,5
799,Al Harrington,82,30.1,8.5,2002,25.0,4
800,Allen Iverson,82,42.5,13.7,2002,1.0,6
801,Alton Ford,11,2.7,-3.8,2002,50.0,1
802,Alvin Williams,78,33.9,11.0,2002,47.0,5
803,Amal McCaskill,11,6.3,4.1,2002,49.0,6
804,Amar'e Stoudemire,82,31.3,10.2,2002,9.0,0
805,Andre Miller,80,36.4,10.3,2002,8.0,3
806,Andrei Kirilenko,80,27.7,14.5,2002,24.0,3
807,Ansu Sesay,45,9.9,2.7,2002,30.0,4
808,Antawn Jamison,82,39.4,11.6,2002,4.0,4
809,Anthony Johnson,66,12.8,8.5,2002,39.0,5
810,Antoine Walker,78,41.5,10.5,2002,6.0,6
811,Antonio Daniels,67,13.0,9.6,2002,4.0,5
812,Austin Croshere,49,12.9,12.8,2002,12.0,5
813,Baron Davis,50,37.9,11.4,2002,3.0,3
814,Bobby Jackson,59,28.4,13.0,2002,23.0,5
815,Bobby Simmons,36,10.4,6.6,2002,41.0,1
816,Bonzi Wells,75,32.0,10.2,2002,11.0,4
817,Bostjan Nachbar,14,5.6,0.3,2002,15.0,0
818,Brandon Armstrong,17,4.1,0.9,2002,23.0,1
819,Brendan Haywood,81,23.8,6.4,2002,20.0,1
820,Brevin Knight,55,16.9,8.0,2002,16.0,5
821,Brian Cardinal,5,2.9,9.7,2002,44.0,2
822,Brian Scalabrine,59,12.2,6.7,2002,34.0,1
823,Brian Skinner,77,18.0,9.6,2002,22.0,4
824,Bruno Sundov,26,5.3,-1.5,2002,35.0,4
825,Bryce Drew,13,6.1,8.4,2002,16.0,4
826,Calvin Booth,47,12.2,5.9,2002,35.0,3
827,Carlos Boozer,81,25.3,12.4,2002,34.0,0
828,Caron Butler,78,36.6,10.1,2002,10.0,0
829,Casey Jacobsen,72,15.9,5.0,2002,22.0,0
830,Charles Smith,3,4.4,-1.7,2002,26.0,5
831,Chauncey Billups,74,31.5,14.8,2002,3.0,5
832,Chris Crawford,5,7.6,14.9,2002,50.0,5
833,Chris Jefferies,51,13.1,3.3,2002,27.0,0
834,Chris Mihm,52,15.5,7.5,2002,7.0,2
835,Chris Owens,1,6.3,7.1,2002,47.0,0
836,Chris Wilcox,46,10.4,8.2,2002,8.0,0
837,Corey Benjamin,9,16.7,4.7,2002,28.0,4
838,Corey Maggette,64,31.3,10.7,2002,13.0,3
839,Courtney Alexander,66,20.6,5.4,2002,13.0,2
840,Cuttino Mobley,73,41.7,9.4,2002,41.0,4
841,Dajuan Wagner,47,29.5,6.0,2002,6.0,0
842,Dalibor Bagaric,10,7.6,4.3,2002,24.0,2
843,Damone Brown,5,23.0,-0.2,2002,36.0,1
844,Dan Dickau,50,10.4,6.0,2002,28.0,0
845,Dan Gadzuric,49,15.5,5.3,2002,33.0,0
846,Dan Langhi,60,9.0,5.9,2002,31.0,2
847,Danny Fortson,17,13.0,5.9,2002,10.0,5
848,Darius Miles,67,29.9,6.6,2002,3.0,2
849,DeSagana Diop,80,11.8,3.3,2002,8.0,1
850,DeShawn Stevenson,61,12.5,5.4,2002,23.0,2
851,Derek Anderson,76,33.6,11.1,2002,13.0,5
852,Derek Fisher,82,34.5,7.8,2002,24.0,6
853,Desmond Mason,80,34.6,10.1,2002,17.0,2
854,Devean George,71,22.7,7.1,2002,23.0,3
855,Dion Glover,76,24.8,8.9,2002,20.0,3
856,Dirk Nowitzki,80,39.0,17.9,2002,9.0,4
857,Donnell Harvey,77,21.0,10.7,2002,22.0,2
858,Drew Gooden,70,26.8,9.3,2002,4.0,0
859,Earl Watson,79,17.2,10.3,2002,39.0,1
860,Eddie Griffin,77,24.4,10.0,2002,7.0,1
861,Eddie House,55,18.6,8.5,2002,37.0,2
862,Eddy Curry,81,19.5,10.0,2002,4.0,1
863,Eduardo Najera,48,22.9,8.4,2002,38.0,2
864,Efthimios Rentzias,35,4.1,5.1,2002,23.0,6
865,Elton Brand,62,39.5,14.1,2002,1.0,3
866,Erick Dampier,82,24.1,8.3,2002,10.0,6
867,Etan Thomas,38,13.5,9.4,2002,12.0,2
868,Evan Eschmeyer,17,8.0,1.8,2002,34.0,3
869,Flip Murray,14,4.5,4.2,2002,41.0,0
870,Frank Williams,21,8.0,4.8,2002,25.0,0
871,Fred Jones,19,5.9,2.5,2002,14.0,0
872,Gerald Wallace,47,12.2,8.0,2002,25.0,1
873,Gilbert Arenas,82,35.0,11.6,2002,30.0,1
874,Glen Rice,62,24.7,7.7,2019,35.0,6
875,Gordan Giricek,76,28.3,7.8,2002,40.0,3
876,Greg Buckner,75,20.2,6.8,2002,53.0,4
877,Hedo Turkoglu,67,17.6,8.4,2002,16.0,2
878,Igor Rakocevic,42,5.7,5.3,2002,51.0,2
879,Jacque Vaughn,80,21.1,6.6,2002,27.0,5
880,Jahidi White,16,14.4,6.8,2002,43.0,4
881,Jake Tsakalidis,33,16.4,5.3,2002,25.0,2
882,Jake Voskuhl,65,14.6,5.9,2002,33.0,2
883,Jamaal Magloire,82,29.8,10.1,2002,19.0,2
884,Jamaal Tinsley,73,30.7,9.9,2002,27.0,1
885,Jamal Crawford,80,24.8,11.1,2002,8.0,2
886,Jamal Sampson,5,1.8,14.3,2002,46.0,0
887,James Posey,83,30.3,10.2,2002,18.0,3
888,Jamison Brewer,10,8.0,8.4,2002,40.0,1
889,Jared Jeffries,20,14.5,7.3,2002,11.0,0
890,Jarron Collins,22,19.1,2.9,2002,52.0,1
891,Jason Collier,13,8.1,10.1,2002,15.0,2
892,Jason Collins,81,23.4,5.8,2002,18.0,1
893,Jason Richardson,82,32.9,8.6,2002,5.0,1
894,Jason Terry,81,38.1,12.7,2002,10.0,3
895,Jason Williams,76,31.6,11.2,2002,7.0,4
896,Jay Williams,75,26.1,8.2,2002,2.0,0
897,Jeff Foster,77,10.4,8.5,2002,21.0,3
898,Jeff McInnis,75,17.5,6.7,2002,37.0,6
899,Jeff Trepagnier,8,12.1,11.7,2002,35.0,1
900,Jelani McCoy,67,20.4,8.4,2002,33.0,4
901,Jermaine O'Neal,77,37.2,15.1,2002,17.0,6
902,Jerome James,51,15.0,6.3,2002,36.0,4
903,Jerome Moiso,51,12.5,10.9,2002,11.0,2
904,Jerome Williams,71,33.0,10.7,2002,26.0,6
905,Jeryl Sasser,75,13.7,5.8,2002,22.0,1
906,Jiri Welsch,37,6.2,0.6,2002,16.0,0
907,Joe Johnson,82,27.5,7.9,2002,10.0,1
908,Joel Przybilla,32,17.0,3.6,2002,9.0,2
909,John Salmons,64,7.7,5.9,2002,26.0,0
910,Jonathan Bender,46,17.8,8.5,2002,5.0,3
911,Joseph Forte,17,5.0,2.3,2002,21.0,1
912,Juan Dixon,42,15.4,7.3,2002,17.0,0
913,Jumaine Jones,80,27.5,9.0,2002,27.0,3
914,Kareem Rush,76,11.5,3.6,2002,20.0,0
915,Kedrick Brown,51,13.1,5.8,2002,11.0,1
916,Keith Van Horn,74,31.6,11.0,2002,2.0,5
917,Kelvin Cato,73,17.2,10.8,2002,15.0,5
918,Ken Johnson,16,9.7,3.8,2002,48.0,1
919,Kenny Satterfield,39,12.8,3.4,2002,53.0,1
920,Kenny Thomas,66,30.0,10.6,2002,22.0,3
921,Kenyon Martin,77,34.1,11.9,2002,1.0,2
922,Keon Clark,80,22.2,9.4,2002,13.0,4
923,Kerry Kittles,65,30.1,12.8,2002,8.0,6
924,Keyon Dooling,55,17.6,5.9,2002,10.0,2
925,Kirk Haston,12,4.8,-9.5,2002,16.0,1
926,Kobe Bryant,82,41.5,18.0,2002,13.0,6
927,Kwame Brown,80,22.2,9.1,2002,1.0,1
928,Lamar Odom,49,34.2,10.1,2002,4.0,3
929,Larry Hughes,67,31.9,10.6,2002,8.0,4
930,Lavor Postell,12,8.2,3.1,2002,39.0,2
931,Lee Nailon,38,10.7,8.6,2002,43.0,3
932,Lonny Baxter,55,12.4,5.2,2002,43.0,0
933,Loren Woods,38,9.2,6.9,2002,45.0,1
934,Lorenzen Wright,70,28.3,9.0,2002,7.0,6
935,Maceo Baston,16,6.5,11.7,2002,58.0,4
936,Malik Rose,79,24.4,11.8,2002,44.0,6
937,Mamadou N'diaye,22,16.6,6.4,2002,26.0,2
938,Manu Ginobili,69,20.8,8.8,2002,57.0,3
939,Marc Jackson,77,13.5,7.6,2002,37.0,5
940,Marcus Camby,29,21.2,12.7,2002,2.0,6
941,Marcus Fizer,38,21.3,12.6,2002,4.0,2
