name,salary,season_start,season_end
Jimmy Butler ,34379100,2020,2021
Tobias Harris ,34358850,2020,2021
Blake Griffin ,33900241,2020,2021
Kyrie Irving ,33722850,2020,2021
Khris Middleton ,33051724,2020,2021
Anthony Davis ,32742000,2020,2021
Damian Lillard ,31626953,2020,2021
Kevin Love ,31258256,2020,2021
Ben Simmons ,30559200,2020,2021
Pascal Siakam ,30559200,2020,2021
Kyle Lowry ,30500000,2020,2021
Steven Adams ,29592695,2020,2021
Nikola Jokic ,29542010,2020,2021
Andrew Wiggins ,29542010,2020,2021
Joel Embiid ,29542010,2020,2021
Kristaps Porzingis ,29467800,2020,2021
Karl-Anthony Towns ,29467800,2020,2021
Devin Booker ,29467800,2020,2021
CJ McCollum ,29354152,2020,2021
Andre Drummond ,28751774,2020,2021
Bradley Beal ,28751774,2020,2021
D'Angelo Russell ,28649250,2020,2021
Gordon Hayward ,28500000,2020,2021
Otto Porter ,28489239,2020,2021
DeMar DeRozan ,27739975,2020,2021
Giannis Antetokounmpo ,27528088,2020,2021
Rudy Gobert ,27525281,2020,2021
Al Horford ,27500000,2020,2021
Jamal Murray ,27285000,2020,2021
Brandon Ingram ,27285000,2020,2021
Jrue Holiday ,27026011,2020,2021
Nikola Vucevic ,26000000,2020,2021
Jaylen Brown ,25035118,2020,2021
Buddy Hield ,24931817,2020,2021
Draymond Green ,22246956,2020,2021
Harrison Barnes ,22215909,2020,2021
Fred VanVleet ,21250000,2020,2021
Victor Oladipo ,21000000,2020,2021
Malcolm Brogdon ,20700000,2020,2021
Julius Randle ,19845000,2020,2021
Domantas Sabonis ,19800000,2020,2021
Gary Harris ,19610714,2020,2021
Danilo Gallinari ,19500000,2020,2021
Zach LaVine ,19500000,2020,2021
Jerami Grant ,19050000,2020,2021
Tim Hardaway Jr ,18975000,2020,2021
Terry Rozier ,18900000,2020,2021
Aaron Gordon ,18136364,2020,2021
Clint Capela ,18000000,2020,2021
Bogdan Bogdanovic ,18000000,2020,2021
Myles Turner ,18000000,2020,2021
Goran Dragic ,18000000,2020,2021
Bojan Bogdanovic ,17850000,2020,2021
LaMarcus Aldridge ,17628340,2020,2021
Gorgui Dieng ,17587688,2020,2021
Evan Fournier ,17150000,2020,2021
Ricky Rubio ,17000000,2020,2021
Eric Bledsoe ,16875000,2020,2021
Eric Gordon ,16869267,2020,2021
Caris LeVert ,16203704,2020,2021
Joe Harris ,16071429,2020,2021
James Johnson ,16047100,2020,2021
Dennis Schroeder ,15500000,2020,2021
Cody Zeller ,15415730,2020,2021
Danny Green ,15365853,2020,2021
Jonas Valanciunas ,15000000,2020,2021
Andre Iguodala ,15000000,2020,2021
Davis Bertans ,15000000,2020,2021
Marcus Morris ,14883721,2020,2021
Rudy Gay ,14500000,2020,2021
Kelly Oubre ,14375000,2020,2021
Dejounte Murray ,14286000,2020,2021
Will Barton ,13723214,2020,2021
Thaddeus Young ,13545000,2020,2021
Patrick Mills ,13535714,2020,2021
Terrence Ross ,13500000,2020,2021
Malik Beasley ,13425895,2020,2021
Patrick Beverley ,13333333,2020,2021
Christian Wood ,13015874,2020,2021
JJ Redick ,13013700,2020,2021
Justise Winslow ,13000000,2020,2021
Marcus Smart ,12946428,2020,2021
Jusuf Nurkic ,12888889,2020,2021
Kelly Olynyk ,12819650,2020,2021
Trevor Ariza ,12800000,2020,2021
Brook Lopez ,12697675,2020,2021
Dion Waiters ,12650000,2020,2021
Cory Joseph ,12600000,2020,2021
Markelle Fultz ,12288697,2020,2021
Taurean Prince ,12250000,2020,2021
Tony Snell ,12178571,2020,2021
Robert Covington ,12138345,2020,2021
Kentavious Caldwell-Pope ,12073020,2020,2021
TJ Warren ,12000000,2020,2021
Larry Nance Jr ,11709091,2020,2021
Nicolas Batum ,11608231,2020,2021
Jordan Clarkson ,11500000,2020,2021
Spencer Dinwiddie ,11454048,2020,2021
Dillon Brooks ,11400000,2020,2021
Dwight Powell ,11080125,2020,2021
Lonzo Ball ,11003782,2020,2021
Josh Richardson ,10865952,2020,2021
Norman Powell ,10865952,2020,2021
Jeremy Lamb ,10500000,2020,2021
DeAndre Jordan ,10375678,2020,2021
Joe Ingles ,10363637,2020,2021
Zion Williamson ,10245480,2020,2021
Paul Millsap ,10100000,2020,2021
Rodney Hood ,10047450,2020,2021
Deandre Ayton ,10018200,2020,2021
Tomas Satoransky ,10000000,2020,2021
Jayson Tatum ,9897120,2020,2021
Anthony Edwards ,9757440,2020,2021
Al-Farouq Aminu ,9720900,2020,2021
Dante Exum ,9600000,2020,2021
George Hill ,9590602,2020,2021
De'Anthony Melton ,9571712,2020,2021
Kyle Anderson ,9505100,2020,2021
Meyers Leonard ,9400000,2020,2021
Tristan Thompson ,9258000,2020,2021
Serge Ibaka ,9258000,2020,2021
Montrezl Harrell ,9258000,2020,2021
Jae Crowder ,9258000,2020,2021
Derrick Jones ,9258000,2020,2021
Derrick Favors ,9258000,2020,2021
Dario Saric ,9250000,2020,2021
Ja Morant ,9166800,2020,2021
Delon Wright ,9000000,2020,2021
Marvin Bagley ,8963640,2020,2021
Cedi Osman ,8840580,2020,2021
Tyus Jones ,8817143,2020,2021
James Wiseman ,8730240,2020,2021
Royce O'Neale ,8500000,2020,2021
Maxi Kleber ,8475000,2020,2021
Thomas Bryant ,8333333,2020,2021
RJ Barrett ,8231760,2020,2021
Jakob Poeltl ,8101852,2020,2021
De'Aaron Fox ,8099627,2020,2021
Luka Doncic ,8049360,2020,2021
Louis Williams ,8000000,2020,2021
Mason Plumlee ,8000000,2020,2021
PJ Tucker ,7969537,2020,2021
LaMelo Ball ,7839960,2020,2021
Seth Curry ,7834449,2020,2021
Derrick Rose ,7682926,2020,2021
Cristiano Felicio ,7529020,2020,2021
Rajon Rondo ,7500000,2020,2021
De'Andre Hunter ,7422000,2020,2021
Jonathan Isaac ,7362565,2020,2021
Doug McDermott ,7333333,2020,2021
Robin Lopez ,7300000,2020,2021
Jaren Jackson Jr ,7257360,2020,2021
JaMychal Green ,7199760,2020,2021
Nemanja Bjelica ,7150000,2020,2021
Patrick Williams ,7068360,2020,2021
Ivica Zubac ,7000000,2020,2021
Darius Miller ,7000000,2020,2021
Aron Baynes ,7000000,2020,2021
Jabari Parker ,6930729,2020,2021
Lauri Markkanen ,6731508,2020,2021
Darius Garland ,6720720,2020,2021
DJ Augustin ,6666667,2020,2021
Trae Young ,6571800,2020,2021
Chris Boucher ,6500000,2020,2021
Juan Hernangomez ,6493000,2020,2021
Joakim Noah ,6431666,2020,2021
Isaac Okoro ,6400920,2020,2021
Frank Ntilikina ,6176578,2020,2021
DeMarre Carroll ,6119676,2020,2021
Jarrett Culver ,6104280,2020,2021
Alec Burks ,6000000,2020,2021
Ishmael Smith ,6000000,2020,2021
Mo Bamba ,5969040,2020,2021
Onyeka Okongwu ,5813640,2020,2021
Justin Holiday ,5720400,2020,2021
Dennis Smith ,5686677,2020,2021
Avery Bradley ,5635000,2020,2021
Timofey Mozgov ,5573333,2020,2021
Coby White ,5572680,2020,2021
Trey Lyles ,5500000,2020,2021
Wendell Carter ,5448840,2020,2021
Zach Collins ,5406255,2020,2021
Malik Monk ,5345687,2020,2021
Killian Hayes ,5307120,2020,2021
Luke Kennard ,5273826,2020,2021
Ryan Anderson ,5214583,2020,2021
Donovan Mitchell ,5195501,2020,2021
Rodney McGruder ,5192307,2020,2021
Bam Adebayo ,5115492,2020,2021
Justin Jackson ,5109637,2020,2021
Jaxson Hayes ,5105160,2020,2021
Ed Davis ,5005350,2020,2021
Mike Scott ,5005350,2020,2021
Enes Kanter ,5005350,2020,2021
Richaun Holmes ,5005350,2020,2021
Daniel Theis ,5000000,2020,2021
Luol Deng ,5000000,2020,2021
Nerlens Noel ,5000000,2020,2021
Collin Sexton ,4991880,2020,2021
Pat Connaughton ,4938273,2020,2021
Obi Toppin ,4862040,2020,2021
Kevon Looney ,4821429,2020,2021
Kris Dunn ,4767000,2020,2021
Garrett Temple ,4767000,2020,2021
Josh Jackson ,4767000,2020,2021
Elfrid Payton ,4767000,2020,2021
Rui Hachimura ,4692840,2020,2021
Denzel Valentine ,4642800,2020,2021
Kevin Knox ,4588680,2020,2021
DJ Wilson ,4548280,2020,2021
Deni Avdija ,4469160,2020,2021
Cam Reddish ,4458000,2020,2021
TJ Leaf ,4431423,2020,2021
Mikal Bridges ,4359000,2020,2021
Jalen Smith ,4245720,2020,2021
Cameron Johnson ,4235160,2020,2021
JaVale McGee ,4200000,2020,2021
Reggie Bullock ,4200000,2020,2021
Shai Gilgeous-Alexander ,4141320,2020,2021
John Collins ,4137302,2020,2021
Willie Cauley-Stein ,4100000,2020,2021
Devin Vassell ,4033440,2020,2021
PJ Washington ,4023600,2020,2021
Dorian Finney-Smith ,4000000,2020,2021
Patrick McCaw ,4000000,2020,2021
Alex Len ,3970648,2020,2021
Terrance Ferguson ,3944013,2020,2021
Miles Bridges ,3934320,2020,2021
Austin Rivers ,3929049,2020,2021
Jevon Carter ,3925000,2020,2021
Jarrett Allen ,3909902,2020,2021
Nicolo Melli ,3897436,2020,2021
OG Anunoby ,3872215,2020,2021
Gabriel Deck ,3870370,2020,2021
Tyrese Haliburton ,3831840,2020,2021
Tyler Herro ,3822240,2020,2021
Patrick Patterson ,3814771,2020,2021
Stanley Johnson ,3804150,2020,2021
Jake Layman ,3761085,2020,2021
Jerome Robinson ,3737520,2020,2021
Danuel House ,3717000,2020,2021
Kira Lewis ,3640200,2020,2021
Romeo Langford ,3631200,2020,2021
Wesley Matthews ,3623000,2020,2021
Bobby Portis ,3623000,2020,2021
Moe Harkless ,3623000,2020,2021
Wayne Ellington ,3564753,2020,2021
Kyle Kuzma ,3562178,2020,2021
Michael Porter ,3550800,2020,2021
Tony Bradley ,3542060,2020,2021
Derrick White ,3516284,2020,2021
Bismack Biyombo ,3500000,2020,2021
Boban Marjanovic ,3500000,2020,2021
TJ McConnell ,3500000,2020,2021
Luca Vildoza ,3500000,2020,2021
Josh Hart ,3491159,2020,2021
Aaron Nesmith ,3458400,2020,2021
Sekou Doumbouya ,3449400,2020,2021
Dewayne Dedmon ,3447478,2020,2021
Troy Brown ,3372840,2020,2021
Jeff Teague ,3372826,2020,2021
Michael Carter-Williams ,3300000,2020,2021
James Ennis ,3300000,2020,2021
Cole Anthony ,3285120,2020,2021
Taj Gibson ,3283684,2020,2021
Facundo Campazzo ,3200000,2020,2021
Jon Leuer ,3169348,2020,2021
Isaiah Stewart ,3121080,2020,2021
Chuma Okeke ,3121080,2020,2021
Nickeil Alexander-Walker ,3113160,2020,2021
DeMarcus Cousins ,3051832,2020,2021
Donte DiVincenzo ,3044160,2020,2021
Khem Birch ,3011499,2020,2021
Ryan Arcidiacono ,3000000,2020,2021
Trey Burke ,3000000,2020,2021
Aleksej Pokusevski ,2964840,2020,2021
Goga Bitadze ,2957520,2020,2021
Lonnie Walker ,2895720,2020,2021
Ben McLemore ,2893630,2020,2021
Andrew Nicholson ,2844429,2020,2021
Luka Samanic ,2824320,2020,2021
Josh Green ,2816760,2020,2021
Kevin Huerter ,2761920,2020,2021
Alex Caruso ,2750000,2020,2021
Marko Guduric ,2750000,2020,2021
Matisse Thybulle ,2711280,2020,2021
Saddiq Bey ,2689920,2020,2021
Josh Okogie ,2651040,2020,2021
Vincent Poirier ,2619207,2020,2021
Brandon Clarke ,2602920,2020,2021
Precious Achiuwa ,2582160,2020,2021
Jeff Green ,2564753,2020,2021
Jose Juan Barea ,2564753,2020,2021
Marc Gasol ,2564753,2020,2021
Jared Dudley ,2564753,2020,2021
Udonis Haslem ,2564753,2020,2021
Dwight Howard ,2564753,2020,2021
Carmelo Anthony ,2564753,2020,2021
Grayson Allen ,2545320,2020,2021
Grant Williams ,2498760,2020,2021
Tyrese Maxey ,2478840,2020,2021
Chandler Hutchison ,2443440,2020,2021
Mfiondu Kabengele ,2432353,2020,2021
Darius Bazley ,2399160,2020,2021
Moritz Wagner ,2383915,2020,2021
Zeke Nnaji ,2379840,2020,2021
Aaron Holiday ,2345640,2020,2021
Bryn Forbes ,2337145,2020,2021
Reggie Jackson ,2331593,2020,2021
Markieff Morris ,2331593,2020,2021
E'Twaun Moore ,2331593,2020,2021
Kent Bazemore ,2320044,2020,2021
Hassan Whiteside ,2320044,2020,2021
Ty Jerome ,2303040,2020,2021
Mike Muscala ,2283034,2020,2021
Anfernee Simons ,2252040,2020,2021
Luke Kornet ,2250000,2020,2021
Brad Wanamaker ,2250000,2020,2021
Monta Ellis ,2245400,2020,2021
Nassir Little ,2210640,2020,2021
RJ Hampton ,2193480,2020,2021
Solomon Hill ,2174318,2020,2021
Matthew Dellavedova ,2174318,2020,2021
Edmond Sumner ,2160000,2020,2021
Anderson Varejao ,2141713,2020,2021
Dylan Windler ,2137440,2020,2021
Immanuel Quickley ,2105520,2020,2021
John Konchar ,2100000,2020,2021
Landry Shamet ,2090040,2020,2021
Jordan Poole ,2063280,2020,2021
Bol Bol ,2058240,2020,2021
Keldon Johnson ,2048040,2020,2021
Payton Pritchard ,2035800,2020,2021
Robert Williams ,2029920,2020,2021
Tyler Johnson ,2028594,2020,2021
Bruno Caboclo ,2028594,2020,2021
Langston Galloway ,2028594,2020,2021
Gary Clark ,2018458,2020,2021
Jacob Evans ,2017320,2020,2021
Spencer Hawes ,2007058,2020,2021
Dzanan Musa ,2002800,2020,2021
Damyean Dotson ,2000000,2020,2021
Kenrich Williams ,2000000,2020,2021
Theo Maledon ,2000000,2020,2021
Omari Spellman ,1988280,2020,2021
Quinn Cook ,1981649,2020,2021
Mario Hezonja ,1977011,2020,2021
Cameron Payne ,1977011,2020,2021
Udoka Azubuike ,1977000,2020,2021
Jaden McDaniels ,1964760,2020,2021
Malachi Flynn ,1950600,2020,2021
Desmond Bane ,1936440,2020,2021
Jontay Porter ,1900000,2020,2021
Jahlil Okafor ,1882867,2020,2021
JaKarr Sampson ,1882867,2020,2021
Raul Neto ,1882867,2020,2021
Larry Sanders ,1865546,2020,2021
Timothe Luwawu ,1824003,2020,2021
David Nwaba ,1824003,2020,2021
Marquese Chriss ,1824003,2020,2021
Georges Niang ,1783557,2020,2021
Rodions Kurucs ,1780152,2020,2021
PJ Dozier ,1762796,2020,2021
Damion Lee ,1762796,2020,2021
Alfonzo McKinnie ,1762796,2020,2021
Furkan Korkmaz ,1762796,2020,2021
Semi Ojeleye ,1752950,2020,2021
Abdel Nader ,1752950,2020,2021
Thon Maker ,1737145,2020,2021
Willy Hernangomez ,1737145,2020,2021
Frank Kaminsky ,1737145,2020,2021
DeAndre Bembry ,1737145,2020,2021
Monte Morris ,1723707,2020,2021
Kevin Porter ,1717981,2020,2021
Brandon Goodwin ,1701593,2020,2021
Thanasis Antetokounmpo ,1701593,2020,2021
Shake Milton ,1701593,2020,2021
Ignas Brazdeikis ,1686315,2020,2021
Sterling Brown ,1678854,2020,2021
Wesley Iwundu ,1678854,2020,2021
Dwayne Bacon ,1678854,2020,2021
Torrey Craig ,1678854,2020,2021
Bruce Brown ,1663861,2020,2021
Devonte Graham ,1663861,2020,2021
Jalen Brunson ,1663861,2020,2021
Hamidou Diallo ,1663861,2020,2021
Duncan Robinson ,1663861,2020,2021
Kendrick Nunn ,1663861,2020,2021
Jarred Vanderbilt ,1663861,2020,2021
Mitchell Robinson ,1663861,2020,2021
Sviatoslav Mykhailiuk ,1663861,2020,2021
Gary Trent Jr ,1663861,2020,2021
Isaac Bonga ,1663861,2020,2021
Isaiah Hartenstein ,1620564,2020,2021
Wenyen Gabriel ,1620564,2020,2021
Josh Gray ,1620564,2020,2021
Harry Giles ,1620564,2020,2021
Drew Eubanks ,1620564,2020,2021
Bruno Fernando ,1517981,2020,2021
Carsen Edwards ,1517981,2020,2021
Nicolas Claxton ,1517981,2020,2021
Cody Martin ,1517981,2020,2021
Caleb Martin ,1517981,2020,2021
Jalen McDaniels ,1517981,2020,2021
Javonte Green ,1517981,2020,2021
Dean Wade ,1517981,2020,2021
Vlatko Cancar ,1517981,2020,2021
Eric Paschall ,1517981,2020,2021
Alen Smailagic ,1517981,2020,2021
Mychal Mulder ,1517981,2020,2021
Chris Clemons ,1517981,2020,2021
Jalen Lecque ,1517981,2020,2021
Terance Mann ,1517981,2020,2021
Talen Horton-Tucker ,1517981,2020,2021
KZ Okpala ,1517981,2020,2021
Naz Reid ,1517981,2020,2021
Jaylen Nowell ,1517981,2020,2021
Luguentz Dort ,1517981,2020,2021
Isaiah Roby ,1517981,2020,2021
Admiral Schofield ,1517981,2020,2021
Justin James ,1517981,2020,2021
Terence Davis ,1517981,2020,2021
Chris Silva ,1517981,2020,2021
Miye Oni ,1517981,2020,2021
Juwan Morgan ,1517981,2020,2021
Matt Thomas ,1517981,2020,2021
Daniel Gafford ,1517981,2020,2021
Robert Woodard ,1500000,2020,2021
Damian Jones ,1487284,2020,2021
JR Smith ,1456667,2020,2021
Jae'Sean Tate ,1445697,2020,2021
DaQuan Jeffries ,1445697,2020,2021
Kelan Martin ,1445697,2020,2021
Zylan Cheatham ,1445697,2020,2021
Paul Watson ,1445697,2020,2021
Vernon Carey ,1350000,2020,2021
Xavier Tillman ,1300000,2020,2021
Tyrell Terry ,1289846,2020,2021
Oshae Brissett ,1255493,2020,2021
Moses Brown ,1250000,2020,2021
Sindarius Thornwell ,1235889,2020,2021
Ersan Ilyasova ,1194542,2020,2021
Glenn Robinson III ,1165322,2020,2021
Zhaire Smith ,1068200,2020,2021
Khyri Thomas ,1061283,2020,2021
Guerschon Yabusele ,1039080,2020,2021
Norvel Pelle ,1014905,2020,2021
Nick Richards ,1000000,2020,2021
Lamar Stevens ,1000000,2020,2021
Jahmi'us Ramsey ,1000000,2020,2021
Kyle Singler ,999200,2020,2021
Juan Toscano-Anderson ,943963,2020,2021
Shaquille Harrison ,915048,2020,2021
Chimezie Metu ,910895,2020,2021
Deividas Sirvydis ,898310,2020,2021
KJ Martin ,898310,2020,2021
Daniel Oturu ,898310,2020,2021
Jordan Nwora ,898310,2020,2021
Sam Merrill ,898310,2020,2021
Isaiah Joe ,898310,2020,2021
CJ Elleby ,898310,2020,2021
Tre Jones ,898310,2020,2021
Elijah Hughes ,898310,2020,2021
Anthony Gill ,898310,2020,2021
Iman Shumpert ,803044,2020,2021
Theo Pinson ,802182,2020,2021
Yuta Watanabe ,737996,2020,2021
Tremont Waters ,712278,2020,2021
Frank Jackson ,699115,2020,2021
Rayjon Tucker ,693755,2020,2021
Tyler Cook ,693141,2020,2021
Garrison Mathews ,688052,2020,2021
Cole Aldrich ,685340,2020,2021
Shaun Livingston ,666666,2020,2021
Gabe Vincent ,660750,2020,2021
Tacko Fall ,653924,2020,2021
Max Strus ,647098,2020,2021
Alize Johnson ,621587,2020,2021
Anthony Tolliver ,614838,2020,2021
Paul Reed ,609128,2020,2021
Tim Frazier ,597463,2020,2021
Jordan Bell ,592368,2020,2021
Amir Coffey ,578842,2020,2021
Naji Marshall ,538391,2020,2021
Kyle Guy ,537888,2020,2021
Markus Howard ,535294,2020,2021
Skylar Mays ,532218,2020,2021
Mamadi Diakite ,529341,2020,2021
Nathan Knight ,522989,2020,2021
Jared Harper ,520487,2020,2021
Saben Lee ,516836,2020,2021
Jarrell Brantley ,510586,2020,2021
Jordan McLaughlin ,503760,2020,2021
Rondae Hollis-Jefferson ,502957,2020,2021
Reggie Perry ,489148,2020,2021
Cassius Stanley ,470690,2020,2021
Trent Forrest ,470690,2020,2021
Dakari Johnson ,459414,2020,2021
Chris Chiozza ,449115,2020,2021
Grant Riller ,449115,2020,2021
Nate Darling ,449115,2020,2021
Devon Dotson ,449115,2020,2021
Adam Mokoka ,449115,2020,2021
Marques Bolden ,449115,2020,2021
Tyler Bey ,449115,2020,2021
Nate Hinton ,449115,2020,2021
Nico Mannion ,449115,2020,2021
Jay Scrubb ,449115,2020,2021
Kostas Antetokounmpo ,449115,2020,2021
Devontae Cacok ,449115,2020,2021
Killian Tillie ,449115,2020,2021
Sean McDermott ,449115,2020,2021
Jaylen Adams ,449115,2020,2021
Josh Hall ,449115,2020,2021
Ty-Shon Alexander ,449115,2020,2021
Keljin Blevins ,449115,2020,2021
Quinndary Weatherspoon ,449115,2020,2021
Keita Bates-Diop ,449115,2020,2021
Jalen Harris ,449115,2020,2021
Cassius Winston ,449115,2020,2021
Yogi Ferrell ,444149,2020,2021
Noah Vonleh ,427725,2020,2021
Mason Jones ,424544,2020,2021
Brodric Thomas ,412202,2020,2021
Andre Roberson ,411639,2020,2021
Donta Hall ,376276,2020,2021
Brian Bowen ,375321,2020,2021
Anzejs Pasecniks ,374297,2020,2021
Freddie Gillespie ,363015,2020,2021
AJ Hammons ,350087,2020,2021
Karim Mane ,344557,2020,2021
Will Magnay ,341481,2020,2021
Greg Whittington ,332252,2020,2021
Raymond Spalding ,289156,2020,2021
Chasson Randle ,279927,2020,2021
Justin Patton ,267623,2020,2021
Gary Payton II ,249864,2020,2021
Mike James ,237648,2020,2021
Charlie Brown ,217844,2020,2021
Anthony Lamb ,215330,2020,2021
Justin Robinson ,198040,2020,2021
Axel Toupane ,196872,2020,2021
Henry Ellenson ,168983,2020,2021
Ashton Hagans ,166111,2020,2021
Isaiah Thomas ,159698,2020,2021
John Henson ,158907,2020,2021
Armoni Brooks ,135362,2020,2021
Jordan Bone ,135350,2020,2021
Jaylen Hoard ,129209,2020,2021
Justin Anderson ,125000,2020,2021
Amida Brimah ,123056,2020,2021
Didi Louzada ,123056,2020,2021
Troy Williams ,122741,2020,2021
James Nunnally ,107674,2020,2021
Demetrius Jackson ,92857,2020,2021
Dakota Mathias ,86132,2020,2021
Malik Fitts ,61528,2020,2021
Jeremiah Martin ,58452,2020,2021
Jerian Grant ,50000,2020,2021
Louis King ,49222,2020,2021
Cameron Oliver ,43070,2020,2021
Cam Reynolds ,33299,2020,2021
Tyler Hall ,25000,2020,2021
Andrew White ,25000,2020,2021
Elijah Bryant ,24611,2020,2021
Caleb Homesley ,20000,2020,2021
Stephen Curry ,45780966,2021,2022
John Wall ,44310840,2021,2022
James Harden ,44310840,2021,2022
Russell Westbrook ,44211146,2021,2022
Kevin Durant ,42018900,2021,2022
LeBron James ,41180544,2021,2022
Paul George ,39344970,2021,2022
Kawhi Leonard ,39344900,2021,2022
Giannis Antetokounmpo ,39344900,2021,2022
Damian Lillard ,39344900,2021,2022
Klay Thompson ,37980720,2021,2022
Jimmy Butler ,36016200,2021,2022
Tobias Harris ,35995950,2021,2022
Khris Middleton ,35500000,2021,2022
Anthony Davis ,35361360,2021,2022
Rudy Gobert ,35344828,2021,2022
Kyrie Irving ,35328700,2021,2022
Kemba Walker ,34967442,2021,2022
Bradley Beal ,33724200,2021,2022
Ben Simmons ,33003936,2021,2022
Pascal Siakam ,33003936,2021,2022
Blake Griffin ,32405817,2021,2022
Karl-Anthony Towns ,31650600,2021,2022
Devin Booker ,31650600,2021,2022
Kristaps Porzingis ,31650600,2021,2022
Andrew Wiggins ,31579390,2021,2022
Joel Embiid ,31579390,2021,2022
Kevin Love ,31258256,2021,2022
Jrue Holiday ,31171333,2021,2022
Nikola Jokic ,31044906,2021,2022
CJ McCollum ,30864198,2021,2022
Chris Paul ,30800000,2021,2022
D'Angelo Russell ,30013500,2021,2022
Gordon Hayward ,29925000,2021,2022
Jamal Murray ,29467800,2021,2022
Brandon Ingram ,29467800,2021,2022
Jayson Tatum ,28103500,2021,2022
Bam Adebayo ,28103500,2021,2022
De'Aaron Fox ,28103500,2021,2022
Donovan Mitchell ,28103500,2021,2022
Al Horford ,27000000,2021,2022
Kyle Lowry ,26984128,2021,2022
Jaylen Brown ,26758928,2021,2022
DeMar DeRozan ,26000000,2021,2022
Draymond Green ,24026712,2021,2022
Nikola Vucevic ,24000000,2021,2022
Buddy Hield ,23073234,2021,2022
John Collins ,23000000,2021,2022
Malcolm Brogdon ,21700000,2021,2022
Tim Hardaway Jr ,21306816,2021,2022
Mike Conley ,21000000,2021,2022
Gary Harris ,20932143,2021,2022
Danilo Gallinari ,20475000,2021,2022
Harrison Barnes ,20284091,2021,2022
Jerami Grant ,20002500,2021,2022
Jarrett Allen ,20000000,2021,2022
Julius Randle ,19800000,2021,2022
Fred VanVleet ,19675926,2021,2022
Zach LaVine ,19500000,2021,2022
Goran Dragic ,19348907,2021,2022
Spencer Dinwiddie ,19314284,2021,2022
Bojan Bogdanovic ,18700000,2021,2022
Lonzo Ball ,18604651,2021,2022
Domantas Sabonis ,18500000,2021,2022
Eric Gordon ,18218818,2021,2022
Eric Bledsoe ,18125000,2021,2022
Bogdan Bogdanovic ,18000000,2021,2022
Myles Turner ,18000000,2021,2022
Terry Rozier ,17905263,2021,2022
Ricky Rubio ,17800000,2021,2022
Clint Capela ,17603448,2021,2022
Caris LeVert ,17500000,2021,2022
Jonathan Isaac ,17400000,2021,2022
Joe Harris ,17357143,2021,2022
Evan Fournier ,17142857,2021,2022
Steven Adams ,17073171,2021,2022
Markelle Fultz ,16500000,2021,2022
Aaron Gordon ,16409091,2021,2022
Gary Trent Jr ,16225000,2021,2022
OG Anunoby ,16071429,2021,2022
Davis Bertans ,16000000,2021,2022
Lauri Markkanen ,15690909,2021,2022
Derrick White ,15678571,2021,2022
Duncan Robinson ,15650000,2021,2022
Marcus Morris ,15627907,2021,2022
Will Barton ,15625000,2021,2022
Norman Powell ,15517242,2021,2022
Dejounte Murray ,15428880,2021,2022
Malik Beasley ,14491964,2021,2022
Marcus Smart ,14339285,2021,2022
Patrick Beverley ,14320987,2021,2022
Thaddeus Young ,14190000,2021,2022
Jonas Valanciunas ,14000000,2021,2022
Doug McDermott ,13750000,2021,2022
Christian Wood ,13666667,2021,2022
Derrick Rose ,13445120,2021,2022
Luke Kennard ,13347727,2021,2022
Taurean Prince ,13334375,2021,2022
Brook Lopez ,13302325,2021,2022
Kentavious Caldwell-Pope ,13038862,2021,2022
Joe Ingles ,13036364,2021,2022
Kyle Kuzma ,13000000,2021,2022
Robert Covington ,12975471,2021,2022
TJ Warren ,12940000,2021,2022
Deandre Ayton ,12632950,2021,2022
Terrence Ross ,12500000,2021,2022
Jordan Clarkson ,12420000,2021,2022
Dillon Brooks ,12200000,2021,2022
Kelly Olynyk ,12195122,2021,2022
Nicolas Batum ,12026998,2021,2022
Josh Hart ,12000000,2021,2022
Kelly Oubre ,12000000,2021,2022
Jusuf Nurkic ,12000000,2021,2022
Josh Richardson ,11615328,2021,2022
Marvin Bagley ,11312114,2021,2022
DeAndre Jordan ,11109327,2021,2022
Dwight Powell ,11080125,2021,2022
Devonte Graham ,11000000,2021,2022
Zion Williamson ,10733400,2021,2022
Larry Nance Jr ,10690909,2021,2022
Jeremy Lamb ,10500000,2021,2022
Reggie Jackson ,10384500,2021,2022
Richaun Holmes ,10384500,2021,2022
Al-Farouq Aminu ,10335621,2021,2022
Anthony Edwards ,10245480,2021,2022
Luka Doncic ,10174391,2021,2022
Cade Cunningham ,10050120,2021,2022
Danny Green ,10000000,2021,2022
Tomas Satoransky ,10000000,2021,2022
Tristan Thompson ,9946611,2021,2022
Kyle Anderson ,9937150,2021,2022
Derrick Favors ,9720900,2021,2022
Jae Crowder ,9720900,2021,2022
Montrezl Harrell ,9720900,2021,2022
Derrick Jones ,9720900,2021,2022
Serge Ibaka ,9720900,2021,2022
Ja Morant ,9603360,2021,2022
Reggie Bullock ,9536000,2021,2022
Alec Burks ,9536000,2021,2022
Talen Horton-Tucker ,9500000,2021,2022
Mason Plumlee ,9248333,2021,2022
Jaren Jackson Jr ,9180560,2021,2022
James Wiseman ,9166800,2021,2022
Jalen Green ,8992080,2021,2022
De'Anthony Melton ,8805976,2021,2022
Nerlens Noel ,8800000,2021,2022
Royce O'Neale ,8800000,2021,2022
Jakob Poeltl ,8750000,2021,2022
Maxi Kleber ,8750000,2021,2022
Thomas Bryant ,8666667,2021,2022
